改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,A01B 76/00,,グループ５１／００～７５／００に分類されない農業機械または器具の部品，細部または附属具［８］
uploaded,新設,,A01C 14/00,,このサブクラスの他のグループに分類されない植付けするための方法または装置［８］
uploaded,新設,,A01J 99/00,,このサブクラスの他のグループに分類されない主題事項［８］
uploaded,新設,,A01K 99/00,,グループ６９／００～９７／００に分類されない漁業のための方法または装置［８］
uploaded,新設,,A01M 99/00,,このサブクラスの他のグループに分類されない主題事項［８］
uploaded,新設,,A01P 1/00,,殺微生物剤；抗微生物性化合物またはその混合物［８］
uploaded,新設,,A01P 3/00,,殺菌・殺カビ剤（菌類に作用するもの）［８］
uploaded,新設,,A01P 5/00,,殺線虫剤［８］
uploaded,新設,,A01P 7/00,,殺節足動物剤［８］
uploaded,新設,,A01P 7/02,,殺ダニ剤［８］
uploaded,新設,,A01P 7/04,,殺虫剤［８］
uploaded,新設,,A01P 9/00,,殺軟体動物剤［８］
uploaded,新設,,A01P 11/00,,殺鼠剤［８］
uploaded,新設,,A01P 13/00,,除草剤；殺藻剤［８］
uploaded,新設,,A01P 13/02,,選択性のある［８］
uploaded,新設,,A01P 15/00,,特定の目的のための殺生物剤であって，グループ１／００～１３／００に展開されていないもの［８］
uploaded,新設,,A01P 17/00,,有害生物忌避剤［８］
uploaded,新設,,A01P 19/00,,有害生物誘引剤［８］
uploaded,新設,,A01P 21/00,,植物生長調節剤［８］
uploaded,新設,,A01P 23/00,,化学不妊剤［８］
uploaded,新設,,A21C 14/00,,このサブクラスの他のグループに分類されない生地の製造または加工の機械または装置［８］
uploaded,新設,,A42C 99/00,,このサブクラスの他のグループに分類されない主題事項［８］
uploaded,新設,,A43C 19/00,,このサブクラスの他のグループに分類されない履物の付属品［８］
uploaded,新設,,A43D 999/00,,このサブクラスの他のグループに分類されない主題事項［８］
uploaded,新設,,A46D 99/00,,このサブクラスの他のグループに分類されない主題事項［８］
uploaded,新設,,A47B 21/00 A,,機器多段配置型
uploaded,新設,,A47B 21/00 Z,,その他
uploaded,新設,,A47B 21/007,,机下設置型ディスプレイを有するもの，例．テーブルまたは机の，透明の作業表面を通して見ることができるディスプレイ［８］
uploaded,新設,,A47B 21/013,,調節可能な部分によって特徴付けられるもの，例．調節自在な板部分，肘掛，リストサポートまたはマウスプラットフォーム（２１／００７が優先）［８］
