改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,A01N 65/03,,・藻類［２００９．０１］
uploaded,新設,,A01N 65/04,,・シダ植物門（シダ類）［２００９．０１］
uploaded,新設,,A01N 65/06,,・球果植物門（裸子植物門），例．イトスギ［２００９．０１］
uploaded,新設,,A01N 65/08,,・モクレン綱（双子葉植物）［２００９．０１］
uploaded,新設,,A01N 65/01,,・・セリ科，例．パセリ，キャラウェイ，ディル，ラビッジ，ウイキョウまたはスネークベッド［２００９．０１］
uploaded,新設,,A01N 65/12,,・・キク科，例．ヒナギク，除虫菊，アーティチョーク，レタス，ヒマワリ，ヨモギ，タラゴン［２００９．０１］
uploaded,新設,,A01N 65/14,,・・ニシキギ科（ツルウメモドキ科），例．オウシュウニシキギ，ツルナスまたはサンダーゴッドバイン［２００９．０１］
uploaded,新設,,A01N 65/16,,・・ツツジ科，例．シャクナゲ，アルブッス，アセビ，クランベリー，ビルベリー［２００９．０１］
uploaded,新設,,A01N 65/18,,・・トウダイグサ科，例．ヒマ（トウゴマ）［２００９．０１］
uploaded,新設,,A01N 65/02,,・・マメ科，例．エンドウ，ヒラマメ，大豆，クローバー，アカシア，アメリカサイカチ，デリスまたはナツフジ［２００９．０１］
uploaded,新設,,A01N 65/22,,・・シソ科，例．タイム，ローズマリー，タツナミソウ，ウツボグサ，ラベンダー，シソ，メグサハッカ，ペパーミントまたはスペアミント［２００９．０１］
uploaded,新設,,A01N 65/24,,・・クスノキ科，例．ゲッケイジュ，アボカド，サッサフラス，シナモンまたはショウノウ［２００９．０１］
uploaded,新設,,A01N 65/26,,・・センダン科，例．マホガニー，ランサットまたはニーム［２００９．０１］
uploaded,新設,,A01N 65/28,,・・フトモモ科（ギンバイカ科），例．ティーツリーまたはクローブ［２００９．０１］
uploaded,新設,,A01N 65/03,,・・タデ科（ソバ科），例．レッドニーズまたはダイオウ［２００９．０１］
uploaded,新設,,A01N 65/32,,・・キンポウゲ科，例．スハマソウ、ヒドラスチス（ゴールデンシール）［２００９．０１］
uploaded,新設,,A01N 65/34,,・・バラ科，例．イチゴ，サンザシ，スモモ，サクラ，モモ，アンズまたはアーモンド［２００９．０１］
uploaded,新設,,A01N 65/36,,・・ミカン科，例．ライム，オレンジ，レモン，キハダまたはサンショウ［２００９．０１］
uploaded,新設,,A01N 65/38,,・・ナス科，例．イヌホウズキ，トマト，タバコまたはチリペッパー［２００９．０１］
uploaded,新設,,A01N 65/04,,・ユリ綱（単子葉植物）［２００９．０１］
uploaded,新設,,A01N 65/42,,・・アロエ科またはユリ科，例．アロエ，シュロソウ，タマネギ，ニンニクまたはチャイブ［２００９．０１］
uploaded,新設,,A01N 65/44,,・・イネ科，例．タケ，レモングラスまたはシトロネラグラス［２００９．０１］
uploaded,新設,,A01N 65/46,,・・ビャクブ科，例．ナベワリ［２００９．０１］
