改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,A62D 3/02,,・生物学的処理によるもの、すなわち、酵素又は微生物を用いた方法［２００７．０１］
uploaded,新設,,A62D 3/01,,・電気又は波動エネルギー又は粒子線又は電離放射線によるもの［２００７．０１］
uploaded,新設,,A62D 3/11,,・・電気化学的プロセス、例．電気透析［２００７．０１］
uploaded,新設,,A62D 3/115,,・・・電気分解又は変換［２００７．０１］
uploaded,新設,,A62D 3/13,,・・音波エネルギー［２００７．０１］
uploaded,新設,,A62D 3/15,,・・粒子線、例．電子線［２００７．０１］
uploaded,新設,,A62D 3/17,,・・電磁波、例．レーザーからの放出［２００７．０１］
uploaded,新設,,A62D 3/172,,・・・ガンマ線、すなわち、約０．００３から０．０３ｎｍの波長をもつ放射線［２００７．０１］
uploaded,新設,,A62D 3/174,,・・・Ｘ線、すなわち、約０．０３から３ｎｍの波長をもつ放射線［２００７．０１］
uploaded,新設,,A62D 3/176,,・・・紫外線、すなわち、約３から４００ｎｍの波長をもつ放射線［２００７．０１］
uploaded,新設,,A62D 3/178,,・・・マイクロ波、すなわち、約０．３から３０ｃｍの波長をもつ放射線［２００７．０１］
uploaded,新設,,A62D 3/19,,・・プラズマ［２００７．０１］
uploaded,新設,,A62D 3/02,,・水熱分解又は破壊的な蒸気ガス化によるもの、例．化学変化を起こさせるための水と熱の使用［２００７．０１］
uploaded,新設,,A62D 3/03,,・化学物質との反応によるもの［２００７．０１］
uploaded,新設,,A62D 3/32,,・・溶融化学剤中での処理によるもの、例．塩、金属［２００７．０１］
uploaded,新設,,A62D 3/33,,・・有害物質の化学的固定によるもの、例．キレート化又は錯体化によるもの［２００７．０１］
uploaded,新設,,A62D 3/34,,・・分解する能力のある反応性化学物質を用いた脱ハロゲン化［２００７．０１］
uploaded,新設,,A62D 3/35,,・・加水分解によるもの［２００７．０１］
uploaded,新設,,A62D 3/36,,・・酸性試薬またはアルカリ性試薬を用いた無害化［２００７．０１］
uploaded,新設,,A62D 3/37,,・・還元によるもの、例．水素化［２００７．０１］
uploaded,新設,,A62D 3/38,,・・酸化によるもの；燃焼によるもの［２００７．０１］
uploaded,新設,,A62D 3/04,,・化学変化を起こさせるための加熱によるもの、例．熱分解［２００７．０１］
uploaded,新設,,A62D101:00,,化学変化を起こさせることにより無害化される又はより有害でなくされる化学物質［２００７．０１］
uploaded,新設,,A62D101:02,,・化学兵器物質の無害化、（例．コリンエステラーゼ阻害薬）［２００７．０１］
uploaded,新設,,A62D101:04,,・殺虫剤、例．殺昆虫剤、除草剤、殺菌剤、線虫駆除剤［２００７．０１］
uploaded,新設,,A62D101:06,,・爆発物、発射剤、又は花火、例．ロケット燃料、ナパーム［２００７．０１］
uploaded,新設,,A62D101:08,,・有害な燃え殻、例．廃棄焼却物からのフライアッシュに含まれる有毒物質［２００７．０１］
uploaded,新設,,A62D101:20,,・有機物［２００７．０１］
uploaded,新設,,A62D101:22,,・・ハロゲンを含有するもの［２００７．０１］
uploaded,新設,,A62D101:24,,・・重金属を含有するもの［２００７．０１］
uploaded,新設,,A62D101:26,,・・窒素又はリンを含有するもの［２００７．０１］
uploaded,新設,,A62D101:28,,・・酸素、硫黄、セレン又はテルルを含有するもの、すなわち、カルコゲン［２００７．０１］
uploaded,新設,,A62D101:40,,・無機物［２００７．０１］
uploaded,新設,,A62D101:41,,・・無機繊維、例．アスベスト［２００７．０１］
uploaded,新設,,A62D101:43,,・・結合又は遊離の状態で、重金属を含有するもの［２００７．０１］
uploaded,新設,,A62D101:45,,・・窒素又はリンを含有するもの［２００７．０１］
uploaded,新設,,A62D101:47,,・・酸素、硫黄、セレン又はテルルを含有するもの、すなわち、カルコゲン［２００７．０１］
uploaded,新設,,A62D101:49,,・・ハロゲンを含有するもの［２００７．０１］
uploaded,新設,,B24B 37/00 L,,・材料に特徴があるもの
uploaded,新設,,B24B 37/00 M,,・・弾性体
uploaded,新設,,B24B 37/00 N,,・・・樹脂
uploaded,新設,,B24B 37/00 P,,・・・・ポリウレタン・ポリエステル・ゴム
uploaded,新設,,B24B 37/00 Q,,・・・布
uploaded,新設,,B24B 37/00 R,,・・・・不織布
uploaded,新設,,B24B 37/00 S,,・・・起毛
uploaded,新設,,B24B 37/00 T,,・溝構造に特徴があるもの
uploaded,新設,,B24B 37/00 W,,・積層構造に特徴があるもの
uploaded,新設,,B24B 37/04 L,,・保持シートに特徴があるもの
uploaded,新設,,B24B 37/04 M,,・・積層構造に特徴があるもの
uploaded,新設,,B24B 37/04 N,,・圧力付与構造に特徴があるもの
uploaded,新設,,B24B 37/04 P,,・リテーナリングに特徴があるもの
uploaded,新設,,B24B 37/04 Q,,・・上下可動構造に特徴があるもの
uploaded,新設,,B24B 37/04 R,,・溝構造に特徴があるもの
uploaded,新設,,B24B 37/04 S,,・穴構造に特徴があるもの
uploaded,新設,,B24B 37/04 T,,・変形防止を目的とするもの
uploaded,新設,,B24B 37/04 W,,・素材に特徴があるもの
uploaded,新設,,B24B 37/04 X,,・定盤表面で研磨するもの
uploaded,新設,,B24B 37/04 Y,,・パッド・研磨布を貼付するもの
uploaded,新設,,F03D 3/06 G,,・直線翼形，例．ストレートダリウス、ジャイロミル
uploaded,新設,,F03D 3/06 H,,・マグナス効果を利用したもの
uploaded,新設,,F04B 27/08 T,,・クランク室への吐出圧の導入を制御するもの
uploaded,新設,,F04B 27/08 U,,・クランク室から中間圧の吸入室への逃がしを制御するもの
uploaded,新設,,F21L 2/00,,照明装置のシステム［７］
uploaded,新設,,F21L 2/00 100,,・非携帯用照明装置としても利用可能なもの
uploaded,新設,,F21L 2/00 110,,・・自転車に取付可能な電池灯
uploaded,新設,,F21L 2/00 130,,・・家屋に組み込んで照明として使用可能なもの
uploaded,新設,,F21L 4/00,,バッテリーまたは電池を内蔵する照明装置［７］
uploaded,新設,,F21L 4/00 100,,・蓄電池を内蔵するもの
uploaded,新設,,F21L 4/00 110,,・・太陽電池を用いるもの
uploaded,新設,,F21L 4/00 200,,・水中で使用可能なもの
uploaded,新設,,F21L 4/00 300,,・非常時に使用するもの［非常灯］
uploaded,新設,,F21L 4/00 310,,・・振動を感知して点灯するもの［地震灯］
uploaded,新設,,F21L 4/00 330,,・・保持部材から離すことで点灯するもの［常備灯］
uploaded,新設,,F21L 4/00 350,,・・充電プラグを有するもの
uploaded,新設,,F21L 4/00 400,,・手で持つことを意図したもの［トーチ，ポケットランプ］
uploaded,新設,,F21L 4/00 410,,・・懐中電灯型，すなわち，電池を内蔵するハウジングが，取っ手も兼用するもの
uploaded,新設,,F21L 4/00 411,,・・・前方部［把持した際の光出射部側］に特徴を有するもの
uploaded,新設,,F21L 4/00 412,,・・・胴部に特徴を有するもの
uploaded,新設,,F21L 4/00 413,,・・・後方部［把持した際の光出射部と反対側］に特徴を有するもの
uploaded,新設,,F21L 4/00 414,,・・・光源部［光源と他の部品が一体になったもの］が把持部に対して傾斜しているもの
uploaded,新設,,F21L 4/00 415,,・・・装飾機能を有するもの
uploaded,新設,,F21L 4/00 416,,・・・表示，信号機能を有するもの［検問灯］
uploaded,新設,,F21L 4/00 420,,・・手堤型，すなわち，電池を内蔵するハウジングに取っ手が設けられたもの
uploaded,新設,,F21L 4/00 421,,・・・「図」
uploaded,新設,,F21L 4/00 422,,・・・「図」
uploaded,新設,,F21L 4/00 423,,・・・「図」
uploaded,新設,,F21L 4/00 424,,・・・装飾機能を有するもの
uploaded,新設,,F21L 4/00 425,,・・・表示，信号機能を有するもの［検問灯］
uploaded,新設,,F21L 4/00 430,,・・ポケット型［小型］電灯
uploaded,新設,,F21L 4/00 440,,・・他の物品形状を模した電灯［例　ガン型電灯，カメラ型電灯］
uploaded,新設,,F21L 4/00 450,,・・ペン型電灯
uploaded,新設,,F21L 4/00 500,,・手で持つことを意図されていないもの
