改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
2025.04,廃止,G08G 5/00 A,G08G 5/00,航空機に関するもの,
2025.04,廃止,G08G 5/00 Z,G08G 5/00,その他のもの〔使用せず〕,
2025.04,タイトル変更,A61K 31/4439,A61K 31/4439,・・・・・・環異種原子として室素を有する５員環を含むもの，例．オメプラゾール（ニコチンＡ６１Ｋ３１／４６５）［７］,・・・・・・環異種原子として窒素を有する５員環を含むもの，例．オメプラゾール（ニコチンＡ６１Ｋ３１／４６５）［７］
2025.04,タイトル変更,A61K 31/4745,A61K 31/4745,・・・・・・環異種原子として室素を持つ環系で縮合したもの，例．フェナントロリン（ヨヒンビン誘導体，ビンブラスチンＡ６１Ｋ３１／４７５；エルゴリン誘導体Ａ６１Ｋ３１／４８）［７］,・・・・・・環異種原子として窒素を持つ環系で縮合したもの，例．フェナントロリン（ヨヒンビン誘導体，ビンブラスチンＡ６１Ｋ３１／４７５；エルゴリン誘導体Ａ６１Ｋ３１／４８）［７］
2025.04,タイトル変更,A61K 31/554,A61K 31/554,・・・・環異種原子として少なくとも１個の室素及び１個の硫黄を持つもの，例．クロチアビン，ジルチアゼム［７］,・・・・環異種原子として少なくとも１個の窒素及び１個の硫黄を持つもの，例．クロチアビン，ジルチアゼム［７］
2025.04,タイトル変更,A61K 39/125,A61K 39/125,・・ピコルナウィルス科，例．カリシウィルス［３］,・・ピコルナウイルス科，例．カリシウイルス［３］
2025.04,タイトル変更,A61K 39/13,A61K 39/13,・・・ポリオウィルス［３］,・・・ポリオウイルス［３］
2025.04,タイトル変更,A61K 39/135,A61K 39/135,・・・口蹄疫ウィルス［３］,・・・口蹄疫ウイルス［３］
2025.04,タイトル変更,A61K 39/145,A61K 39/145,・・オルソミクソウィルス科，例．インフルエンザウィルス［３］,・・オルソミクソウイルス科，例．インフルエンザウイルス［３］
2025.04,タイトル変更,A61K 39/15,A61K 39/15,・・レオウィルス科，例．子牛の下痢ウィルス［３］,・・レオウイルス科，例．子牛の下痢ウイルス［３］
2025.04,タイトル変更,A61K 39/155,A61K 39/155,・・パラミクソウィルス科，例．パラインフルエンザウィルス［３］,・・パラミクソウイルス科，例．パラインフルエンザウイルス［３］
2025.04,タイトル変更,A61K 39/165,A61K 39/165,・・・ムンプスまたは麻疹ウィルス［３］,・・・ムンプスまたは麻疹ウイルス［３］
2025.04,タイトル変更,A61K 39/17,A61K 39/17,・・・ニューカッスル病ウィルス［３］,・・・ニューカッスル病ウイルス［３］
2025.04,タイトル変更,A61K 39/175,A61K 39/175,・・・犬のジステンパーウィルス［３］,・・・犬のジステンパーウイルス［３］
2025.04,タイトル変更,A61K 39/187,A61K 39/187,・・豚コレラウィルス［３］,・・豚コレラウイルス［３］
2025.04,タイトル変更,A61K 39/193,A61K 39/193,・・馬の脳脊髄炎ウィルス［３］,・・馬の脳脊髄炎ウイルス［３］
2025.04,タイトル変更,A61K 39/205,A61K 39/205,・・ラブドウィルス科，例．狂犬病ウィルス［３］,・・ラブドウイルス科，例．狂犬病ウイルス［３］
2025.04,タイトル変更,A61K 39/21,A61K 39/21,・・レトロウィルス科，例．馬伝染性貧血ウィルス［３］,・・レトロウイルス科，例．馬伝染性貧血ウイルス［３］
