改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,A01D 82/02,,・農作物調製機用ローラ［６］
uploaded,新設,,A01D 84/02,,・柔軟性ツールを有するもの［６］
uploaded,新設,,A01G 3/025,,・・延長した柄のあるもの［６］
uploaded,新設,,A01G 3/033,,・・モーター作動の刃がついたもの［６］
uploaded,新設,,A01G 3/037,,・・・作動手段が電気モーターであるもの［６］
uploaded,新設,,A01G 3/047,,・・携帯用［６］
uploaded,新設,,A01G 3/053,,・・・モーター作動［６］
uploaded,新設,,A01G 23/081,,・・・伐採－集束装置，すなわち伐採ヘッドで集束するもの（Ａ０１Ｇ２３／０８３が優先）［５］
uploaded,新設,,A01G 23/083,,・・・伐採－枝払装置［５］
uploaded,新設,,A01G 23/085,,・・・・第一のブームに取付けた剪断ヘッドと第二のブームに取付けた枝払いヘッドを有するもの［５］
uploaded,新設,,A01G 23/087,,・・・伐採に特に適合した剪断装置または類似のもの（Ａ０１Ｇ２３／０８１，Ａ０１Ｇ２３／０８３，Ａ０１Ｇ２３／０９３が優先）［５］
uploaded,新設,,A01G 23/089,,・・・・２つ以上の剪断刃を有するもの［５］
uploaded,新設,,A01G 23/09,,・・・・衝撃式のもの［５］
uploaded,新設,,A01G 23/091,,・・・伐採に特に適合した鋸装置（Ａ０１Ｇ２３／０８１，Ａ０１Ｇ２３／０８３，Ａ０１Ｇ２３／０９３が優先）［５］
uploaded,新設,,A01G 23/093,,・・・伐採に特に適合した剪断，鋸またはフライス装置の組合わせ［５］
uploaded,新設,,A01G 23/095,,・・枝払装置（Ａ０１Ｇ２３／０８３が優先；経木，チップ，木粉または類似物の製造Ｂ２７Ｌ１１／００）［５］
uploaded,新設,,A01G 23/097,,・・・固定した枝払いヘッドを有するもの［５］
uploaded,新設,,A01G 23/099,,・・補助装置，例．伐採用くさび［５］
uploaded,新設,,A01G 31/04,,・・運搬装置を使用する上の水耕栽培［６］
uploaded,新設,,A01G 31/04 A,,平面移動または平面上の回転移動
uploaded,新設,,A01G 31/04 B,,立体移動
uploaded,新設,,A01G 31/04 Z,,その他のもの
uploaded,新設,,A01G 31/06,,・・棚上または積み重ねた容器を使用する水耕栽培［６］
uploaded,新設,,A01K 85/00 R,,機械的な推進を有するもの
uploaded,新設,,A01K 85/01 A,,発光器を有するもの
uploaded,新設,,A01K 85/01 B,,発音器を有するもの
uploaded,新設,,A01K 85/01 C,,誘引物質を放出するもの
uploaded,新設,,A01K 85/01 D,,・誘引物質を含む組成物で形成されたもの
uploaded,新設,,A01K 85/01 Z,,その他のもの
uploaded,新設,,A01K 85/01,,・胴体の縦軸と事実上完全に一致しない回転軸をもつすくなくとも１つの平坦な回転体を有するもの［５］
uploaded,新設,,A01K 85/12,,・縦軸の回りに回転する胴体からなるもの，例．デボン［５］
uploaded,新設,,A01K 85/14,,・平坦なまたは事実上平坦な波状に動く胴体を有するもの，例．スプーン［５］
uploaded,新設,,A01K 85/16,,・平坦なまたは事実上平坦な形状以外の波状に動く胴体を有するもの，例．プラグ［５］
uploaded,新設,,A01K 85/18,,・・２つ以上の部片からなるもの［５］
uploaded,新設,,A01K 87/08,,・握柄［５］
uploaded,新設,,A01K 87/08 A,,構造に特徴を有するもの
uploaded,新設,,A01K 87/08 B,,・リールシートと関連を有するもの
uploaded,新設,,A01K 87/08 C,,素材または製造方法に特徴を有するもの（Ａ０１Ｋ８７／００，６３０Ｅが優先）
uploaded,新設,,A01K 87/08 Z,,その他のもの
uploaded,新設,,A01K 93/02,,・信号用具を有するもの［５］
uploaded,新設,,A01K 93/02 A,,電気的信号手段を有するもの
uploaded,新設,,A01K 93/02 B,,・発信手段を有するもの
uploaded,新設,,A01K 93/02 C,,魚の引きにより反転するもの，例．寝浮子
uploaded,新設,,A01K 93/02 Z,,その他のもの
uploaded,新設,,A41D 19/015,,・保護用手袋［７］
uploaded,新設,,A41D 19/015 110,,・・機械的攻撃，例．切断または突き刺しに耐えるもの（衝撃または振動を吸収するものＡ４１Ｄ１９／０１５，１２０）
uploaded,新設,,A41D 19/015 110 A,,金網でできたもの
uploaded,新設,,A41D 19/015 110 B,,押し潰しに対する防護を有するもの，例．指先用
uploaded,新設,,A41D 19/015 110 Z,,その他のもの
uploaded,新設,,A41D 19/015 120,,・・衝撃または振動を吸収するもの
uploaded,新設,,A41D 19/015 130,,・・高温，低温または火に対する防護を有するもの
uploaded,新設,,A41D 19/015 130 A,,加熱手段
uploaded,新設,,A41D 19/015 130 Z,,その他のもの
uploaded,新設,,A41D 19/015 140,,・・Ａ４１Ｄ１９／０１５，１１０～１３０に分類されない特定の対象からの手の保護を目的とする手袋
uploaded,新設,,A41D 19/015 210,,・・握りの改善手段を有するもの
uploaded,新設,,A41D 19/015 210 A,,滑り止めを有するもの
uploaded,新設,,A41D 19/015 210 B,,被把持物を固定するもの
uploaded,新設,,A41D 19/015 210 Z,,その他のもの
uploaded,新設,,A41D 19/015 310,,・・反射性または発光性の手段を有するもの
uploaded,新設,,A41D 19/015 410,,・・異なる材料を並列的に配置したもの，例．パッチワーク
uploaded,新設,,A41D 19/015 510,,・・手や指を拘束または支持する手段を有するもの
uploaded,新設,,A41D 19/015 510 A,,硬い要素を含むもの
uploaded,新設,,A41D 19/015 510 Z,,その他のもの
uploaded,新設,,A41D 19/015 610,,・・Ａ４１Ｄ１９／０１５，１１０～５１０に分類されない補助装置に特徴があるもの
uploaded,新設,,A41D 19/015 610 A,,物品の収納または取付装置に特徴があるもの
uploaded,新設,,A41D 19/015 610 B,,紛失防止または吊り下げ装置に特徴があるもの
uploaded,新設,,A41D 19/015 610 C,,水垂れ防止装置に特徴があるもの
uploaded,新設,,A41D 19/015 610 Z,,その他のもの
uploaded,新設,,A43D 98/00,,靴ひもを作るための機械（革のものＣ１４Ｂ；編みひも一般Ｄ０４Ｃ）；靴ひも端部にファイバーまたはセルロイドを取付けるもの（金属板からひも先きの金具を製造するものＢ２１Ｄ；ワイヤーからのものＢ２１Ｆ）［８］
uploaded,新設,,A45F 3/00 300,,・旅行または露営用品
uploaded,新設,,A45F 3/00 400,,・肩掛け，背負い，兼用のもの
uploaded,新設,,A45F 3/00 500,,・身体に密着する鞄袋物または小物ケース
uploaded,新設,,A45F 3/00 510,,・・ベルトに一体になっているもの
uploaded,新設,,A45F 3/00 520,,・・ベルトに着脱できるもの
uploaded,新設,,A45F 3/00 530,,・・ポケットに取り付けるもの
uploaded,新設,,A45F 3/02 400,,・・ザックまたはパック
uploaded,新設,,A45F 3/02 410,,・・・紐部に特徴を有するもの
uploaded,新設,,A45F 3/02 420,,・・・本体に特徴を有するもの
uploaded,新設,,A45F 3/02 430,,・・・形状に特徴を有するもの
uploaded,新設,,A45F 3/04 300,,・・ランドセル以外のザックまたはパック，例．リュックサック
uploaded,新設,,A45F 3/04 400,,・・ランドセル
uploaded,新設,,A45F 3/04 400 B,,背板に特徴があるランドセル
uploaded,新設,,A45F 3/04 400 C,,背負紐またはベルト取付け金具に特徴があるランドセル
uploaded,新設,,A45F 3/04 400 D,,蓋の係止具に特徴があるランドセル
uploaded,新設,,A45F 3/04 400 E,,蓋以外の係止具に特徴があるランドセル
uploaded,新設,,A45F 3/04 400 G,,・背負紐に特徴を有するもの
uploaded,新設,,A45F 3/04 400 H,,・・補強材を設けたもの
uploaded,新設,,A45F 3/04 400 J,,・背負紐取付け金具に特徴を有するもの
uploaded,新設,,A45F 3/04 400 N,,蓋部に特徴を有するランドセル
uploaded,新設,,A45F 3/04 400 P,,襠部に特徴を有するランドセル
uploaded,新設,,A45F 3/04 400 Q,,底部に特徴を有するランドセル
uploaded,新設,,A45F 3/04 400 R,,内部に特徴を有するランドセル
uploaded,新設,,A45F 3/04 400 S,,他の物品と結合したランドセル
uploaded,新設,,A45F 3/04 400 T,,材料に特徴を有するランドセル
uploaded,新設,,A45F 3/04 400 U,,・木製または竹製のもの
uploaded,新設,,A45F 3/04 400 Z,,その他のもの
uploaded,新設,,A45F 3/12 300,,・・ザックまたはパック用以外の肩あて部材
uploaded,新設,,A45F 3/12 400,,・・ザックまたはパック用の肩あて部材
uploaded,新設,,A45F 3/12 410,,・・・肩あて部材が取りはずし可能なもの
uploaded,新設,,A45F 3/12 420,,・・・・蓋付きのもの
uploaded,新設,,A61C 3/025,,・・サンドブラストのように作動する器具，例．歯の清掃，みがきまたは切断用［５］
uploaded,新設,,A61C 5/09,,・・複合歯冠［５］
uploaded,新設,,A61C 5/11,,・・自然歯に歯冠を固定するもの［５］
uploaded,新設,,A61C 7/02,,・歯科矯正用器具を扱いまたは動かすための道具［５］
uploaded,新設,,A61C 7/04,,・・プライヤー型［５］
uploaded,新設,,A61C 7/06,,・口外の力の伝達手段，すなわち口の外に装着され，張力付加状態で口中に部材を配置する手段［５］
uploaded,新設,,A61C 7/08,,・マウスピース型維持装置［５］
uploaded,新設,,A61C 7/01,,・外方に向けられた力を適用する手段を有する装置，例．エキスパンダー［５］
uploaded,新設,,A61C 7/12,,・ブラケット；アーチワイヤ；それらの組合わせ；そのための付属具（Ａ６１Ｃ７／１０が優先）［５］
uploaded,新設,,A61C 7/14,,・・ブラケット（Ａ６１Ｃ７／２８が優先）；歯にブラケットを固定するもの［５］
uploaded,新設,,A61C 7/16,,・・・歯に接着させるよう特に適合させたもの［５］
uploaded,新設,,A61C 7/18,,・・・歯にバンドで固定するよう特に適合させたもの；そのためのバンド［５］
uploaded,新設,,A61C 7/02,,・・アーチワイヤ（Ａ６１Ｃ７／２８が優先）［５］
uploaded,新設,,A61C 7/22,,・・・張力調節手段［５］
uploaded,新設,,A61C 7/24,,・・・アーチワイヤ囲みガイド［５］
uploaded,新設,,A61C 7/26,,・・・アーチワイヤアタッチメント［５］
uploaded,新設,,A61C 7/28,,・・ブラケットにアーチワイヤを固定するもの［５］
uploaded,新設,,A61C 7/03,,・・・弾力性手段によるもの（Ａ６１Ｃ７／３４が優先）［５］
uploaded,新設,,A61C 7/32,,・・・結繋ワイヤを用いるもの［５］
uploaded,新設,,A61C 7/34,,・・・ロックピンを用いるもの［５］
uploaded,新設,,A61C 7/36,,・上下の歯間で作動する装置［５］
uploaded,新設,,A61C 11/02,,・蝶番手段の配列，位置，タイプにより特徴づけられるもの［５］
uploaded,新設,,A61C 11/04,,・・弾性的に付勢されたもの［５］
uploaded,新設,,A61C 11/06,,・切歯案内を有するもの［５］
uploaded,新設,,A61C 11/08,,・咬合器に歯科用模型を固定する手段を有するもの［５］
uploaded,新設,,A61C 13/003,,・床なしの補綴，例．歯科用ブリッジ（口中での補綴の固着Ａ６１Ｃ１３／２２５）；その製造［６］
uploaded,新設,,A61C 13/007,,・床のある補綴，例．口蓋または義歯床；その製造［６］
uploaded,新設,,A61C 13/03,,・・・セラミック層のある金属のもの［６］
uploaded,新設,,A61C 13/07,,・・そのための被覆またはクッション（吸引を改善する手段を特徴とするものＡ６１Ｃ１３／２４）［６］
uploaded,新設,,A61C 13/103,,・・付加的接続部材，例．ノブまたは棒により床材に接続するもの［６］
uploaded,新設,,A61C 13/105,,・・・床材に埋めた接続部材を有するもの［６］
uploaded,新設,,A61C 13/15,,・・光の作用により硬化するもの［６］
uploaded,新設,,A61C 13/25,,・・・弁または吸引区域から舌側窩部に導く空気通路を含むもの［６］
uploaded,新設,,A61C 13/36,,・・人工歯の方向づけ向または位置決め，例．そのための正確な位置または姿勢の決定［６］
uploaded,新設,,A61C 13/38,,・歯科用補綴またはその製造に関連して使用するため，他に分類されない工具［６］
uploaded,新設,,A61C 17/00 U,,義歯の清掃装置
uploaded,新設,,A61C 17/02 M,,うがい装置
uploaded,新設,,A61C 17/02 N,,・薬液噴射によるもの
uploaded,新設,,A61C 17/02 P,,・コツプ注水によるもの
uploaded,新設,,A61C 17/02 Q,,・・定量供給手段のあるもの
uploaded,新設,,A61C 17/022,,・・空気吹付装置［５］
uploaded,新設,,A61C 17/06,,・排唾器；そのための付属品［５］
uploaded,新設,,A61C 17/06 A,,吸引と給液をひとつのハンドピ－スで行うもの
uploaded,新設,,A61C 17/06 B,,吸引用ホ－ス
uploaded,新設,,A61C 17/06 C,,バキユ－ム発生装置
uploaded,新設,,A61C 17/06 D,,口腔内の吸液材料
uploaded,新設,,A61C 17/06 Z,,その他のもの
uploaded,新設,,A61C 17/08,,・・吸引ノズル［５］
uploaded,新設,,A61C 17/01,,・・口の支持具，舌の保護器具，舌の押下げ器具または頬拡張器具を有するもの［５］
uploaded,新設,,A61C 17/12,,・・制御装置，例．吸引用［５］
