改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,A01M 29/06,,・視覚によるもの，例．案山子，動く要素，特定の形状，模様またはそれに類するもの［２０１１．０１］
uploaded,新設,,A01M 29/08,,・・反射，色，特定の透過性または反射性を有するフィルムによるもの［２０１１．０１］
uploaded,新設,,A01M 29/01,,・・光源によるもの，例．レーザー光または閃光［２０１１．０１］
uploaded,新設,,A01M 29/12,,・臭いのある物質によるもの，例．アロマ，フェロモンまたは化学物質［２０１１．０１］
uploaded,新設,,A01M 29/14,,・温度効果によるもの［２０１１．０１］
uploaded,新設,,A01M 29/16,,・音波によるもの［２０１１．０１］
uploaded,新設,,A01M 29/18,,・・超音波によるもの［２０１１．０１］
uploaded,新設,,A01M 29/02,,・・周期的な爆発音の発生を伴うもの［２０１１．０１］
uploaded,新設,,A01M 29/22,,・振動によるもの（Ａ０１Ｍ２９／１６が優先する）［２０１１．０１］
uploaded,新設,,A01M 29/24,,・電気または磁気によるもの，例．電気ショック，磁場またはマイクロ波［２０１１．０１］
uploaded,新設,,A01M 29/26,,・・特に鳥に適したもの，例．通電した棒，紐または薄板［２０１１．０１］
uploaded,新設,,A01M 29/28,,・・特に虫に適したもの［２０１１．０１］
uploaded,新設,,A01M 29/03,,・接近または通行を阻止または妨害するもの，例．障壁，棘，紐，障害物または散水による［２０１１．０１］
uploaded,新設,,A01M 29/32,,・・特に鳥に適したもの，例．棘［２０１１．０１］
uploaded,新設,,A01M 29/34,,・・特に虫に適したもの［２０１１．０１］
uploaded,新設,,A63F 13/00 100,,・ビデオゲーム装置用の入力装置
uploaded,新設,,A63F 13/00 102,,・・カード，フィギュア等を入力手段として用いるもの
uploaded,新設,,A63F 13/00 104,,・・センサー，目的または種類に特徴を有するもの
uploaded,新設,,A63F 13/00 106,,・・・慣性センサーを使うもの，例：加速度計，ジャイロスコープ
uploaded,新設,,A63F 13/00 108,,・・・プレイヤーが着用するセンサーを使うもの，例：脈拍や脚の動きを測定するもの
uploaded,新設,,A63F 13/00 110,,・・・光検知手段からなるもの，例：カメラ，フォトダイオード，赤外線セル（Ａ６３Ｆ１３／００，１２４，Ａ６３Ｆ１３／００，２８８優先）
uploaded,新設,,A63F 13/00 112,,・・・表面上の接触位置を検知するもの，例．マットセンサー，タッチパッド
uploaded,新設,,A63F 13/00 114,,・・・・さらにその表面がディスプレイ装置であるもの，例．タッチスクリーン
uploaded,新設,,A63F 13/00 116,,・・・音響信号を検出するもの，例．マイクロフォンを使うもの
uploaded,新設,,A63F 13/00 118,,・・・地理情報を使うもの，例．ＧＰＳを使用して測定したゲーム装置又はプレイヤーの位置を用いるもの
uploaded,新設,,A63F 13/00 120,,・・・環境に関連した情報を使うもの，すなわち，プレイヤー以外により生成された情報を使うもの，例．周囲の温度又は湿度
uploaded,新設,,A63F 13/00 122,,・・・圧力センサーを使うもの，例．プレイヤーから加えられる圧力に比例した信号の生成
