改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,A47C 1/0355,,・・・・・リンク機構，例．レージータング（ｌａｚｙｔｏｎｇｓ）機構，により操作されるもの［２０１３．０１］
uploaded,新設,,A61F 2/01,,・血管へ植込み可能なフィルター［６］
uploaded,新設,,A61F 2/07,,・・・・ステントグラフト［２０１３．０１］
uploaded,新設,,A61F 2/82,,・人体の管状構造の開通状態を維持または閉塞を防止する装置，例．ステント（血管以外の人体の管状構造のためのステントグラフトＡ６１Ｆ２／０４；血管用のステントグラフトＡ６１Ｆ２／０７；ステントまたはステントグラフトの設置または除去に特に適合した器具Ａ６１Ｆ２／９５；傷の閉鎖用，または傷を閉鎖把持するものＡ６１Ｂ１７／０３；拡張器Ａ６１Ｍ２９／００）［８，２０１３．０１］
uploaded,新設,,A61F 2/844,,・・展開前に折り畳まれているもの［２０１３．０１］
uploaded,新設,,A61F 2/848,,・・管壁に固定する手段，例．とげ（ｂａｒｂｓ），を有するもの［２０１３．０１］
uploaded,新設,,A61F 2/852,,・・複数の別個のステントが重なり合うもの［２０１３．０１］
uploaded,新設,,A61F 2/856,,・・単一管状のステントで周面に入口通路を有するもの［２０１３．０１］
uploaded,新設,,A61F 2/86,,・・ワイヤ状の要素により形成されたことに特徴のあるステント；ネット状またはメッシュ状の構造により形成されたことに特徴のあるステント［８，２０１３．０１］
uploaded,新設,,A61F 2/88,,・・・らせん状（ヘリカル）または渦巻き状（スパイラル）コイルとして形成されたワイヤ状の要素（ネット状またはメッシュ状の構造を形成するものＡ６１Ｆ２／９０）［８］
uploaded,新設,,A61F 2/89,,・・・隣接する複数のリングが，別体の部材によって柔軟に連結されたものからなるワイヤ状の要素［２０１３．０１］
uploaded,新設,,A61F 2/09,,・・・ネット状またはメッシュ状の構造に特徴があるもの［８，２０１３．０１］
uploaded,新設,,A61F 2/91,,・・・・穿孔されたシートまたは管より作られているもの，穿孔は例えば、レーザーカットまたはエッチングにより形成されたもの［２０１３．０１］
uploaded,新設,,A61F 2/915,,・・・・・曲折または蛇行した構造をもつバンドを有するもので，隣接するバンドは互いに連結されているもの［２０１３．０１］
uploaded,新設,,A61F 2/92,,・・管に挿入後拡張する巻き上げシート型ステント［８，２０１３．０１］
uploaded,新設,,A61F 2/93,,・・・ラチェットを用いて円周状に拡張可能なもの［２０１３．０１］
uploaded,新設,,A61F 2/94,,・・予め定められた箇所に設置後はその形状を維持する，すなわち設置後は変形しないステント［８，２０１３．０１］
uploaded,新設,,A61F 2/945,,・・・硬化可能なもの，例．ｉｎ　ｓｉｔｕ（生体内）形成されるステント［２０１３．０１］
uploaded,新設,,A61F 2/95,,・ステントまたはステントグラフトの設置または除去に特に適合した器具［２０１３．０１］
uploaded,新設,,A61F 2/954,,・・分岐部にステントまたはステントグラフトを設置するためのもの［２０１３．０１］
uploaded,新設,,A61F 2/958,,・・ステントまたはステントグラフトを設置するための膨張可能なバルーン［２０１３．０１］
uploaded,新設,,A61F 2/962,,・・外側にスリーブをもつもの［２０１３．０１］
uploaded,新設,,A61F 2/966,,・・・外側のスリーブと人工補綴物を長手方向へ相対移動させるもの，例．押し棒を用いる［２０１３．０１］
uploaded,新設,,A61F 2/97,,・・・外側のスリーブが分割可能であるもの［２０１３．０１］
uploaded,新設,,A61M 29/04,,・・膨潤可能な材料で作られた拡張器［５］
uploaded,新設,,B42D 15/01 200,,・・特別の用途または目的により特徴づけられるもの
uploaded,新設,,B42D 15/01 210,,・・・多用途のためのもの
uploaded,新設,,B42D 15/01 220,,・・・情報担体カードに適した付属品と共に使用するもの
uploaded,新設,,B42D 15/01 230,,・・・身分証明カード
uploaded,新設,,B42D 15/01 240,,・・・パスポート
uploaded,新設,,B42D 15/01 250,,・・・公共交通機関の乗車券（印刷および発券のための装置　Ｇ０７Ｂ）
uploaded,新設,,B42D 15/01 260,,・・・入場カード；入場券
uploaded,新設,,B42D 15/01 270,,・・・くじ券，例．宝くじ券
uploaded,新設,,B42D 15/01 280,,・・・医療に使用するもの
uploaded,新設,,B42D 15/01 290,,・・・有価証券；紙幣
uploaded,新設,,B42D 15/01 300,,・・身分証明機能またはセキュリティ機能，例．偽造防止
uploaded,新設,,B42D 15/01 305,,・・・デジタル情報に関連したもの（少なくともその一部にデジタルマークが記録されるように設計され，かつ機械で使用される記録担体　Ｇ０６Ｋ１９／００）
uploaded,新設,,B42D 15/01 307,,・・・・ＩＣカード
uploaded,新設,,B42D 15/01 309,,・・・写真
uploaded,新設,,B42D 15/01 313,,・・・指紋
uploaded,新設,,B42D 15/01 318,,・・・署名
uploaded,新設,,B42D 15/01 324,,・・・浮き彫り，レリーフ
uploaded,新設,,B42D 15/01 328,,・・・回折格子；ホログラム
uploaded,新設,,B42D 15/01 329,,・・・・回折層または反射層が部分的に形成されているもの
uploaded,新設,,B42D 15/01 330,,・・・・回折層または反射層が部分的に視認可能なもの，例．上部に印刷層を設けたもの
uploaded,新設,,B42D 15/01 331,,・・・・光回折，ホログラフィー以外の手法による付加的な情報を有するもの，例．レーザー破壊による情報記録，割印
uploaded,新設,,B42D 15/01 333,,・・・透かし
uploaded,新設,,B42D 15/01 337,,・・・細紋模様
uploaded,新設,,B42D 15/01 340,,・・・複写機器の特性に基づいて複写を防止する印刷
uploaded,新設,,B42D 15/01 342,,・・・モアレ効果
uploaded,新設,,B42D 15/01 346,,・・・穿孔
uploaded,新設,,B42D 15/01 351,,・・・半透明の部分または部分的に半透明の部分，例．窓
uploaded,新設,,B42D 15/01 355,,・・・偽造防止糸，セキュリティスレッド
uploaded,新設,,B42D 15/01 360,,・・・特殊物質を有するもの
uploaded,新設,,B42D 15/01 364,,・・・・液晶
uploaded,新設,,B42D 15/01 369,,・・・・磁化された物質，磁化できる物質
uploaded,新設,,B42D 15/01 373,,・・・・金属
uploaded,新設,,B42D 15/01 378,,・・・・特別なインク
uploaded,新設,,B42D 15/01 382,,・・・・・赤外線を吸収または反射するもの
uploaded,新設,,B42D 15/01 387,,・・・・・紫外線を吸収または反射するもの
uploaded,新設,,B42D 15/01 391,,・・・・・偏光された光を吸収または反射するもの
uploaded,新設,,B42D 15/01 400,,・・製造
uploaded,新設,,B42D 15/01 402,,・・・転写手法に特徴を有するもの，例．パターン状に転写されたホログラム
uploaded,新設,,B42D 15/01 405,,・・・マーキング
uploaded,新設,,B42D 15/01 410,,・・・・電磁放射を用いるもの（Ｂ４２Ｄ　１５／１０，４３５が優先）
uploaded,新設,,B42D 15/01 415,,・・・・化学的方法を用いるもの（Ｂ４２Ｄ　１５／００，４４５が優先）
uploaded,新設,,B42D 15/01 420,,・・・・・写真法によるもの
uploaded,新設,,B42D 15/01 425,,・・・・変形によるもの，例．エンボス加工
uploaded,新設,,B42D 15/01 430,,・・・・材料の除去によるもの
uploaded,新設,,B42D 15/01 435,,・・・・・電磁放射を用いるもの，例．レーザー
uploaded,新設,,B42D 15/01 440,,・・・・・機械的手段を用いるもの，例．彫刻
uploaded,新設,,B42D 15/01 445,,・・・・・化学的手段を用いるもの，例．エッチング
uploaded,新設,,B42D 15/01 450,,・・・２以上の層が関連するもの
uploaded,新設,,B42D 15/01 455,,・・・・熱を用いるもの
uploaded,新設,,B42D 15/01 460,,・・・・圧力を用いるもの
uploaded,新設,,B42D 15/01 465,,・・・・化学的方法または接着剤を用いるもの
uploaded,新設,,B42D 15/01 470,,・・・・・接着剤を用いるもの
uploaded,新設,,B42D 15/01 475,,・・・カードの切断
uploaded,新設,,B42D 15/01 480,,・・・製造工程の制御
uploaded,新設,,B42D 15/01 485,,・・・・電子処理手段によるもの
uploaded,新設,,B60R 25/01,,・車両システムまたは車両付属品に作用するもの，例．ドア，座席またはフロントガラス［２０１３．０１］
uploaded,新設,,B60R 25/021,,・・・ステアリングコラムまたはステアリングホイールハブの動きを制限するもの，例．イグニション・スイッチによって制御された規制手段［２０１３．０１］
uploaded,新設,,B60R 25/0215,,・・・・電気的手段の使用によるもの，例．電気モータ，ソレノイド［２０１３．０１］
uploaded,新設,,B60R 25/022,,・・・ステアリングホイールに作用するもの，例．ステアリングホイールのリム上にロックされた棒（Ｂ６０Ｒ２５／０２１が優先）［２０１３．０１］
uploaded,新設,,B60R 25/023,,・・・ステアリングロックの物理的な破壊に対抗する手段［２０１３．０１］
uploaded,新設,,B60R 25/042,,・・・燃料の供給に作用するもの［２０１３．０１］
uploaded,新設,,B60R 25/043,,・・・排気を妨げることによるもの［２０１３．０１］
uploaded,新設,,B60R 25/044,,・・・空気の供給を制限または妨げることによるもの［２０１３．０１］
uploaded,新設,,B60R 25/045,,・・・推進ユニットへの電気の供給を制限または切断することによるもの［２０１３．０１］
uploaded,新設,,B60R 25/09,,・・車輪の回転の制限によるもの，例．車輪クランプ［２０１３．０１］
