改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,E21D 19/06,,・カバーの取付装置［６］
uploaded,新設,,E21F 17/103,,・遮断壁，例．換気用［６］
uploaded,新設,,E21F 17/107,,・・膨張可能なもの［６］
uploaded,新設,,H04H 20/00,,放送または放送と協働する配信のための配置［２００８．１］
uploaded,新設,,H04H 20/02,,・放送における中継［２００８．１］
uploaded,新設,,H04H 20/04,,・・フィールドピックアップユニットからの中継［２００８．１］
uploaded,新設,,H04H 20/06,,・・放送局間中継［２００８．１］
uploaded,新設,,H04H 20/08,,・・端末機器間中継［２００８．１］
uploaded,新設,,H04H 20/01,,・配信時に情報を差し替えまたは切り替えるためのもの［２００８．１］
uploaded,新設,,H04H 20/12,,・監視，試験または故障対策［２００８．１］
uploaded,新設,,H04H 20/14,,・・プログラムの監視［２００８．１］
uploaded,新設,,H04H 20/16,,・同一の情報を繰り返し配信するもの［２００８．１］
uploaded,新設,,H04H 20/18,,・複数のシステムにおける配信の同期をとるもの［２００８．１］
uploaded,新設,,H04H 20/02,,・同一の情報を複数のシステムそれぞれで配信するもの［２００８．１］
uploaded,新設,,H04H 20/22,,・・複数の放送システムによる同一の情報の配信［２００８．１］
uploaded,新設,,H04H 20/24,,・・放送システムと非放送システムによる同一の情報の配信［２００８．１］
uploaded,新設,,H04H 20/26,,・配信システムの切り替え［２００８．１］
uploaded,新設,,H04H 20/28,,・複数の情報を一のシステムで同時に放送するもの［２００８．１］
uploaded,新設,,H04H 20/03,,・・単一チャネルによるもの［２００８．１］
uploaded,新設,,H04H 20/31,,・・・帯域内信号，例．可聴下周波，キュー信号，を用いるもの［２００８．１］
uploaded,新設,,H04H 20/33,,・・複数チャネルによるもの［２００８．１］
uploaded,新設,,H04H 20/34,,・・・帯域外副搬送波信号を用いるもの［２００８．１］
uploaded,新設,,H04H 20/36,,・・ＡＭ放送のためのもの［２００８．１］
uploaded,新設,,H04H 20/38,,・下流局，例．受信機，の影響を受ける放送のための配置［２００８．１］
uploaded,新設,,H04H 20/04,,・蓄積型の受信機に特に適合した放送のための配置［２００８．１］
uploaded,新設,,H04H 20/42,,・資源管理のための配置［２００８．１］
uploaded,新設,,H04H 20/44,,・放送に特に適合する回路または要素技術によって特徴づけられるもの［２００８．１］
uploaded,新設,,H04H 20/46,,・・グループＨ０４Ｈ　２０／５３－Ｈ０４Ｈ　２０／８６に分類される放送方式に特に適合する回路または要素技術によって特徴づけられるもの［２００８．１］
uploaded,新設,,H04H 20/47,,・・・ステレオ放送方式に特に適合するもの［２００８．１］
uploaded,新設,,H04H 20/47 200,,・・・・音声多重ステレオ放送方式に特に適合するもの
uploaded,新設,,H04H 20/48,,・・・・ＦＭステレオ放送方式に特に適合するもの［２００８．１］
uploaded,新設,,H04H 20/48 200,,・・・・・他の装置・機能との組み合せ
uploaded,新設,,H04H 20/49,,・・・・ＡＭステレオ放送方式に特に適合するもの［２００８．１］
uploaded,新設,,H04H 20/51,,・・・衛星放送方式に特に適合するもの［２００８．１］
uploaded,新設,,H04H 20/53,,・特定用途放送方式，例．交通情報または移動する受信局のためのもの［２００８．１］
uploaded,新設,,H04H 20/55,,・・交通情報放送［２００８．１］
uploaded,新設,,H04H 20/57,,・・移動する受信局に対するもの［２００８．１］
uploaded,新設,,H04H 20/59,,・・緊急または非常放送［２００８．１］
uploaded,新設,,H04H 20/61,,・・局所的放送，例．店内放送［２００８．１］
uploaded,新設,,H04H 20/62,,・・・交通機関用，例．車両内［２００８．１］
uploaded,新設,,H04H 20/63,,・・・限定された敷地内の複数地点への放送，例．ＭＡＴＶ［２００８．１］
uploaded,新設,,H04H 20/65,,・放送用の伝送システムによって特徴づけられるもの［２００８．１］
uploaded,新設,,H04H 20/67,,・・同一周波方式，すなわち実質的に同一の周波数で動作する別々の送信機を用いるもの［２００８．１］
uploaded,新設,,H04H 20/69,,・・光方式［２００８．１］
uploaded,新設,,H04H 20/71,,・・無線方式［２００８．１］
uploaded,新設,,H04H 20/72,,・・・地上網［２００８．１］
uploaded,新設,,H04H 20/74,,・・・衛星網［２００８．１］
uploaded,新設,,H04H 20/76,,・・有線方式［２００８．１］
uploaded,新設,,H04H 20/77,,・・・搬送波を使用するもの［２００８．１］
uploaded,新設,,H04H 20/78,,・・・・ＣＡＴＶ方式［２００８．１］
uploaded,新設,,H04H 20/79,,・・・・・ＣＡＴＶのダウンリンクを使用するもの，例．ＣＡＴＶ網を介したオーディオ放送［２００８．１］
uploaded,新設,,H04H 20/08,,・・・・２以上の周波数帯，例．中波および短波帯，における周波数を有するもの［２００８．１］
uploaded,新設,,H04H 20/81,,・・・・電話網に結合し，その電話網上で放送が絶えず可能となるもの［２００８．１］
uploaded,新設,,H04H 20/82,,・・・搬送波に乗せられていない信号を用いるもの［２００８．１］
uploaded,新設,,H04H 20/83,,・・・・回線網を他のサービスと共用しないもの［２００８．１］
uploaded,新設,,H04H 20/84,,・・・配電網と結合したもの［２００８．１］
uploaded,新設,,H04H 20/86,,・放送情報の特別な技術的特徴，例．信号形式または情報フォーマット，によって特徴づけられるもの［２００８．１］
uploaded,新設,,H04H 20/88,,・・ステレオ放送方式［２００８．１］
uploaded,新設,,H04H 20/89,,・・・３以上のオーディオチャンネルを用いるもの，例．三元または四元ステレオ［２００８．１］
uploaded,新設,,H04H 20/89 200,,・・・・４－３－４方式
uploaded,新設,,H04H 20/89 400,,・・・・４－２－４方式
uploaded,新設,,H04H 20/91,,・・コンピュータプログラムを放送するもの［２００８．１］
uploaded,新設,,H04H 20/93,,・・放送情報が他の情報の在処を示すもの，例．ＵＲＬ［２００８．１］
uploaded,新設,,H04H 20/95,,・・特定のフォーマット，例．ＭＰ３，によって特徴づけられるもの［２００８．１］
uploaded,新設,,H04H 40/00,,放送情報の受信に特に適合する配置［２００８．１］
uploaded,新設,,H04H 40/09,,・タイムテーブルに合わせて必要な情報を自動的に受信するもの［２００８．１］
uploaded,新設,,H04H 40/18,,・受信に特に適合する回路または要素技術によって特徴づけられるもの［２００８．１］
uploaded,新設,,H04H 40/27,,・・グループＨ０４Ｈ　２０／５３－Ｈ０４Ｈ　２０／８６に分類される放送方式に特に適合する回路または要素技術によって特徴づけられるもの［２００８．１］
uploaded,新設,,H04H 40/36,,・・・ステレオ放送受信に特に適合するもの［２００８．１］
uploaded,新設,,H04H 40/36 200,,・・・・音声多重ステレオ放送の受信に特に適合するもの
uploaded,新設,,H04H 40/36 400,,・・・・ＡＭステレオ放送の受信に特に適合するもの
uploaded,新設,,H04H 40/45,,・・・・ＦＭステレオ放送の受信に特に適合するもの［２００８．１］
uploaded,新設,,H04H 40/45 200,,・・・・・ステレオ復調回路，例．ＦＭステレオコンポジツト信号から左信号，右信号を再生するための回路
uploaded,新設,,H04H 40/45 220,,・・・・・・和差方式，例．エンベロ－プ検波方式，マトリクス方式
uploaded,新設,,H04H 40/45 240,,・・・・・・スイツチング方式
uploaded,新設,,H04H 40/45 260,,・・・・・・サンプリングホ－ルド方式
uploaded,新設,,H04H 40/45 400,,・・・・・表示，例．ＦＭステレオ表示，セパレ－シヨン表示，同調表示
uploaded,新設,,H04H 40/45 600,,・・・・・他の機能・装置との組み合せ，例．ＡＭ放送受信兼用
uploaded,新設,,H04H 40/54,,・・・・・副搬送波の発生［２００８．１］
uploaded,新設,,H04H 40/63,,・・・・・分離度の改善または調整［２００８．１］
uploaded,新設,,H04H 40/72,,・・・・・雑音の抑圧［２００８．１］
uploaded,新設,,H04H 40/72 200,,・・・・・・分離度の制御によるもの，例．弱電界時に分離度を下げるもの，高域を混合するもの，モノラルに切換えるもの
uploaded,新設,,H04H 40/72 400,,・・・・・・パイロツト信号等の除去，例．パイロツトキヤンセル，パイロツトキラ－
uploaded,新設,,H04H 40/72 600,,・・・・・・パルス性雑音の除去
uploaded,新設,,H04H 40/81,,・・・・・ステレオ・モノラル切替［２００８．１］
uploaded,新設,,H04H 40/09,,・・・衛星放送受信に特に適合するもの［２００８．１］
uploaded,新設,,H04H 60/00,,放送の応用のための配置であってその応用が放送情報または放送時空に直接結合するもの；放送関連システム［２００８．１］
uploaded,新設,,H04H 60/02,,・放送情報の作成のための配置；放送情報または放送時空に直接結合する放送関連情報の作成のための配置；放送情報と放送関連情報の同時作成のための配置［２００８．１］
uploaded,新設,,H04H 60/04,,・・スタジオ設備；複数のスタジオ間の相互連結［２００８．１］
uploaded,新設,,H04H 60/05,,・・・移動スタジオ［２００８．１］
uploaded,新設,,H04H 60/06,,・・放送サービスまたは放送関連サービスのスケジューリングのための配置［２００８．１］
uploaded,新設,,H04H 60/07,,・・作成の過程または方法によって特徴付けられるもの［２００８．１］
uploaded,新設,,H04H 60/09,,・機器の制御のための配置であってその制御が放送情報または放送時空に直接結合するもの；放送関連サービスを制御するための配置［２００８．１］
uploaded,新設,,H04H 60/11,,・・放送情報の一部分が利用できないときの対策のための配置［２００８．１］
uploaded,新設,,H04H 60/12,,・・・その放送情報の一部分を他の情報で代替するもの［２００８．１］
uploaded,新設,,H04H 60/13,,・・機器の制御が放送情報によって影響を受けるもの［２００８．１］
uploaded,新設,,H04H 60/14,,・・放送情報または放送関連サービスの制限利用のための配置［２００８．１］
uploaded,新設,,H04H 60/15,,・・・受信を制限するもの［２００８．１］
uploaded,新設,,H04H 60/16,,・・・再生を制限するもの［２００８．１］
uploaded,新設,,H04H 60/17,,・・・記録を制限するもの［２００８．１］
uploaded,新設,,H04H 60/18,,・・・複製を制限するもの［２００８．１］
uploaded,新設,,H04H 60/19,,・・・送信を制限するもの［２００８．１］
uploaded,新設,,H04H 60/02,,・・・二次加工を制限するもの［２００８．１］
uploaded,新設,,H04H 60/21,,・・・放送情報または放送関連情報の使用に対して課金するもの［２００８．１］
uploaded,新設,,H04H 60/22,,・・・・使用ごとに課金するもの［２００８．１］
uploaded,新設,,H04H 60/23,,・・・暗号技術，例．暗号化，認証，鍵配送，を用いるもの［２００８．１］
uploaded,新設,,H04H 60/25,,・放送情報または放送関連情報をアップデートするための配置［２００８．１］
uploaded,新設,,H04H 60/27,,・放送情報または放送関連情報の記録または蓄積のための配置［２００８．１］
uploaded,新設,,H04H 60/29,,・放送サービスまたは放送関連サービスの監視のための配置［２００８．１］
uploaded,新設,,H04H 60/31,,・・放送サービスの利用状態の監視のためのもの［２００８．１］
uploaded,新設,,H04H 60/32,,・・受信局の状態，例．受信局の不調又は故障，の監視のためのもの［２００８．１］
uploaded,新設,,H04H 60/33,,・・利用者の挙動または意識を観測するためのもの［２００８．１］
uploaded,新設,,H04H 60/35,,・放送情報または放送時空に直接結合する物事を識別または認識するための配置，例．放送局又は利用者の識別のためのもの［２００８．１］
uploaded,新設,,H04H 60/37,,・・放送情報の部分を識別するためのもの，例．シーンまたはプログラムＩＤの抽出［２００８．１］
uploaded,新設,,H04H 60/38,,・・放送時間または放送空間の識別のためのもの［２００８．１］
uploaded,新設,,H04H 60/39,,・・・放送時空の識別のためのもの（ＥＰＧの利用Ｈ０４Ｈ　６０／７２）［２００８．１］
uploaded,新設,,H04H 60/04,,・・・放送時間の識別のためのもの［２００８．１］
uploaded,新設,,H04H 60/41,,・・・放送空間，すなわち，放送チャネル，放送局または放送地域，の識別のためのもの［２００８．１］
uploaded,新設,,H04H 60/42,,・・・・放送地域の識別のためのもの［２００８．１］
uploaded,新設,,H04H 60/43,,・・・・放送チャネルの識別のためのもの［２００８．１］
uploaded,新設,,H04H 60/44,,・・・・放送局の識別のためのもの［２００８．１］
uploaded,新設,,H04H 60/45,,・・利用者を識別するためのもの［２００８．１］
uploaded,新設,,H04H 60/46,,・・利用者の嗜好を認識するためのもの［２００８．１］
uploaded,新設,,H04H 60/47,,・・ジャンルを認識するためのもの［２００８．１］
uploaded,新設,,H04H 60/48,,・・放送情報に表現された事物を認識するためのもの［２００８．１］
uploaded,新設,,H04H 60/49,,・・位置を認識するためのもの［２００８．１］
uploaded,新設,,H04H 60/05,,・・・放送局または中継局の位置［２００８．１］
uploaded,新設,,H04H 60/51,,・・・受信局の位置［２００８．１］
uploaded,新設,,H04H 60/52,,・・・利用者の位置［２００８．１］
uploaded,新設,,H04H 60/53,,・・・目的地の位置［２００８．１］
uploaded,新設,,H04H 60/54,,・・・放送情報が作成された位置［２００８．１］
uploaded,新設,,H04H 60/56,,・グループＨ０４Ｈ　６０／２９またはＨ０４Ｈ　６０／３５に分類される監視，識別または認識に特に適合する要素技術によって特徴づけられるもの［２００８．１］
uploaded,新設,,H04H 60/58,,・・音声の監視，識別または認識に特に適合する要素技術によるもの［２００８．１］
uploaded,新設,,H04H 60/59,,・・画像の監視，識別または認識に特に適合する要素技術によるもの［２００８．１］
uploaded,新設,,H04H 60/61,,・グループＨ０４Ｈ　６０／２９または６０／３５に分類される監視，識別または認識の結果を利用するサービスのための配置［２００８．１］
uploaded,新設,,H04H 60/63,,・・販売サービスのためのもの［２００８．１］
uploaded,新設,,H04H 60/64,,・・詳細情報を提供するためのもの［２００８．１］
uploaded,新設,,H04H 60/65,,・・利用者側で利用するためのもの［２００８．１］
uploaded,新設,,H04H 60/66,,・・配信者側で利用するためのもの［２００８．１］
uploaded,新設,,H04H 60/68,,・特定の情報，例．地理情報または気象情報，の利用に特に適合するシステム［２００８．１］
uploaded,新設,,H04H 60/07,,・・地理情報，例．地図，海図または地図帳，を利用するもの［２００８．１］
uploaded,新設,,H04H 60/71,,・・気象情報を利用するもの［２００８．１］
uploaded,新設,,H04H 60/72,,・・ＥＰＧを利用するもの（放送時間または放送空間の識別を主眼とするものＨ０４Ｈ　６０／３９）［２００８．１］
uploaded,新設,,H04H 60/73,,・・メタ情報を利用するもの［２００８．１］
uploaded,新設,,H04H 60/74,,・・・番組関連情報，例．タイトル，作曲者または翻訳者，を利用するもの［２００８．１］
uploaded,新設,,H04H 60/76,,・放送用でない伝送システム，例．インターネット，によって特徴づけられるもの［２００８．１］
uploaded,新設,,H04H 60/78,,・・始点または終点によって特徴づけられるもの［２００８．１］
