改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,B21D 26/02 270,,・・板状体を加工するもの
uploaded,新設,,B21D 26/02 272,,・・・他の加工を含むもの，例．穿孔
uploaded,新設,,B21D 26/02 273,,・・・型締め、型開きの制御に特徴を有するもの
uploaded,新設,,B21D 26/02 274,,・・・加圧流体の制御に関するもの，例．圧力，温度
uploaded,新設,,B21D 26/02 275,,・・・型のシーリング、密閉構造に関するもの
uploaded,新設,,B21D 26/02 276,,・・・型構造に特徴のあるもの
uploaded,新設,,B21D 26/02 280,,・・管状体を加工するもの
uploaded,新設,,B21D 26/02 281,,・・・他の加工を含むもの，例．穿孔
uploaded,新設,,B21D 26/02 282,,・・・分岐管の成形
uploaded,新設,,B21D 26/02 283,,・・・型締め、型開きの制御に特徴を有するもの
uploaded,新設,,B21D 26/02 284,,・・・加圧流体の制御に関するもの，例．圧力，温度
uploaded,新設,,B21D 26/02 285,,・・・軸押し制御に関するもの
uploaded,新設,,B21D 26/02 286,,・・・型のシーリング、密閉構造に関するもの
uploaded,新設,,B21D 26/02 287,,・・・型構造に特徴のあるもの
uploaded,新設,,B21D 26/02 288,,・・・有底体を加工するもの
uploaded,新設,,B21D 26/02 289,,・・・二重管を加工するもの
uploaded,新設,,B21D 26/02 290,,・・素材に特徴のあるもの
uploaded,新設,,B21D 26/02 291,,・・・超塑性特性を有するもの
uploaded,新設,,B21D 26/02 292,,・・・テーラードブランク
uploaded,新設,,B21D 26/02 293,,・・・積層体、被覆も含む
uploaded,新設,,B60R 21/01 100,,・・２１／０１３－２１／０１７のいずれにも包含されないもの
uploaded,新設,,B60R 21/013,,・・衝突，差し迫った衝突，又は横転を検知するための手段を含むもの［８］
uploaded,新設,,B60R 21/0132,,・・・車両挙動を表すパラメータに応答するもの［８］
uploaded,新設,,B60R 21/0134,,・・・障害物との差し迫った接触に応答するもの［８］
uploaded,新設,,B60R 21/0136,,・・・障害物との実際の接触に応答するもの［８］
uploaded,新設,,B60R 21/015,,・・乗客，乗客用シート，又は子供用シートの存在又は位置を検知する手段を含むもの，例．始動を不能にするための手段［８］
uploaded,新設,,B60R 21/017,,・・安全装置に電力を供給する装置を含むもの［８］
uploaded,新設,,B60R 21/02 100,,・・・・２１／２０，２００－２１／２１７のいずれにも包含されないもの
uploaded,新設,,B60R 21/02 200,,・・・・膨張可能な部材を梱包するためのストラップ又は包装
uploaded,新設,,B60R 21/02 300,,・・・・ルーフパネルにおけるもの
uploaded,新設,,B60R 21/203,,・・・・ステアリングホイール又はステアリングコラムにおけるもの［８］
uploaded,新設,,B60R 21/205,,・・・・ダッシュボードにおけるもの［８］
uploaded,新設,,B60R 21/205 100,,・・・・・ダッシュボードの下方におけるもの，例．膝保護用
uploaded,新設,,B60R 21/207,,・・・・車両用シートにおけるもの［８］
uploaded,新設,,B60R 21/21,,・・・・車両の側面パネルにおけるもの，例．ドア（ピラーにおけるものについては２１／２１３）［８］
uploaded,新設,,B60R 21/213,,・・・・車両のルーフフレーム又はピラーにおけるもの［８］
uploaded,新設,,B60R 21/215,,・・・・膨張可能な部材のカバーに特徴のあるもの［８］
