改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,A23L 13/72,,・・添加剤を用いるもの，例．液剤の注入［２０２３．０１］
uploaded,新設,,A23L 13/74,,・・・微生物または酵素を用いるもの［２０２３．０１］
uploaded,新設,,A23L 13/75,,・・・軟化，風味付けする，またはマリネするための浸漬液を用いるもの，例．香辛料，酸，調味料または香味料を含有するマリネの漬け汁［２０２３．０１］
uploaded,新設,,A23L 13/76,,・・気体雰囲気下での処理によるもの，例．熟成；電気的手段，照射または波動処理によるもの［２０２３．０１］
uploaded,新設,,A23L 13/77,,・・機械的処理によるもの，例．こねる，すり込む，またはタンブリング［２０２３．０１］
uploaded,新設,,A61J 1/14 500,,・・容器の洗浄または滅菌
uploaded,新設,,A61J 1/14 510,,・・ラベル，医薬品の見本セット（容器の内容物の状態を示すものは１／１８）
uploaded,新設,,A61J 1/14 520,,・・医療容器，医薬包装体の収納容器（救急箱はＡ６１Ｆ１７／００，医師用かばんはＡ６１Ｂ５０／３１）
uploaded,新設,,A61J 1/14 522,,・・・薬袋，配薬箱
uploaded,新設,,A61J 1/14 524,,・・・輸液バッグ，血液バッグの収納容器
uploaded,新設,,B05B 11/01,,・流れを作り出す手段に特徴のあるもの［２０２３．０１］
uploaded,新設,,B05B 11/01,,・・吸い込むことによって内容物を容器からポンプ室へ移送し、ディスペンスノズルを介して内容物を強制的に排出するためのポンプ配置［２００６．０１］
uploaded,新設,,B05B 11/01 101,,・・・非トリガータイプ液体ポンプによるもの
uploaded,新設,,B05B 11/01 101 A,,キャップに特徴のあるもの
uploaded,新設,,B05B 11/01 101 B,,ノズルに特徴のあるもの
uploaded,新設,,B05B 11/01 101 C,,流体吸上げパイプに特徴のあるもの
uploaded,新設,,B05B 11/01 101 D,,容器の形状に特徴のあるもの
uploaded,新設,,B05B 11/01 101 E,,付属具を取り付けたもの
uploaded,新設,,B05B 11/01 101 F,,二液混合するもの
uploaded,新設,,B05B 11/01 101 G,,シリンダーとピストンを有するポンプを有するもの
uploaded,新設,,B05B 11/01 101 H,,・シリンダーに特徴のあるもの
uploaded,新設,,B05B 11/01 101 J,,・ピストンに特徴のあるもの
uploaded,新設,,B05B 11/01 101 K,,・弁に特徴のあるもの
uploaded,新設,,B05B 11/01 101 L,,・シリンダー内部を一定の圧力まで蓄圧するもの
uploaded,新設,,B05B 11/01 101 M,,弾性変形によるポンプを有するもの
uploaded,新設,,B05B 11/01 101 N,,・蛇腹状のもの
uploaded,新設,,B05B 11/01 101 P,,噴霧ヘッドの移動を段階的に規制するポンプ
uploaded,新設,,B05B 11/01 101 Q,,正倒立両用のポンプを有するもの
uploaded,新設,,B05B 11/01 101 Z,,その他のもの
uploaded,新設,,B05B 11/01 102,,・・・トリガータイプ液体ポンプによるもの
uploaded,新設,,B05B 11/01 102 A,,キャップに特徴のあるもの
uploaded,新設,,B05B 11/01 102 B,,ノズルに特徴のあるもの
uploaded,新設,,B05B 11/01 102 C,,流体吸上げパイプに特徴のあるもの
uploaded,新設,,B05B 11/01 102 D,,容器の形状に特徴のあるもの
uploaded,新設,,B05B 11/01 102 E,,付属具を取り付けたもの
uploaded,新設,,B05B 11/01 102 F,,二液混合するもの
uploaded,新設,,B05B 11/01 102 G,,シリンダーとピストンを有するポンプを有するもの
uploaded,新設,,B05B 11/01 102 H,,・ピストンに噴霧孔を設けたもの
uploaded,新設,,B05B 11/01 102 J,,・ピストン以外に噴霧孔を設けたもの
uploaded,新設,,B05B 11/01 102 K,,弾性変形によるポンプを有するもの
uploaded,新設,,B05B 11/01 102 L,,・蛇腹状のもの
uploaded,新設,,B05B 11/01 102 M,,ポンプにおける流出入弁の位置に特徴のあるもの
uploaded,新設,,B05B 11/01 102 N,,・ポンプの一端に流出入弁が設けられたもの
uploaded,新設,,B05B 11/01 102 P,,・ポンプの両端に流出入弁が設けられたもの
uploaded,新設,,B05B 11/01 102 Z,,その他のもの
uploaded,新設,,B05B 11/01 103,,・・・蓄圧式空気ポンプによるもの
uploaded,新設,,B05B 11/01 103 A,,キャップに特徴のあるもの
uploaded,新設,,B05B 11/01 103 B,,ノズルに特徴のあるもの
uploaded,新設,,B05B 11/01 103 C,,流体吸上げパイプに特徴のあるもの
uploaded,新設,,B05B 11/01 103 D,,容器の形状に特徴のあるもの
uploaded,新設,,B05B 11/01 103 E,,付属具を取り付けたもの
uploaded,新設,,B05B 11/01 103 F,,二液混合するもの
uploaded,新設,,B05B 11/01 103 G,,蓄圧させる手段に特徴のあるもの
uploaded,新設,,B05B 11/01 103 H,,・直接にピストンを作動するもの
uploaded,新設,,B05B 11/01 103 J,,・間接にピストンを作動するもの
uploaded,新設,,B05B 11/01 103 K,,ポンプの設置方向に特徴のあるもの
