改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,A41D 1/082,,・・・スキー用［２０１８．０１］
uploaded,新設,,A41D 1/084,,・・・サイクリング用［２０１８．０１］
uploaded,新設,,A41D 1/085,,・・・ゴルフ用［２０１８．０１］
uploaded,新設,,A41D 1/086,,・・・乗馬用［２０１８．０１］
uploaded,新設,,A41D 1/089,,・・・ショートパンツ［２０１８．０１］
uploaded,新設,,A41D 1/21,,・妊産婦服；乳幼児の世話をする人に特に適合した衣服［２０１８．０１］
uploaded,新設,,A41D 1/21 100,,・・妊婦服
uploaded,新設,,A41D 1/215,,・・授乳用衣服，例．母乳を与えるためのもの［２０１８．０１］
uploaded,新設,,A47K 3/26,,・上方へのスプレー手段を持たないビデ（上方へのスプレー手段を持つビデＡ６１Ｈ３５／００，Ｅ０３Ｄ９／０８）［７］
uploaded,新設,,A47K 3/28,,・シャワー（浴槽との組み合わせＡ４７Ｋ３／２０；ノズル，スプレー・ヘッドＢ０５Ｂ１／００）［７］
uploaded,新設,,A47K 3/03,,・・スクリーンまたはキャビネット［７］
uploaded,新設,,A47K 3/32,,・・・組立式のキャビネット［７］
uploaded,新設,,A47K 3/34,,・・・スライドできるスクリーン（Ａ４７Ｋ３／３６が優先）［７］
uploaded,新設,,A47K 3/36,,・・・折り畳み式のスクリーン［７］
uploaded,新設,,A47K 3/38,,・・カーテン装置（カーテン，カーテン用つり下げ具Ａ４７Ｈ）［７］
uploaded,新設,,A47K 3/04,,・・皿またはトレー［７］
uploaded,新設,,A61B 5/01,,・人体部分の温度測定（体温計Ｇ０１Ｋ５／２２；特殊目的の温度計Ｇ０１Ｋ１３／００）［７］
uploaded,新設,,A61B 5/01 100,,・・生態表面の測定（Ａ６１Ｂ５／０１　３５０が優先）
uploaded,新設,,A61B 5/01 150,,・・・温度測定回路（臨床用体温計Ｇ０１Ｋ５／２２，婦人用基礎体温計Ａ６１Ｂ１０／００　３０５Ｂ）
uploaded,新設,,A61B 5/01 200,,・・・液晶を用いるもの
uploaded,新設,,A61B 5/01 250,,・・生体内の測定（Ａ６１Ｂ５／０１　３５０が優先）
uploaded,新設,,A61B 5/01 300,,・・・心筋の測定
uploaded,新設,,A61B 5/01 350,,・・赤外線の測定によるもの
uploaded,新設,,A61B 5/0205,,・・心臓血管の状態と人体状態の種々の型の両方を同時に評価するもの，例．心臓と呼吸状態［５］
uploaded,新設,,A61B 5/021,,・・心臓または血管内の圧力を測定するもの（Ａ６１Ｂ５／０２０５が優先）
uploaded,新設,,A61B 5/0215,,・・・人体に挿入された手段によるもの［５］
uploaded,新設,,A61B 5/0215 A,,血圧計システム
uploaded,新設,,A61B 5/0215 B,,・血圧計用カテーテル（カテーテルＡ６１Ｍ２５／００）
uploaded,新設,,A61B 5/0215 C,,・・圧→電変換センサを有するもの
uploaded,新設,,A61B 5/0215 D,,・・圧→光変換センサを有するもの
uploaded,新設,,A61B 5/0215 E,,・カテーテルと測定装置の間を接続するもの
uploaded,新設,,A61B 5/0215 F,,・測定装置（表示，記録Ａ６１Ｂ５／０２２　５００）
uploaded,新設,,A61B 5/0215 Z,,その他のもの
uploaded,新設,,A61B 5/022,,・・・血管をふさぐための圧力を適用するもの，例．皮膚に対するもの；眼底血圧計［５］
uploaded,新設,,A61B 5/022 100,,・・・・血圧の検出
uploaded,新設,,A61B 5/022 100 A,,カフ圧検出，例．流体圧→トランスジューサ
uploaded,新設,,A61B 5/022 100 B,,動脈検出，例．動脈→トランスジューサ
uploaded,新設,,A61B 5/022 100 C,,・カフ帯に用いる点に特徴を有するもの
uploaded,新設,,A61B 5/022 100 D,,検出回路
uploaded,新設,,A61B 5/022 100 Z,,その他のもの
uploaded,新設,,A61B 5/022 200,,・・・・コロトコフ音の検出
uploaded,新設,,A61B 5/022 200 A,,検出部（聴診器はＡ６１Ｂ７／００，マイクロホンはＨ０４Ｒ）
uploaded,新設,,A61B 5/022 200 B,,・カフ帯に用いる点に特徴を有するもの
uploaded,新設,,A61B 5/022 200 C,,検出回路，コロトコフ音の表示
uploaded,新設,,A61B 5/022 200 D,,コロトコフ音の識別
uploaded,新設,,A61B 5/022 200 E,,・フィルタを用いるもの
uploaded,新設,,A61B 5/022 200 F,,・参照信号を用いるもの
uploaded,新設,,A61B 5/022 200 G,,・・脈波を参照信号とするもの
uploaded,新設,,A61B 5/022 200 H,,・２個のマイクロホンを用いるもの
uploaded,新設,,A61B 5/022 200 J,,・その他の回路を用いるもの
uploaded,新設,,A61B 5/022 200 Z,,その他のもの
uploaded,新設,,A61B 5/022 300,,・・・・カフ装置
uploaded,新設,,A61B 5/022 300 A,,阻血用カフ帯（Ａ６１Ｂ５／０２２　３００Ｂが優先）
uploaded,新設,,A61B 5/022 300 B,,集音用カフ帯
uploaded,新設,,A61B 5/022 300 C,,カフ帯の製造
uploaded,新設,,A61B 5/022 300 D,,コロトコフ音検出部の取付け
uploaded,新設,,A61B 5/022 300 E,,コロトコフ音検出部の位置の表示
uploaded,新設,,A61B 5/022 300 F,,血圧計本体を取付けたカフ装置
uploaded,新設,,A61B 5/022 300 G,,カフ帯の巻付け装置
uploaded,新設,,A61B 5/022 300 H,,・面ファスナを用いたもの
uploaded,新設,,A61B 5/022 300 J,,・・折返しリングを有するもの
uploaded,新設,,A61B 5/022 300 K,,・自動式
uploaded,新設,,A61B 5/022 300 L,,肘受け装置
uploaded,新設,,A61B 5/022 300 Z,,その他のもの
uploaded,新設,,A61B 5/022 400,,・・・・血圧の測定
uploaded,新設,,A61B 5/022 400 A,,最高，最低，平均血圧値の決定手段
uploaded,新設,,A61B 5/022 400 B,,・コロトコフ音を用いるもの
uploaded,新設,,A61B 5/022 400 C,,・・最高血圧値の決定
uploaded,新設,,A61B 5/022 400 D,,・・最低血圧値の決定
uploaded,新設,,A61B 5/022 400 E,,・脈波を用いるもの
uploaded,新設,,A61B 5/022 400 F,,・・容積脈波によるもの
uploaded,新設,,A61B 5/022 400 H,,・・位相差によるもの
uploaded,新設,,A61B 5/022 400 L,,血圧値の監視
uploaded,新設,,A61B 5/022 400 M,,血圧値の補正
uploaded,新設,,A61B 5/022 400 N,,装置の検査，異常時の対策
uploaded,新設,,A61B 5/022 400 Z,,その他のもの
uploaded,新設,,A61B 5/022 500,,・・・・表示，記録
uploaded,新設,,A61B 5/022 500 A,,血圧値の表示，記録
uploaded,新設,,A61B 5/022 500 B,,・最高，最低血圧値の表示，記録
uploaded,新設,,A61B 5/022 500 C,,・・同時にコロトコフ音または脈波信号を表示するもの
uploaded,新設,,A61B 5/022 500 D,,・・切換表示
uploaded,新設,,A61B 5/022 500 G,,アネロイド型（アネロイド気圧計Ｇ０１Ｌ７／１２）
uploaded,新設,,A61B 5/022 500 H,,・表示，記録
uploaded,新設,,A61B 5/022 500 L,,測定状態の表示（Ａ６１Ｂ５／０２２　５００Ｍが優先）
uploaded,新設,,A61B 5/022 500 M,,測定異常の表示
uploaded,新設,,A61B 5/022 500 N,,装置異常の表示
uploaded,新設,,A61B 5/022 500 Z,,その他のもの
uploaded,新設,,A61B 5/022 A,,血圧計システム
uploaded,新設,,A61B 5/022 B,,・測定部位に特徴を有するもの
uploaded,新設,,A61B 5/022 C,,・・指用血圧計
uploaded,新設,,A61B 5/022 E,,・血圧計本体（カフと一体のものＡ６１Ｂ５／０２２　３００Ｆ）
uploaded,新設,,A61B 5/022 F,,・・電源，電源スイッチに関するもの
uploaded,新設,,A61B 5/022 G,,・・収納装置
uploaded,新設,,A61B 5/022 H,,・・表示，記録装置（Ａ６１Ｂ５／０２２　５００が優先）
uploaded,新設,,A61B 5/022 J,,・血圧計本体とカフ装置等との間を接続するもの
uploaded,新設,,A61B 5/022 K,,・・流体を接続するもの
uploaded,新設,,A61B 5/022 Z,,その他のもの
uploaded,新設,,A61B 5/0225,,・・・・圧力が電気信号によって制御されるもの，例．コロトコフ音から導き出された電気信号［５］
uploaded,新設,,A61B 5/0225 A,,加減圧装置
uploaded,新設,,A61B 5/0225 B,,・加圧装置
uploaded,新設,,A61B 5/0225 C,,・減圧装置（特に適合した弁Ａ６１Ｂ５／０２３５，弁一般Ｆ１６Ｋ）
uploaded,新設,,A61B 5/0225 E,,・・定速排気弁（特に適合した弁Ａ６１Ｂ５／０２３５）
uploaded,新設,,A61B 5/0225 F,,加減圧制御
uploaded,新設,,A61B 5/0225 G,,・加圧制御
uploaded,新設,,A61B 5/0225 H,,・減圧制御
uploaded,新設,,A61B 5/0225 Z,,その他のもの
uploaded,新設,,A61B 5/023,,・・・・液体柱からなる圧力変換器［５］
uploaded,新設,,A61B 5/023 E,,水銀柱型（水銀柱計Ｇ０１Ｌ１３／０４）
uploaded,新設,,A61B 5/023 F,,・表示，記録
uploaded,新設,,A61B 5/023 Z,,その他のもの
uploaded,新設,,A61B 5/0235,,・・・・そのために特に適合した弁［５］
uploaded,新設,,A61B 5/024,,・・脈拍または心拍を測定するもの（Ａ６１Ｂ５／０２０５，Ａ６１Ｂ５／０２１が優先）［５］
uploaded,新設,,A61B 5/0245,,・・・電気信号を発生する検知手段を用いるもの［５］
uploaded,新設,,A61B 5/0245 100,,・・・・入出力回路（脈波検出トランスジューサー，入力回路はＡ６１Ｂ５／０２　３１０）
uploaded,新設,,A61B 5/0245 100 A,,入力回路
uploaded,新設,,A61B 5/0245 100 B,,・光電式（Ａ６１Ｂ５／０２　３１０Ｈが優先）
uploaded,新設,,A61B 5/0245 100 C,,・圧電式（Ａ６１Ｂ５／０２　３１０Ｊが優先）
uploaded,新設,,A61B 5/0245 100 D,,・心電位式
uploaded,新設,,A61B 5/0245 100 E,,・心音式
uploaded,新設,,A61B 5/0245 100 T,,脈搏数異常の警報
uploaded,新設,,A61B 5/0245 100 Z,,その他のもの
uploaded,新設,,A61B 5/0245 200,,・・・・脈拍数の計数
uploaded,新設,,A61B 5/0245 A,,脈拍計装置（Ａ６１Ｂ５／０２　３１０Ａ，Ａ６１Ｂ５／０２　３１０Ｊが優先）
uploaded,新設,,A61B 5/0245 B,,・脈拍計装置（Ａ６１Ｂ５／０２　３１０Ａ，Ａ６１Ｂ５／０２　３１０Ｊが優先）
uploaded,新設,,A61B 5/0245 C,,・自動車に取付けられたもの
uploaded,新設,,A61B 5/0245 D,,・自転車に取付けられたもの（Ａ６１Ｂ５／０２４５Ｐが優先）
uploaded,新設,,A61B 5/0245 E,,・電源スイッチに関するもの
uploaded,新設,,A61B 5/0245 F,,・信頼性に関するもの
uploaded,新設,,A61B 5/0245 P,,トレーニング用脈拍計
uploaded,新設,,A61B 5/0245 Q,,胎児用脈拍計
uploaded,新設,,A61B 5/0245 Z,,その他のもの
uploaded,新設,,A61B 5/025,,・・・・閉塞器の内部にあるもの，例．コロトコフ音に感応するもの［５］
uploaded,新設,,A61B 5/0255,,・・・そのために特に適合した記録機器［５］
uploaded,新設,,A61B 5/0255 Q,,音声表示
uploaded,新設,,A61B 5/0255 R,,グラフ表示
uploaded,新設,,A61B 5/0255 S,,記憶装置
uploaded,新設,,A61B 5/0255 Z,,その他のもの
uploaded,新設,,A61B 5/026,,・・血流を測定するもの［５］
uploaded,新設,,A61B 5/026 110,,・・・圧力計を用いるもの
uploaded,新設,,A61B 5/026 120,,・・・光センサを用いるもの（Ａ６１Ｂ５／０２７５Ｊが優先）
uploaded,新設,,A61B 5/026 130,,・・・ＮＭＲ法によるもの（イメージングはＡ６１Ｂ５／０５５）
uploaded,新設,,A61B 5/026 140,,・・・その他のもの
uploaded,新設,,A61B 5/0265,,・・・電磁手段を用いるもの，例．電磁流量計［５］
uploaded,新設,,A61B 5/027,,・・・・カテーテルを用いるもの［５］
uploaded,新設,,A61B 5/0275,,・・・追跡子を用いるもの，例．染料希釈［５］
uploaded,新設,,A61B 5/0275 F,,イオンセンサを用いるもの
uploaded,新設,,A61B 5/0275 J,,指示薬を用いるもの，例．色素，ＲＩまたは気泡を含む
uploaded,新設,,A61B 5/0275 Z,,その他のもの
uploaded,新設,,A61B 5/028,,・・・・熱希釈によるもの［５］
uploaded,新設,,A61B 5/0285,,・・・血液波動の位相速度を測定するもの［５］
uploaded,新設,,A61B 5/0285 H,,ドップラー法によるもの（超音波を用いるものＡ６１Ｂ８／０６）
uploaded,新設,,A61B 5/0285 Z,,その他のもの
uploaded,新設,,A61B 5/029,,・・・心臓からの血液拍出量，例．毎分の容積，を測定するもの
uploaded,新設,,A61B 5/0295,,・・・プレチスモグラフィを用いるもの，すなわち通過する血液の循環によって変更されるような人体部分の容積の変化を測定するもの，例．インビーダンスプレチスモグラフィ
uploaded,新設,,A61B 5/055,,・・電子［ＥＭＲ］または核［ＮＭＲ］の磁気共鳴を含むもの，例．磁気共鳴イメージング
uploaded,新設,,A61B 5/055 310,,・・・核磁気共鳴を用いるもの
uploaded,新設,,A61B 5/055 311,,・・・・原理，走査形式一般，例．パルスシーケンス
uploaded,新設,,A61B 5/055 312,,・・・・・スピンエコー法
uploaded,新設,,A61B 5/055 320,,・・・・データ取得部；ガントリー部全体とその周辺，例．ガントリー内部の照明，遮音または配線実装
uploaded,新設,,A61B 5/055 330,,・・・・・磁場系；複数磁場の組合せ，実装等
uploaded,新設,,A61B 5/055 331,,・・・・・・静磁場発生系；永久磁石，電磁石―電源
uploaded,新設,,A61B 5/055 332,,・・・・・・・補正系；調整部材，シムコイル―電源，制御系
uploaded,新設,,A61B 5/055 340,,・・・・・・傾斜磁場発生系；コイル―電源；永久磁石
uploaded,新設,,A61B 5/055 341,,・・・・・・・磁場印加方法（データ取得のための走査方法はＡ６１Ｂ５／０５５　３１１）
uploaded,新設,,A61B 5/055 342,,・・・・・・・・磁場印加制御回路装置
uploaded,新設,,A61B 5/055 350,,・・・・・・高周波磁場系，例．コイル―同調回路―マッチング回路―ケーブル発振器
uploaded,新設,,A61B 5/055 351,,・・・・・・・印加制御回路または装置，例．印加制御―波形制御―切換制御―同時制御
uploaded,新設,,A61B 5/055 355,,・・・・・・共鳴信号受信回路，例．コイル―同調回路―ケーブル―増幅部
uploaded,新設,,A61B 5/055 360,,・・・・・・冷却，例．温度制御
uploaded,新設,,A61B 5/055 362,,・・・・・・磁気遮蔽，例．電磁波の遮蔽，渦電流の補償またはアクティブ制御
uploaded,新設,,A61B 5/055 364,,・・・・・信号検出回路，例．増幅器―フィルター検波回路
