改正時期,改正種別,改正前FI,改正後FI,改正前タイトル,改正後タイトル
uploaded,新設,,A61F 11/02,,・耳科手術［２０２２．０１］
uploaded,新設,,A61F 11/03,,・非電気的な補聴器，例．ラッパ型補聴器，音増幅器またはイヤーシェル［２０２２．０１］
uploaded,新設,,B01D 50/01,,・グループＢ０１Ｄ４５／００，Ｂ０１Ｄ４６／００およびＢ０１Ｄ４７／００に包含される装置の組合せ［２０２２．０１］
uploaded,新設,,B01D 50/02,,・グループＢ０１Ｄ４５／００およびＢ０１Ｄ４６／００に包含される装置の組合せ［２０２２．０１］
uploaded,新設,,B01D 50/04,,・グループＢ０１Ｄ４５／００およびＢ０１Ｄ４７／００に包含される装置の組合せ［２０２２．０１］
uploaded,新設,,B01D 50/06,,・グループＢ０１Ｄ４６／００およびＢ０１Ｄ４７／００に包含される装置の組合せ［２０２２．０１］
uploaded,新設,,B01F 21/00,,溶解（溶解による分離Ｂ０１Ｄ；冷却を行なうための溶解Ｆ２５Ｄ５／００）［２０２２．０１］
uploaded,新設,,B01F 21/00 101,,・粉体の溶解
uploaded,新設,,B01F 21/00 102,,・固形剤の溶解
uploaded,新設,,B01F 21/01,,・駆動される攪拌具を用いるもの［２０２２．０１］
uploaded,新設,,B01F 21/02,,・流動混合を用いるもの［２０２２．０１］
uploaded,新設,,B01F 23/00,,混合される相に従う混合，例．分散，乳化［２０２２．０１］
uploaded,新設,,B01F 23/01,,・気体と気体との混合［２０２２．０１］
uploaded,新設,,B01F 23/02,,・気体と液体との混合［２０２２．０１］
uploaded,新設,,B01F 23/21,,・・液体の気体媒体への導入によるもの［２０２２．０１］
uploaded,新設,,B01F 23/213,,・・・液体の噴霧または微粒化によるもの［２０２２．０１］
uploaded,新設,,B01F 23/23,,・・気体の液体媒体への導入によるもの，例．通気した液体の製造［２０２２．０１］
uploaded,新設,,B01F 23/231,,・・・気泡によるもの（気体または液体の攪拌手段を有する混合機，例．空気供給管をもつものＢ０１Ｆ３３／４０）［２０２２．０１］
uploaded,新設,,B01F 23/232,,・・・気体を導入するための流動混合手段を用いるもの，例．邪魔板［２０２２．０１］
uploaded,新設,,B01F 23/2326,,・・・・吸引手段により主流動成分を添加するもの，例．エジェクターを用いるもの［２０２２．０１］
uploaded,新設,,B01F 23/233,,・・・完全に浸漬した攪拌要素を備えた駆動される攪拌具を用いるもの［２０２２．０１］
uploaded,新設,,B01F 23/234,,・・・表面曝気［２０２２．０１］
uploaded,新設,,B01F 23/235,,・・・泡状物を作るためのもの［２０２２．０１］
uploaded,新設,,B01F 23/236,,・・・飲料の曝気または炭酸化のために特に適したもの［２０２２．０１］
uploaded,新設,,B01F 23/2361,,・・・・小さな容器の中にあるもの，例．瓶の中にあるもの［２０２２．０１］
uploaded,新設,,B01F 23/237,,・・・液体媒体に導入された気体または蒸気の物理的または化学的性質に特徴があるもの［２０２２．０１］
uploaded,新設,,B01F 23/2373,,・・・・ファインバブル，すなわち大きさが１００マイクロメートル未満の気泡を得るためのもの［２０２２．０１］
uploaded,新設,,B01F 23/2375,,・・・・・大きさが１マイクロメートル未満の気泡を得るためのもの［２０２２．０１］
uploaded,新設,,B01F 23/03,,・気体と固体との混合［２０２２．０１］
uploaded,新設,,B01F 23/04,,・液体と液体との混合；乳化［２０２２．０１］
uploaded,新設,,B01F 23/41,,・・乳化［２０２２．０１］
uploaded,新設,,B01F 23/411,,・・・電界または磁界，熱または振動を用いるもの［２０２２．０１］
uploaded,新設,,B01F 23/43,,・・駆動される攪拌具を用いるもの［２０２２．０１］
uploaded,新設,,B01F 23/45,,・・流動混合を用いるもの［２０２２．０１］
uploaded,新設,,B01F 23/451,,・・・液体を別の液体に噴射することによるもの［２０２２．０１］
uploaded,新設,,B01F 23/454,,・・・液体と気体の混合物を噴射することによるもの［２０２２．０１］
uploaded,新設,,B01F 23/47,,・・高粘性液体を含むもの，例．アスファルト［２０２２．０１］
uploaded,新設,,B01F 23/05,,・液体と固体との混合（液中への固体の分散によって所定液を置換するものＢ０１Ｄ１２／００）［２０２２．０１］
uploaded,新設,,B01F 23/53,,・・駆動される攪拌具を用いるもの［２０２２．０１］
uploaded,新設,,B01F 23/57,,・・高粘性液体と固体との混合［２０２２．０１］
uploaded,新設,,B01F 23/06,,・固体と固体との混合［２０２２．０１］
uploaded,新設,,B01F 23/62,,・・揺動または振動で開口および閉鎖する要素を使って底部から排出する容器を用いるもの；可動チェーン上に取り付けられた要素を使って底部から排出する容器を用いるもの［２０２２．０１］
uploaded,新設,,B01F 23/64,,・・排出ホッパの下端における回転可能な混合要素を用いるもの［２０２２．０１］
uploaded,新設,,B01F 23/07,,・混合材料の前処理［２０２２．０１］
uploaded,新設,,B01F 23/08,,・混合物の後処理［２０２２．０１］
uploaded,新設,,B01F 25/00,,フローミキサー；落下物質，例．固形粒子，の混合機（遠心分離機Ｂ０４）［２０２２．０１］
uploaded,新設,,B01F 25/01,,・渦流を作り出すことによる混合，例．流動成分を接線方向に導入することによるもの［２０２２．０１］
uploaded,新設,,B01F 25/02,,・ジェットミキサー，すなわち高速の流体の流れを利用する混合機（渦流を作り出すために噴流を用いるものＢ０１Ｆ２５／１０）［２０２２．０１］
uploaded,新設,,B01F 25/21,,・・大容量の槽または混合室内で高圧噴射するための浸漬インジェクター，例．ノズル，を用いるもの［２０２２．０１］
uploaded,新設,,B01F 25/23,,・・交差噴射による混合［２０２２．０１］
uploaded,新設,,B01F 25/25,,・・衝突板への噴射衝突による混合［２０２２．０１］
uploaded,新設,,B01F 25/27,,・・導管の内容物を攪拌するために，導管内に成分を噴射することによる混合［２０２２．０１］
uploaded,新設,,B01F 25/03,,・インジェクターミキサー（渦流を作り出すことによる混合Ｂ０１Ｆ２５／１０）［２０２２．０１］
uploaded,新設,,B01F 25/31,,・・主要な成分が流れる導管または管に導入されるもの［２０２２．０１］
uploaded,新設,,B01F 25/312,,・・・ベンチュリ要素をもつもの；その細部［２０２２．０１］
uploaded,新設,,B01F 25/313,,・・・追加的な成分が導管の中央に導入されるもの［２０２２．０１］
