改正時期,改正種別,改正前CPC,改正後CPC,改正前標題,改正後標題,資料種別
2023.02,U,A41B 1/00,A41B 1/00,Shirts,Shirts,Compilation of Changes
2023.02,U,A41B 1/08,A41B 1/08,Details,Details,Compilation of Changes
2023.02,U,A41B 1/01,A41B 1/01,Closures (buttons A44B1/00; sleeve links A44B5/00),Closures (buttons A44B1/00; sleeve links A44B5/00),Compilation of Changes
2023.02,U,A41B 3/00,A41B 3/00,Collars (A41B1/00 takes precedence),Collars (A41B1/00 takes precedence),Compilation of Changes
2023.02,U,A41B 3/04,A41B 3/04,fastening to shirts (collar-studs A44B3/00),fastening to shirts (collar-studs A44B3/00),Compilation of Changes
2023.02,M,A41B 3/01,A41B 3/01,chemically stiffened (processes for stiffening D06),chemically stiffened (processes for stiffening D06),Compilation of Changes
2023.02,M,A41B 5/00,A41B 5/00,Fold-line formings for collars or cuffs (folding collar or cuff edges while manufacturing A41H33/00),Fold-line formings for collars or cuffs (folding collar or cuff edges while manufacturing A41H33/00),Compilation of Changes
2023.02,M,A41B 9/00,A41B 9/00,"Undergarments (corsets, brassiéres A41Ccorsets A41C1/00; brassières A41C3/00)","Undergarments (corsets, brassiéres A41Ccorsets A41C1/00; brassières A41C3/00)",Compilation of Changes
2023.02,M,A41B 9/04,A41B 9/04,"Knickers for ladies, with or without inserted crotch or seat parts {(menstrual panties A61F13/496)}","Knickers for ladies, with or without inserted crotch or seat parts {(menstrual panties A61F13/496)}",Compilation of Changes
2023.02,U,A41B 9/08,A41B 9/08,"Combined undergarments (panti-hose, body-stockings A41B11/14)","Combined undergarments (panti-hose, body-stockings A41B11/14)",Compilation of Changes
2023.02,U,A41B 9/12,A41B 9/12,Protective undergarments (combined with swabs or absorbent pads or specially adapted for supporting them A61F13/15),Protective undergarments (combined with swabs or absorbent pads or specially adapted for supporting them A61F13/15),Compilation of Changes
2023.02,M,A41B 9/16,A41B 9/16,Shoulder-straps forming part of the undergarments (shoulder-straps in general A41F15/00),Shoulder-straps forming part of the undergarments (shoulder-straps in general A41F15/00),Compilation of Changes
2023.02,U,A41B 11/00,A41B 11/00,Hosiery; Panti-hose (elastic stockings for curative purposes A61F13/08),Hosiery; Panti-hose (elastic stockings for curative purposes A61F13/08),Compilation of Changes
2023.02,U,A41B 11/01,A41B 11/01,Stocking protectors (to be put in footwear A43B23/28),Stocking protectors (to be put in footwear A43B23/28),Compilation of Changes
2023.02,M,A41B 11/12,A41B 11/12,Means at the upper end to keep the stockings up (A41B11/04 takes precedence; suspenders A41F11/00; stocking suspenders A41F11/00),Means at the upper end to keep the stockings up (A41B11/04 takes precedence; suspenders A41F11/00; stocking suspenders A41F11/00),Compilation of Changes
2023.02,M,A41B 13/00,A41B 13/00,Baby linen (babies' napkins or holders therefor A61F13/15  {; {patients' garments specially adapted for babies A41D13/1272};} babies' napkins or holders therefor A61F13/15),Baby linen (babies' napkins or holders therefor A61F13/15  {; {patients' garments specially adapted for babies A41D13/1272};} babies' napkins or holders therefor A61F13/15),Compilation of Changes
2023.02,U,A41B 13/04,A41B 13/04,Babies' pants (combined with swabs or absorbent pads or specially adapted for supporting them A61F13/15),Babies' pants (combined with swabs or absorbent pads or specially adapted for supporting them A61F13/15),Compilation of Changes
2023.02,M,A41F 1/00,A41F 1/00,Fastening devices specially adapted for garments {({for pairing socks A41B11/002; for fur garments A41D5/006}; fastening devices in general A44B  {; for babies' napkins A61F13/56})},Fastening devices specially adapted for garments {({for pairing socks A41B11/002; for fur garments A41D5/006}; fastening devices in general A44B  {; for babies' napkins A61F13/56})},Compilation of Changes
2023.02,U,A41G 1/00,A41G 1/00,"Artificial flowers, fruit, leaves, or trees (artificial Christmas trees A47G33/06); Garlands","Artificial flowers, fruit, leaves, or trees (artificial Christmas trees A47G33/06); Garlands",Compilation of Changes
2023.02,U,A41G 3/00,A41G 3/00,Wigs (for dolls only A63H3/44),Wigs (for dolls only A63H3/44),Compilation of Changes
2023.02,M,A41G 9/00,A41G 9/00,"Adornments of natural feathers; Working natural feathers (treatment of bed feathers B68G3/00, D06M)","Adornments of natural feathers; Working natural feathers (treatment of bed feathers B68G3/00, D06M)",Compilation of Changes
2023.02,M,A41H 1/00,A41H 1/00,"Measuring aids or methods (making patterns by modelling on the human body A41H3/04; measuring persons for identification purposes A61B5/117; measuring in general G01, e.g. G01B)","Measuring aids or methods (making patterns by modelling on the human body A41H3/04; measuring persons for identification purposes A61B5/117; measuring in general G01, e.g. G01B)",Compilation of Changes
2023.02,M,A41H 1/06,A41H 1/06,in combination with marking (marking per se D06H1/00),in combination with marking (marking per se D06H1/00),Compilation of Changes
2023.02,M,A41H 3/00,A41H 3/00,"Patterns for cutting-out; Methods of drafting or marking-out such patterns, e.g. on the cloth (woven fabrics characterised by the special disposition of the warp or weft threads D03D13/00)","Patterns for cutting-out; Methods of drafting or marking-out such patterns, e.g. on the cloth (woven fabrics characterised by the special disposition of the warp or weft threads D03D13/00)",Compilation of Changes
2023.02,M,A41H 3/02,A41H 3/02,Making patterns by copying (tracing-wheels A41H11/00),Making patterns by copying (tracing-wheels A41H11/00),Compilation of Changes
2023.02,M,A41H 5/00,A41H 5/00,Dress forms; Bust forms; Stands (for display purposes A47F8/00),Dress forms; Bust forms; Stands (for display purposes A47F8/00),Compilation of Changes
2023.02,M,A41H 9/00,A41H 9/00,"Devices or methods for trimming, levelling, or straightening the hems of garments (on sewing machines D05B)","Devices or methods for trimming, levelling, or straightening the hems of garments (on sewing machines D05B)",Compilation of Changes
2023.02,U,A41H 17/00,A41H 17/00,Cushions for needles or pins (A41H19/00 takes precedence),Cushions for needles or pins (A41H19/00 takes precedence),Compilation of Changes
2023.02,M,A41H 23/00,A41H 23/00,Devices for applying chalk; Sharpening or holding chalk (writing or drawing implements B43),Devices for applying chalk; Sharpening or holding chalk (writing or drawing implements B43),Compilation of Changes
