改正時期,改正種別,改正前CPC,改正後CPC,改正前標題,改正後標題,資料種別
2014.06,M,B63B 22/00,B63B 22/00,"Buoys({floating decoys, e.g. for waterfowl A01M31/06;} means for indicating the location of underwater objects B63C7/26 ; life-buoys, e.g. rings B63C9/08 ; { mountings of acoustic transducer in underwater equipment, e.g. sonobuoys G10K11/006 ; electric cables supported on or from floats H02G9/12 })","Buoys({floating decoys, e.g. for waterfowl A01M31/06;} means for indicating the location of underwater objects B63C7/26 ; life-buoys, e.g. rings B63C9/08 ; { mountings of acoustic transducer in underwater equipment, e.g. sonobuoys G10K11/006 ; electric cables supported on or from floats H02G9/12 })",Compilation of Changes
2014.06,M,C12Q 2533/00,C12Q 2533/00,{Reactions characterised by the enzymatic reaction principle used},{Reactions characterised by the enzymatic reaction principle used},Compilation of Changes
2014.06,M,C12Q 2535/00,C12Q 2535/00,{Reactions characterised by the assay type for determining the identity of a nucleotide base},{Reactions characterised by the assay type for determining the identity of a nucleotide base},Compilation of Changes
2014.06,M,C12Q 2537/00,C12Q 2537/00,{Reactions characterised by the reaction format or use of a specific feature},{Reactions characterised by the reaction format or use of a specific feature},Compilation of Changes
2014.06,M,C12Q 2539/00,C12Q 2539/00,{Reactions characterised by analysis of gene expression or genome comparison},{Reactions characterised by analysis of gene expression or genome comparison},Compilation of Changes
2014.06,M,C12Q 2541/00,C12Q 2541/00,{Reactions characterised by directed evolution},{Reactions characterised by directed evolution},Compilation of Changes
2014.06,M,C12Q 2543/00,C12Q 2543/00,"{Reactions characterised by the reaction site, e.g. cell or chromosome}","{Reactions characterised by the reaction site, e.g. cell or chromosome}",Compilation of Changes
2014.06,M,C12Q 2545/00,C12Q 2545/00,{Reactions characterised by their quantitative nature},{Reactions characterised by their quantitative nature},Compilation of Changes
2014.06,M,C12Q 2547/00,C12Q 2547/00,{Reactions characterised by the features used to prevent contamination},{Reactions characterised by the features used to prevent contamination},Compilation of Changes
2014.06,M,C12Q 2549/00,C12Q 2549/00,{Reactions characterised by the features used to influence the efficiency or specificity},{Reactions characterised by the features used to influence the efficiency or specificity},Compilation of Changes
2014.06,U,C23C 18/00,C23C 18/00,"Chemical coating by decomposition of either liquid compounds or solutions of the coating forming compounds, without leaving reaction products of surface material in the coating( chemical surface reaction C23C8/00 , C23C22/00 ); Contact plating","Chemical coating by decomposition of either liquid compounds or solutions of the coating forming compounds, without leaving reaction products of surface material in the coating( chemical surface reaction C23C8/00 , C23C22/00 ); Contact plating",Compilation of Changes
2014.06,U,C23C 18/02,C23C 18/02,by thermal decomposition,by thermal decomposition,Compilation of Changes
2014.06,U,C23C 18/12,C23C 18/12,characterised by the deposition of inorganic material other than metallic material,characterised by the deposition of inorganic material other than metallic material,Compilation of Changes
