改正時期,改正種別,改正前CPC,改正後CPC,改正前標題,改正後標題,資料種別
2017.01,U,A01B 51/00,A01B 51/00,"Undercarriages specially adapted for mounting-on various kinds of agricultural tools or apparatus (general vehicle aspects, see the relevant subclass of class B60 or B62)","Undercarriages specially adapted for mounting-on various kinds of agricultural tools or apparatus (general vehicle aspects, see the relevant subclass of class B60 or B62)",Compilation of Changes
2017.01,U,A01B 51/02,A01B 51/02,propelled by a motor,propelled by a motor,Compilation of Changes
2017.01,,A01B 51/026,A01B 51/026,"{of the automotive vehicle type, e.g. including driver accomodationaccommodation (A01B51/023 takes precedence)}","{of the automotive vehicle type, e.g. including driver accomodationaccommodation (A01B51/023 takes precedence)}",Compilation of Changes
2017.01,U,A41D 1/00,A41D 1/00,Garments (for children A41D11/00),Garments (for children A41D11/00),Compilation of Changes
2017.01,,A41D 1/002,A41D 1/002,{adapted to accomodateaccommodate electronic equipment (patients' garments for medical monitoring A41D13/1281; luminous ornaments A41D27/085)},{adapted to accomodateaccommodate electronic equipment (patients' garments for medical monitoring A41D13/1281; luminous ornaments A41D27/085)},Compilation of Changes
2017.01,U,A47B 77/00,A47B 77/00,Kitchen cabinets (tops specially designed for working on A47B96/18),Kitchen cabinets (tops specially designed for working on A47B96/18),Compilation of Changes
2017.01,U,A47B 77/04,A47B 77/04,"Provision for particular uses of compartments or other parts; {Compartments moving up and down, revolving parts (cabinets in general A47B49/00, A47B51/00)}","Provision for particular uses of compartments or other parts; {Compartments moving up and down, revolving parts (cabinets in general A47B49/00, A47B51/00)}",Compilation of Changes
2017.01,,A47B 77/18,A47B 77/18,by special arrangements for accomodatingaccommodating removable containers,by special arrangements for accomodatingaccommodating removable containers,Compilation of Changes
2017.01,U,A47D 1/00,A47D 1/00,Children's chairs (chairs generally A47C),Children's chairs (chairs generally A47C),Compilation of Changes
2017.01,U,A47D 1/006,A47D 1/006,{dismountable},{dismountable},Compilation of Changes
2017.01,C,A47D 1/008,A47D 1/008,{with trays (combinations of chairs and tables A47B83/02; children’s chairs combined with tables A47D3/00)},{with trays (combinations of chairs and tables A47B83/02; children’s chairs combined with tables A47D3/00)},Compilation of Changes
2017.01,N,A47D 1/0081,A47D 1/0081,{adjustable},{adjustable},Compilation of Changes
2017.01,N,A47D 1/0083,A47D 1/0083,{movable to inoperative position},{movable to inoperative position},Compilation of Changes
2017.01,N,A47D 1/0085,A47D 1/0085,{removable},{removable},Compilation of Changes
2017.01,C,A47D 1/02,A47D 1/02,Foldable chairs {(foldable rocking-chairs A47D13/10)},Foldable chairs {(foldable rocking-chairs A47D13/10)},Compilation of Changes
2017.01,N,A47D 1/023,A47D 1/023,{of high chair type},{of high chair type},Compilation of Changes
2017.01,M,A47D 1/04,A47D 1/04,"convertible from a high chair to a low one {, e.g.} by reversing","convertible from a high chair to a low one {, e.g.} by reversing",Compilation of Changes
2017.01,C,A47D 3/00,A47D 3/00,Children's tables {(school desks or tables A47B41/00; school forms A47B39/00; school desks or tables A47B41/00)},Children's tables {(school desks or tables A47B41/00; school forms A47B39/00; school desks or tables A47B41/00)},Compilation of Changes
2017.01,N,A47D 3/001,A47D 3/001,{surrounding the seat},{surrounding the seat},Compilation of Changes
