改正時期,改正種別,改正前CPC,改正後CPC,改正前標題,改正後標題,資料種別
2024.01,M,A01B 79/00,A01B 79/00,"Methods for working soil (essentially requiring the use of particular machines, see the relevant groups for the machines)","Methods for working soil (essentially requiring the use of particular machines, see the relevant groups for the machines)",Compilation of Changes
2024.01,M,A01D 80/00,A01D 80/00,"Parts or details of {, or accessories for,} haymakers (parts or details specific for one type of machine, see the relevant groups for these machines)","Parts or details of {, or accessories for,} haymakers (parts or details specific for one type of machine, see the relevant groups for these machines)",Compilation of Changes
2024.01,M,A01D 91/00,A01D 91/00,"Methods for harvesting agricultural products (essentially requiring the use of particular machines, see the relevant groups for the machines)","Methods for harvesting agricultural products (essentially requiring the use of particular machines, see the relevant groups for the machines)",Compilation of Changes
2024.01,M,A01H 1/00,A01H 1/00,Processes for modifying genotypes {; Plants characterised by associated natural traits} (A01H4/00 takes precedence),Processes for modifying genotypes {; Plants characterised by associated natural traits} (A01H4/00 takes precedence),Compilation of Changes
2024.01,M,A01H 1/02,A01H 1/02,Methods or apparatus for hybridisation; Artificial pollination {; Fertility},Methods or apparatus for hybridisation; Artificial pollination {; Fertility},Compilation of Changes
2024.01,M,A01H 1/021,A01H 1/021,"{Methods of breeding using interspecific crosses, i.e. interspecies crosses}","{Methods of breeding using interspecific crosses, i.e. interspecies crosses}",Compilation of Changes
2024.01,M,A01H 1/022,A01H 1/022,"{Genic fertility modification, e.g. apomixis}","{Genic fertility modification, e.g. apomixis}",Compilation of Changes
2024.01,M,A01H 1/026,A01H 1/026,{by treatment with chemicals},{by treatment with chemicals},Compilation of Changes
2024.01,M,A01H 1/04,A01H 1/04,Processes of selection {involving genotypic or phenotypic markers; Methods of using phenotypic markers for selection},Processes of selection {involving genotypic or phenotypic markers; Methods of using phenotypic markers for selection},Compilation of Changes
2024.01,M,A01H 1/045,A01H 1/045,{using molecular markers},{using molecular markers},Compilation of Changes
2024.01,U,A01H 1/06,A01H 1/06,"Processes for producing mutations, e.g. treatment with chemicals or with radiation (specific mutations prepared by genetic engineering on plant cell or plant tissues C12N15/00 {; process for producing transgenic plants C12N15/82})","Processes for producing mutations, e.g. treatment with chemicals or with radiation (specific mutations prepared by genetic engineering on plant cell or plant tissues C12N15/00 {; process for producing transgenic plants C12N15/82})",Compilation of Changes
2024.01,M,A01H 1/08,A01H 1/08,Methods for producing changes in chromosome number,Methods for producing changes in chromosome number,Compilation of Changes
2024.01,M,A01H 1/09,A01H 1/09,{Apparatus for producing changes in chromosome number},{Apparatus for producing changes in chromosome number},Compilation of Changes
2024.01,M,A01H 1/01,A01H 1/01,"{Processes for modifying non-agronomic quality output traits, e.g. for industrial processing; Value added, non-agronomic traits}","{Processes for modifying non-agronomic quality output traits, e.g. for industrial processing; Value added, non-agronomic traits}",Compilation of Changes
2024.01,M,A01H 1/12,A01H 1/12,"{Processes for modifying agronomic input traits, e.g. crop yield}","{Processes for modifying agronomic input traits, e.g. crop yield}",Compilation of Changes
2024.01,U,A01H 4/00,A01H 4/00,Plant reproduction by tissue culture techniques {; Tissue culture techniques therefor},Plant reproduction by tissue culture techniques {; Tissue culture techniques therefor},Compilation of Changes
2024.01,M,A01H 4/001,A01H 4/001,{Culture apparatus for tissue culture},{Culture apparatus for tissue culture},Compilation of Changes
2024.01,M,A01H 4/002,A01H 4/002,{Culture media for tissue culture},{Culture media for tissue culture},Compilation of Changes
2024.01,M,A01K 67/00,A01K 67/00,"Rearing or breeding animals, not otherwise provided for; New or modified breeds of animals","Rearing or breeding animals, not otherwise provided for; New or modified breeds of animals",Compilation of Changes
2024.01,M,A01K 67/02,A01K 67/02,Breeding vertebrates,Breeding vertebrates,Compilation of Changes
2024.01,M,A01K 67/027,A01K 67/027,New or modified breeds of vertebrates,New or modified breeds of vertebrates,Compilation of Changes
2024.01,M,A01K 67/0271,A01K 67/0271,"{Chimeric animalsChimeric vertebrates, e.g. comprising exogenous cells}","{Chimeric animalsChimeric vertebrates, e.g. comprising exogenous cells}",Compilation of Changes
