改正時期,改正種別,改正前CPC,改正後CPC,改正前標題,改正後標題,資料種別
2015.05,U,A01B 3/00,A01B 3/00,Ploughs with fixed plough-shares,Ploughs with fixed plough-shares,Compilation of Changes
2015.05,U,A01B 3/04,A01B 3/04,Animal-drawn ploughs,Animal-drawn ploughs,Compilation of Changes
2015.05,,A01B 3/06,A01B 3/06,"without alternating possibility, i.e. incapable of making an adjacent furrow on return journey, {i.e. conventional ploughing}","without alternating possibility, i.e. incapable of making an adjacent furrow on return journey, {i.e. conventional ploughing}",Compilation of Changes
2015.05,U,A01B 3/05,A01B 3/05,Self-propelled ploughs,Self-propelled ploughs,Compilation of Changes
2015.05,U,A01B 3/52,A01B 3/52,"with three or more wheels, or endless tracks","with three or more wheels, or endless tracks",Compilation of Changes
2015.05,U,A01B 3/56,A01B 3/56,Alternating ploughs; {Balance ploughs},Alternating ploughs; {Balance ploughs},Compilation of Changes
2015.05,U,A01B 3/64,A01B 3/64,Cable ploughs; Indicating or signalling devices for cable plough systems {(vehicles towed by cable B60D)},Cable ploughs; Indicating or signalling devices for cable plough systems {(vehicles towed by cable B60D)},Compilation of Changes
2015.05,U,A01B 3/68,A01B 3/68,Cable systems with one or two engines; {e.g. electrically-driven or with diesel generating set},Cable systems with one or two engines; {e.g. electrically-driven or with diesel generating set},Compilation of Changes
2015.05,U,A01B 5/00,A01B 5/00,"Ploughs with rolling non-driven tools, e.g. discs (with rotary driven tools A01B9/00)","Ploughs with rolling non-driven tools, e.g. discs (with rotary driven tools A01B9/00)",Compilation of Changes
2015.05,U,A01B 5/04,A01B 5/04,drawn by tractors,drawn by tractors,Compilation of Changes
2015.05,,A01B 5/06,A01B 5/06,"without alternating possibility, {e.g. with rotary counters provided with scrapers}","without alternating possibility, {e.g. with rotary counters provided with scrapers}",Compilation of Changes
2015.05,U,A01B 13/00,A01B 13/00,"Ploughs or like machines for special purposes (for drainage E02B11/02); {Ditch diggers, trench ploughs, forestry ploughs, ploughs for land or marsh reclamation (machines for aerating meadows A01B45/02 ; making furrows A01C5/00 ; dredging machines in general E02F)}","Ploughs or like machines for special purposes (for drainage E02B11/02); {Ditch diggers, trench ploughs, forestry ploughs, ploughs for land or marsh reclamation (machines for aerating meadows A01B45/02 ; making furrows A01C5/00 ; dredging machines in general E02F)}",Compilation of Changes
2015.05,,A01B 13/02,A01B 13/02,"for making or working ridges, e.g. with symmetrically arranged mouldboards, {e.g. ridging plough}","for making or working ridges, e.g. with symmetrically arranged mouldboards, {e.g. ridging plough}",Compilation of Changes
2015.05,U,A01B 13/04,A01B 13/04,"for working in vineyards, orchards, or the like","for working in vineyards, orchards, or the like",Compilation of Changes
2015.05,,A01B 13/06,A01B 13/06,"Arrangements for preventing damage to the vines, or the like, {e.g. hydraulic (machines specially adapted for working in vineyards A01B39/16)}","Arrangements for preventing damage to the vines, or the like, {e.g. hydraulic (machines specially adapted for working in vineyards A01B39/16)}",Compilation of Changes
2015.05,U,A01B 17/00,A01B 17/00,"Ploughs with special additional arrangements, e.g. means for putting manure under the soil, clod-crushers (A01B49/00 takes precedence); {Means for breaking the subsoil}","Ploughs with special additional arrangements, e.g. means for putting manure under the soil, clod-crushers (A01B49/00 takes precedence); {Means for breaking the subsoil}",Compilation of Changes
2015.05,U,A01B 23/00,A01B 23/00,"Elements, tools, or details of harrows","Elements, tools, or details of harrows",Compilation of Changes
2015.05,U,A01B 23/06,A01B 23/06,Discs (A01B15/16 takes precedence; bearings therefor A01B71/04); Scrapers for cleaning discs; Sharpening attachments; {Lubrication of bearings} (sharpening in general B24),Discs (A01B15/16 takes precedence; bearings therefor A01B71/04); Scrapers for cleaning discs; Sharpening attachments; {Lubrication of bearings} (sharpening in general B24),Compilation of Changes
2015.05,,A01B 33/00,A01B 33/00,"Tilling implements with rotary driven tools, {e.g. in combination with fertiliser distributors or seeders, with grubbing chains, with sloping axles, with driven discs}","Tilling implements with rotary driven tools, {e.g. in combination with fertiliser distributors or seeders, with grubbing chains, with sloping axles, with driven discs}",Compilation of Changes
2015.05,U,A01B 33/08,A01B 33/08,"Tools; Details, e.g. adaptations of transmissions or gearings","Tools; Details, e.g. adaptations of transmissions or gearings",Compilation of Changes
2015.05,U,A01B 33/01,A01B 33/01,Structural or functional features of the tools; {Theoretical aspects of the cutting action},Structural or functional features of the tools; {Theoretical aspects of the cutting action},Compilation of Changes
2015.05,U,A01B 35/00,A01B 35/00,"Other machines for working soil {not specially adapted for working soil on which crops are growing}(A01B37/00 , A01B39/00 , A01B77/00 take precedence; { hand tools A01B1/00})","Other machines for working soil {not specially adapted for working soil on which crops are growing}(A01B37/00 , A01B39/00 , A01B77/00 take precedence; { hand tools A01B1/00})",Compilation of Changes
2015.05,U,A01B 35/02,A01B 35/02,Tools; Details,Tools; Details,Compilation of Changes
2015.05,U,A01B 35/22,A01B 35/22,non-rotating tools; {Resilient or flexible mounting of rigid tools},non-rotating tools; {Resilient or flexible mounting of rigid tools},Compilation of Changes
2015.05,U,A01B 39/00,A01B 39/00,Other machines specially adapted for working soil on which crops are growing,Other machines specially adapted for working soil on which crops are growing,Compilation of Changes
2015.05,,A01B 39/12,A01B 39/12,"for special purposes, {e.g. for special culture}","for special purposes, {e.g. for special culture}",Compilation of Changes
2015.05,,A01B 39/14,A01B 39/14,"for working ridges, {e.g. for rows of plants and/or furrows}","for working ridges, {e.g. for rows of plants and/or furrows}",Compilation of Changes
2015.05,U,A01B 39/16,A01B 39/16,"for working in vineyards, orchards, or the like; {Arrangements for preventing damage to vines (ploughs adapted for working in vineyards A01B13/06)}","for working in vineyards, orchards, or the like; {Arrangements for preventing damage to vines (ploughs adapted for working in vineyards A01B13/06)}",Compilation of Changes
2015.05,U,A01B 39/02,A01B 39/02,Tools; Details,Tools; Details,Compilation of Changes
2015.05,,A01B 39/26,A01B 39/26,"Arrangements for protecting plants, {e.g. fenders}","Arrangements for protecting plants, {e.g. fenders}",Compilation of Changes
2015.05,,A01B 45/00,A01B 45/00,"Machines for treating meadows or lawns, {e.g. for sports grounds}","Machines for treating meadows or lawns, {e.g. for sports grounds}",Compilation of Changes
2015.05,U,A01B 73/00,A01B 73/00,"Means or arrangements to facilitate transportation of agricultural machines or implements, e.g. folding frames to reduce overall width (arrangements of lifting devices for soil working implements A01B63/00 ; { carriers for harvesters or mowers A01D75/002 ; arrangements or carriers for haymakers A01D78/1007 , A01D80/005 ; } vehicles adapted for load transportation or to transport, to carry or to comprise special loads or objects B60P ; motor vehicles, trailers B62D)","Means or arrangements to facilitate transportation of agricultural machines or implements, e.g. folding frames to reduce overall width (arrangements of lifting devices for soil working implements A01B63/00 ; { carriers for harvesters or mowers A01D75/002 ; arrangements or carriers for haymakers A01D78/1007 , A01D80/005 ; } vehicles adapted for load transportation or to transport, to carry or to comprise special loads or objects B60P ; motor vehicles, trailers B62D)",Compilation of Changes
2015.05,U,A01B 73/02,A01B 73/02,Folding frames,Folding frames,Compilation of Changes
2015.05,U,A01B 73/04,A01B 73/04,foldable about a horizontal axis,foldable about a horizontal axis,Compilation of Changes
2015.05,,A01B 73/044,A01B 73/044,{the axis being oriented in a longitudinal direction A01B73/042 takes precedence}(A01B73/042 takes precedence)},{the axis being oriented in a longitudinal direction A01B73/042 takes precedence}(A01B73/042 takes precedence)},Compilation of Changes
2015.05,,A01B 73/048,A01B 73/048,{the axis being oriended in transverse direction A01B73/042 takes precedence}(A01B73/042 takes precedence)},{the axis being oriended in transverse direction A01B73/042 takes precedence}(A01B73/042 takes precedence)},Compilation of Changes
2015.05,U,A01D 43/00,A01D 43/00,"Mowers combined with apparatus performing additional operations while mowing (A01D37/00 , A01D39/00 , A01D41/00 , take precedence)","Mowers combined with apparatus performing additional operations while mowing (A01D37/00 , A01D39/00 , A01D41/00 , take precedence)",Compilation of Changes
2015.05,,A01D 43/08,A01D 43/08,"with means for cutting up the mown crop, {e.g. forage harvesters (threshing machines having chaff-cutters A01F12/40 ; cutting apparatus of chaff-cutters or of apparatus for cutting up mown crop A01F29/00)}","with means for cutting up the mown crop, {e.g. forage harvesters (threshing machines having chaff-cutters A01F12/40 ; cutting apparatus of chaff-cutters or of apparatus for cutting up mown crop A01F29/00)}",Compilation of Changes
2015.05,U,A01D 45/00,A01D 45/00,"Harvesting of standing crops (A01D44/00 takes precedence; threshing machines adapted for special crops, threshing devices for combines adapted for special crops A01F11/00)","Harvesting of standing crops (A01D44/00 takes precedence; threshing machines adapted for special crops, threshing devices for combines adapted for special crops A01F11/00)",Compilation of Changes
2015.05,,A01D 45/02,A01D 45/02,"of maize {, i.e. kernel harvesting (for ensilage maize A01D43/081)}","of maize {, i.e. kernel harvesting (for ensilage maize A01D43/081)}",Compilation of Changes
2015.05,U,A01D 46/00,A01D 46/00,"Picking of fruits, vegetables, hops, or the like; Devices for shaking trees or shrubs","Picking of fruits, vegetables, hops, or the like; Devices for shaking trees or shrubs",Compilation of Changes
2015.05,,A01D 46/24,A01D 46/24,Devices for picking apples or like fruit (A01D46/28{ and A01D46/005} takes precedence),Devices for picking apples or like fruit (A01D46/28{ and A01D46/005} takes precedence),Compilation of Changes
2015.05,,A01D 51/00,A01D 51/00,"Apparatus for gathering together crops spread on the soil, e.g. apples, beets, nuts, potatoes, {cotton, cane sugar}","Apparatus for gathering together crops spread on the soil, e.g. apples, beets, nuts, potatoes, {cotton, cane sugar}",Compilation of Changes
2015.05,,A01D 80/00,A01D 80/00,"Parts or details of {, or accessories for,} haymakers (parts or details specific for one type of machine, see the relevant groups for these machines)","Parts or details of {, or accessories for,} haymakers (parts or details specific for one type of machine, see the relevant groups for these machines)",Compilation of Changes
2015.05,U,A01D 87/00,A01D 87/00,"Loaders for hay or like field crops (combined with mowers A01D43/06 ; { loading in forage silos A01F25/18 ; } ; loading in general B65G , B66)","Loaders for hay or like field crops (combined with mowers A01D43/06 ; { loading in forage silos A01F25/18 ; } ; loading in general B65G , B66)",Compilation of Changes
2015.05,,A01D 87/08,A01D 87/08,"with sweep rakes, {i.e. buck-rakes, e.g. transporting rakes (gripping or clamping devices A01D87/003 ; fork loaders A01D87/0053)}","with sweep rakes, {i.e. buck-rakes, e.g. transporting rakes (gripping or clamping devices A01D87/003 ; fork loaders A01D87/0053)}",Compilation of Changes
