改正時期,改正種別,改正前CPC,改正後CPC,改正前標題,改正後標題,資料種別
2019.08,M,A01K 61/00,A01K 61/00,"Culture of aquatic animals (receptacles for live fish, e.g. aquaria, A01K63/00)","Culture of aquatic animals (receptacles for live fish, e.g. aquaria, A01K63/00)",Compilation of Changes
2019.08,M,A01K 61/01,A01K 61/01,of fish,of fish,Compilation of Changes
2019.08,M,A01K 61/02,A01K 61/02,"of zooplankton, e.g. water fleas or Rotatoria","of zooplankton, e.g. water fleas or Rotatoria",Compilation of Changes
2019.08,M,A01K 61/03,A01K 61/03,"of sponges, sea urchins or sea cucumbers","of sponges, sea urchins or sea cucumbers",Compilation of Changes
2019.08,M,A01K 61/04,A01K 61/04,"of annelids, e.g. lugworms or Eunice","of annelids, e.g. lugworms or Eunice",Compilation of Changes
2019.08,M,A01K 61/05,A01K 61/05,"of shellfish (A01K61/30, A01K61/40 take precedence)","of shellfish (A01K61/30, A01K61/40 take precedence)",Compilation of Changes
2019.08,M,A01K 61/54,A01K 61/54,"of bivalves, e.g. oysters or mussels","of bivalves, e.g. oysters or mussels",Compilation of Changes
2019.08,M,A01K 61/55,A01K 61/55,Baskets therefor,Baskets therefor,Compilation of Changes
2019.08,M,A01K 61/56,A01K 61/56,for pearl production,for pearl production,Compilation of Changes
2019.08,M,A01K 61/57,A01K 61/57,Pearl seeds,Pearl seeds,Compilation of Changes
2019.08,M,A01K 61/06,A01K 61/06,"Floating cultivation devices, e.g. rafts or floating fish-farms","Floating cultivation devices, e.g. rafts or floating fish-farms",Compilation of Changes
2019.08,M,A01K 61/65,A01K 61/65,Connecting or mooring devices therefor,Connecting or mooring devices therefor,Compilation of Changes
2019.08,M,A01K 61/07,A01K 61/07,Artificial fishing banks or reefs,Artificial fishing banks or reefs,Compilation of Changes
2019.08,M,A01K 61/72,A01K 61/72,made of tyres,made of tyres,Compilation of Changes
2019.08,M,A01K 61/73,A01K 61/73,assembled of components (A01K61/72 takes precedence),assembled of components (A01K61/72 takes precedence),Compilation of Changes
2019.08,M,A01K 61/75,A01K 61/75,floating (A01K61/72 takes precedence),floating (A01K61/72 takes precedence),Compilation of Changes
2019.08,M,A01K 61/77,A01K 61/77,"of monolithic form, e.g. blocks","of monolithic form, e.g. blocks",Compilation of Changes
2019.08,M,A01K 61/78,A01K 61/78,Arrangements for sinking or mooring thereof,Arrangements for sinking or mooring thereof,Compilation of Changes
2019.08,M,A01K 61/08,A01K 61/08,Feeding devices,Feeding devices,Compilation of Changes
2019.08,M,A01K 61/85,A01K 61/85,for use with aquaria,for use with aquaria,Compilation of Changes
2019.08,M,A01K 61/09,A01K 61/09,"Sorting, grading, counting or marking live aquatic animals, e.g. sex determination","Sorting, grading, counting or marking live aquatic animals, e.g. sex determination",Compilation of Changes
2019.08,M,A01K 61/95,A01K 61/95,specially adapted for fish,specially adapted for fish,Compilation of Changes
2019.08,M,A01K 63/00,A01K 63/00,"Receptacles for live fish, e.g. aquaria (keepnets or other containers for keeping captured fish A01K97/20); Terraria","Receptacles for live fish, e.g. aquaria (keepnets or other containers for keeping captured fish A01K97/20); Terraria",Compilation of Changes
2019.08,M,A01K 63/01,A01K 63/01,Cleaning bottoms or walls of ponds or receptacles,Cleaning bottoms or walls of ponds or receptacles,Compilation of Changes
2019.08,M,A01K 2227/00,A01K 2227/00,Animals characterised by species (Not used),Animals characterised by species (Not used),Compilation of Changes
2019.08,M,A01K 2267/00,A01K 2267/00,Animals characterised by purpose (Not used),Animals characterised by purpose (Not used),Compilation of Changes
2019.08,M,A23C 2210/00,A23C 2210/00,"Physical treatment of dairy products (not used, see subgroups)","Physical treatment of dairy products (not used, see subgroups)",Compilation of Changes
2019.08,M,A23C 2210/02,A23C 2210/02,"Treatment using membranes, including sterile filtration (not used, see subgroups)","Treatment using membranes, including sterile filtration (not used, see subgroups)",Compilation of Changes
2019.08,M,A23C 2210/25,A23C 2210/25,"Separating and blending (not used, see subgroups)","Separating and blending (not used, see subgroups)",Compilation of Changes
