改正時期,改正種別,改正前CPC,改正後CPC,改正前標題,改正後標題,資料種別
2020.08,M,A01B 43/00,A01B 43/00,"Gatherers for removing stones, undesirable roots or the like from the soil, e.g. tractor-drawn rakes {(for harvesting root crops A01D)}","Gatherers for removing stones, undesirable roots or the like from the soil, e.g. tractor-drawn rakes {(for harvesting root crops A01D)}",Compilation of Changes
2020.08,U,A01B 49/00,A01B 49/00,"Combined machines (auxiliary devices attached to machines of a different kind, e.g. harrows attached to ploughs, see the relevant groups for the machines)","Combined machines (auxiliary devices attached to machines of a different kind, e.g. harrows attached to ploughs, see the relevant groups for the machines)",Compilation of Changes
2020.08,M,A01B 49/04,A01B 49/04,"Combinations of soil-working tools with non-soil-working tools, e.g. planting tools {(seeding machines A01C7/00; harvesters combined with soil-working implements A01D43/12)}","Combinations of soil-working tools with non-soil-working tools, e.g. planting tools {(seeding machines A01C7/00; harvesters combined with soil-working implements A01D43/12)}",Compilation of Changes
2020.08,M,A01B 69/00,A01B 69/00,Steering of agricultural machines or implements; Guiding agricultural machines or implements on a desired track (vehicle course control in general G05D1/02),Steering of agricultural machines or implements; Guiding agricultural machines or implements on a desired track (vehicle course control in general G05D1/02),Compilation of Changes
2020.08,M,A01C 5/00,A01C 5/00,"Making or covering furrows or holes for sowing, planting or manuring (ploughs for making ridges A01B13/02)","Making or covering furrows or holes for sowing, planting or manuring (ploughs for making ridges A01B13/02)",Compilation of Changes
2020.08,M,A01C 5/06,A01C 5/06,Machines for making or covering drills or furrows for sowing or planting ({seeders depositing seeds in rows A01C7/08}; ploughs for making ridges A01B13/02; {lifting devices for agricultural machines A01B63/00}),Machines for making or covering drills or furrows for sowing or planting ({seeders depositing seeds in rows A01C7/08}; ploughs for making ridges A01B13/02; {lifting devices for agricultural machines A01B63/00}),Compilation of Changes
2020.08,M,A01D 3/00,A01D 3/00,"Non-abrasive sharpening devices for scythes, sickles or the like (abrasive or similar sharpening devices B24D15/06)","Non-abrasive sharpening devices for scythes, sickles or the like (abrasive or similar sharpening devices B24D15/06)",Compilation of Changes
2020.08,M,A01D 5/00,A01D 5/00,Containers for whetstones for use during harvesting (whetting implements B24D15/00),Containers for whetstones for use during harvesting (whetting implements B24D15/00),Compilation of Changes
2020.08,M,A01D 7/00,A01D 7/00,"Rakes (mowers convertible to rakes or capable of raking A01D42/02; mowers combined with rakes A01D43/02; haymakers, crop conditioners A01D76/00 - A01D84/00; {making rakes from sheet metal B21D53/68; making rakes by rolling B21H7/08})","Rakes (mowers convertible to rakes or capable of raking A01D42/02; mowers combined with rakes A01D43/02; haymakers, crop conditioners A01D76/00 - A01D84/00; {making rakes from sheet metal B21D53/68; making rakes by rolling B21H7/08})",Compilation of Changes
2020.08,U,A01D 23/00,A01D 23/00,Topping machines,Topping machines,Compilation of Changes
