改正時期,改正種別,改正前CPC,改正後CPC,改正前標題,改正後標題,資料種別
2023.05,U,A01C 1/00,A01C 1/00,"Apparatus, or methods of use thereof, for testing or treating seed, roots, or the like, prior to sowing or planting","Apparatus, or methods of use thereof, for testing or treating seed, roots, or the like, prior to sowing or planting",Compilation of Changes
2023.05,M,A01C 1/04,A01C 1/04,"Arranging seedsseed on carriers, e.g. on tapes, on cords {Carrier compositions}; Carrier compositions}","Arranging seedsseed on carriers, e.g. on tapes, on cords {Carrier compositions}; Carrier compositions}",Compilation of Changes
2023.05,U,A01C 7/00,A01C 7/00,Sowing,Sowing,Compilation of Changes
2023.05,U,A01C 7/04,A01C 7/04,Single-grain seeders with or without suction devices,Single-grain seeders with or without suction devices,Compilation of Changes
2023.05,C,A01C 7/042,A01C 7/042,{using pneumatic means},{using pneumatic means},Compilation of Changes
2023.05,C,A01C 7/044,A01C 7/044,{Pneumatic seed wheels},{Pneumatic seed wheels},Compilation of Changes
2023.05,N,A01C 7/0443,A01C 7/0443,{Seed singulators},{Seed singulators},Compilation of Changes
2023.05,N,A01C 7/0445,A01C 7/0445,{Seed ejectors},{Seed ejectors},Compilation of Changes
2023.05,C,A01C 7/046,A01C 7/046,{with perforated seeding discs},{with perforated seeding discs},Compilation of Changes
2023.05,U,A01C 7/048,A01C 7/048,{Seed tape planters},{Seed tape planters},Compilation of Changes
2023.05,U,A01C 7/08,A01C 7/08,Broadcast seeders; Seeders depositing seeds in rows,Broadcast seeders; Seeders depositing seeds in rows,Compilation of Changes
2023.05,M,A01C 7/01,A01C 7/01,Devices for adjusting the seed-box {; Devices for adjusting the seed-box { Regulation of machines for depositing quantities at intervals},Devices for adjusting the seed-box {; Devices for adjusting the seed-box { Regulation of machines for depositing quantities at intervals},Compilation of Changes
2023.05,U,A01C 7/16,A01C 7/16,"Seeders with other distributing devices, e.g. brushes, discs, screws or slides","Seeders with other distributing devices, e.g. brushes, discs, screws or slides",Compilation of Changes
2023.05,U,A01C 7/163,A01C 7/163,{Gravity distributors},{Gravity distributors},Compilation of Changes
2023.05,F,A01C 7/166,A01C 7/166,{Centrifugal distributors},{Centrifugal distributors},Compilation of Changes
2023.05,T,A01C 17/00,A01C 17/00,Fertilisers or seeders with centrifugal wheels,Fertilisers or seeders with centrifugal wheels,Compilation of Changes
2023.05,T,A01C 17/001,A01C 17/001,{Centrifugal throwing devices with a vertical axis},{Centrifugal throwing devices with a vertical axis},Compilation of Changes
2023.05,T,A01C 17/003,A01C 17/003,{Centrifugal throwing devices with a horizontal axis},{Centrifugal throwing devices with a horizontal axis},Compilation of Changes
2023.05,T,A01C 17/005,A01C 17/005,{Driving mechanisms for the throwing devices},{Driving mechanisms for the throwing devices},Compilation of Changes
2023.05,T,A01C 17/006,A01C 17/006,{Regulating or dosing devices},{Regulating or dosing devices},Compilation of Changes
2023.05,T,A01C 17/008,A01C 17/008,{Devices controlling the quantity or the distribution pattern},{Devices controlling the quantity or the distribution pattern},Compilation of Changes
2023.05,M,A01K 3/00,A01K 3/00,"Pasturing equipment, e.g. tethering devices; Grids for preventing cattle from straying; Electrified wire fencing (electric circuits or apparatus for supplying electric wire fencing H05C)","Pasturing equipment, e.g. tethering devices; Grids for preventing cattle from straying; Electrified wire fencing (electric circuits or apparatus for supplying electric wire fencing H05C)",Compilation of Changes
2023.05,M,A01K 3/001,A01K 3/001,"{Portable, temporary, and collapsible fencing for pastures}","{Portable, temporary, and collapsible fencing for pastures}",Compilation of Changes
2023.05,M,A01K 3/002,A01K 3/002,{Grids for preventing cattle from straying through an open passage of an enclosure},{Grids for preventing cattle from straying through an open passage of an enclosure},Compilation of Changes
2023.05,M,A01K 3/004,A01K 3/004,"{of electrical type, e.g. tape, wire, or rod}","{of electrical type, e.g. tape, wire, or rod}",Compilation of Changes
2023.05,M,A01K 3/005,A01K 3/005,{Electrified fencing for pastures},{Electrified fencing for pastures},Compilation of Changes
2023.05,M,A01K 3/006,A01K 3/006,{Gates specially adapted therefor},{Gates specially adapted therefor},Compilation of Changes
2023.05,U,A23C 11/00,A23C 11/00,"Milk substitutes, e.g. coffee whitener compositions (cheese substitutes A23C20/00; butter substitutes A23D)","Milk substitutes, e.g. coffee whitener compositions (cheese substitutes A23C20/00; butter substitutes A23D)",Compilation of Changes
2023.05,U,A23C 11/02,A23C 11/02,containing at least one non-milk component as source of fats or proteins (addition of non-milk fats or non-milk proteins in making cheese curd A23C19/055; whey or whey preparations containing non-milk components as source of fats or proteins A23C21/04),containing at least one non-milk component as source of fats or proteins (addition of non-milk fats or non-milk proteins in making cheese curd A23C19/055; whey or whey preparations containing non-milk components as source of fats or proteins A23C21/04),Compilation of Changes
2023.05,M,A23C 11/01,A23C 11/01,"containing or not lactose but no other milk components as source of fats, carbohydrates or proteins","containing or not lactose but no other milk components as source of fats, carbohydrates or proteins",Compilation of Changes
2023.05,M,A23C 11/103,A23C 11/103,"{containing only proteins from pulses, oilseeds or nuts, e.g. nut milk}","{containing only proteins from pulses, oilseeds or nuts, e.g. nut milk}",Compilation of Changes
2023.05,M,A23C 11/106,A23C 11/106,"{Addition of, or treatment with, microorganisms (A23C20/025 takes precedence)}","{Addition of, or treatment with, microorganisms (A23C20/025 takes precedence)}",Compilation of Changes
2023.05,U,A23C 20/00,A23C 20/00,"Cheese substitutes (A23C19/055, A23C19/093 take precedence)","Cheese substitutes (A23C19/055, A23C19/093 take precedence)",Compilation of Changes
2023.05,M,A23C 20/005,A23C 20/005,{mainly containing proteins from pulses or oilseeds},{mainly containing proteins from pulses or oilseeds},Compilation of Changes
2023.05,M,A23C 20/02,A23C 20/02,"containing neither milk components, nor caseinate, nor lactose, as sources of fats, proteins or carbohydrates","containing neither milk components, nor caseinate, nor lactose, as sources of fats, proteins or carbohydrates",Compilation of Changes
2023.05,M,A23C 20/025,A23C 20/025,{mainly containing proteins from pulses or oilseeds},{mainly containing proteins from pulses or oilseeds},Compilation of Changes
2023.05,U,A23L 2/00,A23L 2/00,Non-alcoholic beverages; Dry compositions or concentrates therefor (soup concentrates A23L23/10); Their preparation (preparation of non-alcoholic beverages by removal of alcohol C12H3/00),Non-alcoholic beverages; Dry compositions or concentrates therefor (soup concentrates A23L23/10); Their preparation (preparation of non-alcoholic beverages by removal of alcohol C12H3/00),Compilation of Changes
2023.05,M,A23L 2/38,A23L 2/38,Other non-alcoholic beverages (drinks from legumes A23L11/60),Other non-alcoholic beverages (drinks from legumes A23L11/60),Compilation of Changes
2023.05,M,A23L 11/00,A23L 11/00,"Pulses, i.e. fruits of leguminous plants, for production of food; Products from legumes; Preparation or treatment thereof","Pulses, i.e. fruits of leguminous plants, for production of food; Products from legumes; Preparation or treatment thereof",Compilation of Changes
2023.05,M,A23L 11/04,A23L 11/04,Pulse curds,Pulse curds,Compilation of Changes
2023.05,M,A23L 11/05,A23L 11/05,Fermented pulses or legumes; Fermentation of pulses or legumes based on the addition of microorganisms (removing undesirable substances A23L11/30; soy sauce A23L27/50),Fermented pulses or legumes; Fermentation of pulses or legumes based on the addition of microorganisms (removing undesirable substances A23L11/30; soy sauce A23L27/50),Compilation of Changes
2023.05,M,A23L 11/06,A23L 11/06,"Drinks from legumes, e.g. lupine drinks","Drinks from legumes, e.g. lupine drinks",Compilation of Changes
2023.05,M,A23L 11/07,A23L 11/07,"Germinated pulse products, e.g. from soy bean sprouts","Germinated pulse products, e.g. from soy bean sprouts",Compilation of Changes
2023.05,U,A45D 7/00,A45D 7/00,"Processes of waving, straightening or curling hair","Processes of waving, straightening or curling hair",Compilation of Changes
2023.05,D,A45D 2007/001,A45D 2007/001,{Processes of bleaching or colouring hair for hair dressing purposes},{Processes of bleaching or colouring hair for hair dressing purposes},Compilation of Changes
