改正時期,改正種別,改正前CPC,改正後CPC,改正前標題,改正後標題,資料種別
2021.02,M,A01N 1/00,A01N 1/00,"Preservation of bodies of humans or animals, or parts thereof (preservation of foodstuffs A23; medicinal preparations containing materials from mammals or birds, e.g. blood, sperm, A61K35/12; cell or tissue culture C12N5/00)","Preservation of bodies of humans or animals, or parts thereof (preservation of foodstuffs A23; medicinal preparations containing materials from mammals or birds, e.g. blood, sperm, A61K35/12; cell or tissue culture C12N5/00)",Compilation of Changes
2021.02,U,A01N 1/02,A01N 1/02,Preservation of living parts,Preservation of living parts,Compilation of Changes
2021.02,U,A01N 1/0236,A01N 1/0236,{Mechanical aspects},{Mechanical aspects},Compilation of Changes
2021.02,M,A01N 1/0263,A01N 1/0263,"{Non-refrigerated containers specially adapted for transporting or storing living parts whilst preserving, e.g. cool boxes, blood bags or ""straws"" for cryopreservation (containers for collecting, administering, analyzing and storing without specific measures for preservation, e.g. blood bags as such, A61J1/10)}","{Non-refrigerated containers specially adapted for transporting or storing living parts whilst preserving, e.g. cool boxes, blood bags or ""straws"" for cryopreservation (containers for collecting, administering, analyzing and storing without specific measures for preservation, e.g. blood bags as such, A61J1/10)}",Compilation of Changes
2021.02,M,A01N 3/00,A01N 3/00,"Preservation of plants or parts thereof, e.g. inhibiting evaporation, improvement of the appearance of leaves {or protection against physical influences such as UV radiation using chemical compositions} (preservation or chemical ripening of fruit or vegetables A23B7/00); Grafting wax} (preservation of foodstuffs A23; preservation or chemical ripening of fruit or vegetables A23B7/00);  {(protective coverings A01G13/02)} Grafting wax","Preservation of plants or parts thereof, e.g. inhibiting evaporation, improvement of the appearance of leaves {or protection against physical influences such as UV radiation using chemical compositions} (preservation or chemical ripening of fruit or vegetables A23B7/00); Grafting wax} (preservation of foodstuffs A23; preservation or chemical ripening of fruit or vegetables A23B7/00);  {(protective coverings A01G13/02)} Grafting wax",Compilation of Changes
2021.02,M,A01N 3/02,A01N 3/02,Keeping cut flowers fresh chemically (apparatus therefor A01G5/06),Keeping cut flowers fresh chemically (apparatus therefor A01G5/06),Compilation of Changes
2021.02,M,A01N 25/00,A01N 25/00,"Biocides, pest repellants or attractants, or plant growth regulators, characterised by their forms, or by their non-active ingredients or by their methods of application, { {, e.g. seed treatment or sequential application};} (apparatus for the destruction of noxious animals or noxious plants A01M; fungicidal, bactericidal, insecticidal, disinfecting or antiseptic paper D21H); Substances for reducing the noxious effect of the active ingredients to organisms other than pests","Biocides, pest repellants or attractants, or plant growth regulators, characterised by their forms, or by their non-active ingredients or by their methods of application, { {, e.g. seed treatment or sequential application};} (apparatus for the destruction of noxious animals or noxious plants A01M; fungicidal, bactericidal, insecticidal, disinfecting or antiseptic paper D21H); Substances for reducing the noxious effect of the active ingredients to organisms other than pests",Compilation of Changes
2021.02,M,A01N 25/18,A01N 25/18,Vapour or smoke emitting compositions with delayed or sustained release (fumigators A01M13/00),Vapour or smoke emitting compositions with delayed or sustained release (fumigators A01M13/00),Compilation of Changes
2021.02,M,A01N 37/00,A01N 37/00,"Biocides, pest repellants or attractants, or plant growth regulators containing organic compounds containing a carbon atom having three bonds to hetero atoms with at the most two bonds to halogen, e.g. carboxylic acids (containing cyclopropane carboxylic acids or derivatives thereof, e.g. cyclopropane carboxylic acid nitriles, A01N53/00)","Biocides, pest repellants or attractants, or plant growth regulators containing organic compounds containing a carbon atom having three bonds to hetero atoms with at the most two bonds to halogen, e.g. carboxylic acids (containing cyclopropane carboxylic acids or derivatives thereof, e.g. cyclopropane carboxylic acid nitriles, A01N53/00)",Compilation of Changes
2021.02,M,A01N 43/00,A01N 43/00,"Biocides, pest repellants or attractants, or plant growth regulators containing heterocyclic compounds (containing cyclic anhydrides, cyclic imides A01N37/00; containing compounds of the formula  containing only one heterocyclic ring, wherein m>=1 and n>=0 and  is unsubstituted or alkylsubstituted pyrrolidine, piperidine, morpholine, thiomorpholine, piperazine or a polymethyleneimine with four or more CH2 groups, A01N33/00 - A01N41/12; containing cyclopropane carboxylic acids or derivatives thereof, e.g. esters having heterocyclic rings, A01N53/00)","Biocides, pest repellants or attractants, or plant growth regulators containing heterocyclic compounds (containing cyclic anhydrides, cyclic imides A01N37/00; containing compounds of the formula  containing only one heterocyclic ring, wherein m>=1 and n>=0 and  is unsubstituted or alkylsubstituted pyrrolidine, piperidine, morpholine, thiomorpholine, piperazine or a polymethyleneimine with four or more CH2 groups, A01N33/00 - A01N41/12; containing cyclopropane carboxylic acids or derivatives thereof, e.g. esters having heterocyclic rings, A01N53/00)",Compilation of Changes
2021.02,U,A01N 47/00,A01N 47/00,"Biocides, pest repellants or attractants, or plant growth regulators containing organic compounds containing a carbon atom not being member of a ring and having no bond to a carbon or hydrogen atom, e.g. derivatives of carbonic acid (carbon tetrahalides A01N29/02)","Biocides, pest repellants or attractants, or plant growth regulators containing organic compounds containing a carbon atom not being member of a ring and having no bond to a carbon or hydrogen atom, e.g. derivatives of carbonic acid (carbon tetrahalides A01N29/02)",Compilation of Changes
2021.02,M,A01N 47/04,A01N 47/04,"the carbon atom having a double or triple bond to nitrogen, e.g. cyanates, cyanamides (inorganic cyanamides A01N59/24)","the carbon atom having a double or triple bond to nitrogen, e.g. cyanates, cyanamides (inorganic cyanamides A01N59/24)",Compilation of Changes
2021.02,U,A01N 59/00,A01N 59/00,"Biocides, pest repellants or attractants, or plant growth regulators containing elements or inorganic compounds","Biocides, pest repellants or attractants, or plant growth regulators containing elements or inorganic compounds",Compilation of Changes
2021.02,M,A01N 59/04,A01N 59/04,Carbon disulfide; Carbon monoxide; Carbon dioxide (treatment of plants with carbon dioxide A01G7/02),Carbon disulfide; Carbon monoxide; Carbon dioxide (treatment of plants with carbon dioxide A01G7/02),Compilation of Changes
2021.02,M,A24B 1/00,A24B 1/00,Preparation of tobacco on the plantation (harvesters for tobacco A01D45/16),Preparation of tobacco on the plantation (harvesters for tobacco A01D45/16),Compilation of Changes
2021.02,M,A24B 1/04,A24B 1/04,"Sifting, sorting, cleaning or removing impurities from tobacco (purifying by sifting or sorting in general B07B)","Sifting, sorting, cleaning or removing impurities from tobacco (purifying by sifting or sorting in general B07B)",Compilation of Changes
2021.02,U,A24B 3/00,A24B 3/00,Preparing tobacco in the factory,Preparing tobacco in the factory,Compilation of Changes
2021.02,M,A24B 3/02,A24B 3/02,Humidifying packed raw tobacco (containers for packaging contents in moist condition B65D81/22),Humidifying packed raw tobacco (containers for packaging contents in moist condition B65D81/22),Compilation of Changes
2021.02,M,A24B 3/14,A24B 3/14,"Forming reconstituted tobacco products, e.g. wrapper materials, sheets, imitation leaves, rods, cakes; Forms of such products (delustering A24C1/40; tobacco or cigarette paper D21H)","Forming reconstituted tobacco products, e.g. wrapper materials, sheets, imitation leaves, rods, cakes; Forms of such products (delustering A24C1/40; tobacco or cigarette paper D21H)",Compilation of Changes
2021.02,M,A24B 7/00,A24B 7/00,"Cutting tobacco (hand cutting tools B26B; slicing in general B26D1/00, B26D3/00)","Cutting tobacco (hand cutting tools B26B; slicing in general B26D1/00, B26D3/00)",Compilation of Changes
2021.02,M,A24B 13/00,A24B 13/00,"Tobacco for pipes, for cigars, e.g. cigar inserts, or for cigarettes; Chewing tobacco; Snuff (mechanical treatment A24B3/00 - A24B11/00; reconstituted tobacco products A24B3/14; chemical features or treatment of tobacco A24B15/00)","Tobacco for pipes, for cigars, e.g. cigar inserts, or for cigarettes; Chewing tobacco; Snuff (mechanical treatment A24B3/00 - A24B11/00; reconstituted tobacco products A24B3/14; chemical features or treatment of tobacco A24B15/00)",Compilation of Changes
2021.02,U,A61K 8/00,A61K 8/00,Cosmetics or similar toilet preparations (casings or accessories for storing or handling of solid or pasty toilet or cosmetic substances A45D40/00),Cosmetics or similar toilet preparations (casings or accessories for storing or handling of solid or pasty toilet or cosmetic substances A45D40/00),Compilation of Changes
2021.02,U,A61K 8/18,A61K 8/18,characterised by the composition,characterised by the composition,Compilation of Changes
2021.02,U,A61K 8/96,A61K 8/96,"containing materials, or derivatives thereof of undetermined constitution","containing materials, or derivatives thereof of undetermined constitution",Compilation of Changes
2021.02,M,A61K 8/97,A61K 8/97,"from algae, fungi, lichens or plants; from derivatives thereof","from algae, fungi, lichens or plants; from derivatives thereof",Compilation of Changes
2021.02,M,A61K 8/9706,A61K 8/9706,Algae,Algae,Compilation of Changes
2021.02,M,A61K 8/9711,A61K 8/9711,"Phaeophycota or Phaeophyta [brown algae], e.g. Fucus","Phaeophycota or Phaeophyta [brown algae], e.g. Fucus",Compilation of Changes
2021.02,M,A61K 8/9717,A61K 8/9717,"Rhodophycota or Rhodophyta [red algae], e.g. Porphyra","Rhodophycota or Rhodophyta [red algae], e.g. Porphyra",Compilation of Changes
2021.02,M,A61K 8/9722,A61K 8/9722,"Chlorophycota or Chlorophyta [green algae], e.g. Chlorella","Chlorophycota or Chlorophyta [green algae], e.g. Chlorella",Compilation of Changes
2021.02,M,A61K 8/9728,A61K 8/9728,"Fungi, e.g. yeasts","Fungi, e.g. yeasts",Compilation of Changes
2021.02,M,A61K 8/9733,A61K 8/9733,Lichens,Lichens,Compilation of Changes
2021.02,M,A61K 8/9739,A61K 8/9739,Bryophyta [mosses],Bryophyta [mosses],Compilation of Changes
2021.02,M,A61K 8/9741,A61K 8/9741,Pteridophyta [ferns],Pteridophyta [ferns],Compilation of Changes
2021.02,M,A61K 8/9755,A61K 8/9755,Gymnosperms [Coniferophyta],Gymnosperms [Coniferophyta],Compilation of Changes
2021.02,M,A61K 8/9771,A61K 8/9771,"Ginkgophyta, e.g. Ginkgoaceae [Ginkgo family]","Ginkgophyta, e.g. Ginkgoaceae [Ginkgo family]",Compilation of Changes
