改正時期,改正種別,改正前CPC,改正後CPC,改正前標題,改正後標題,資料種別
2013.11,M,B65F 1/085,B65F 1/085,"with a plurality of rigid
                                            inserts",with a plurality of rigid inserts,Scheme XML差分（推定）
2013.11,M,B65F 1/105,B65F 1/105,"the filling means being
                                        pneumatic, e.g. using suction","the filling means being pneumatic, e.g. using suction",Scheme XML差分（推定）
2013.11,M,B65F 1/122,B65F 1/122,"Features allowing the
                                        receptacle to be lifted and subsequently tipped by
                                        associated means on a vehicle",Features allowing the receptacle to be lifted and subsequently tipped by associated means on a vehicle,Scheme XML差分（推定）
2013.11,M,B65F 1/125,B65F 1/125,"Features allowing the
                                        receptacle to be lifted and emptied by its
                                    bottom",Features allowing the receptacle to be lifted and emptied by its bottom,Scheme XML差分（推定）
2013.11,M,B65F 1/127,B65F 1/127,"by
                                    suction",by suction,Scheme XML差分（推定）
2013.11,M,B65F 1/14,B65F 1/14,"Other constructional features; 
                            Accessories
                            holders or carriers for hand articles
                                    A45F5/00; fastening devices
                                    E05C",Other constructional features;  Accessories holders or carriers for hand articles A45F5/00; fastening devices E05C,Scheme XML差分（推定）
2013.11,M,B65F 1/1405,B65F 1/1405,"Compressing means incorporated
                                        in, or specially adapted for, refuse receptacles
                                            presses in general
                                            B30B","Compressing means incorporated in, or specially adapted for, refuse receptacles presses in general B30B",Scheme XML差分（推定）
2013.11,M,B65F 1/141,B65F 1/141,"Supports, racks, stands, posts
                                        or the like for holding refuse receptacles
                                            B65F1/0066 takes
                                            precedence","Supports, racks, stands, posts or the like for holding refuse receptacles B65F1/0066 takes precedence",Scheme XML差分（推定）
2013.11,M,B65F 1/1415,B65F 1/1415,"for flexible receptables,
                                            e.g. bags, sacks","for flexible receptables, e.g. bags, sacks",Scheme XML差分（推定）
2013.11,M,B65F 1/1421,B65F 1/1421,"having means for operating
                                            lids or covers pedal or hand-lever operated
                                                B65D",having means for operating lids or covers pedal or hand-lever operated B65D,Scheme XML差分（推定）
2013.11,M,B65F 1/1426,B65F 1/1426,"Housings, cabinets or
                                        enclosures for refuse receptacles B65F1/006,
                                            B65F1/1452 take
                                            precedence","Housings, cabinets or enclosures for refuse receptacles B65F1/006, B65F1/1452 take precedence",Scheme XML差分（推定）
2013.11,M,B65F 1/1431,B65F 1/1431,"having a waste disposal
                                            chute integrally connected to a work top or the like,
                                            the refuse receptacle remaining
                                        static","having a waste disposal chute integrally connected to a work top or the like, the refuse receptacle remaining static",Scheme XML差分（推定）
2013.11,M,B65F 1/1436,B65F 1/1436,"having a waste receptacle
                                            withdrawn upon opening of the
                                        enclosure",having a waste receptacle withdrawn upon opening of the enclosure,Scheme XML差分（推定）
2013.11,M,B65F 1/1442,B65F 1/1442,"the receptacle being
                                                rotated about a vertical
                                            axis",the receptacle being rotated about a vertical axis,Scheme XML差分（推定）
2013.11,M,B65F 1/1447,B65F 1/1447,"located
                                        underground",located underground,Scheme XML差分（推定）
2013.11,M,B65F 1/1452,B65F 1/1452,"Lifting, hoisting, elevating
                                        mechanisms or the like for refuse receptacles
                                            lifting in general
                                            B66","Lifting, hoisting, elevating mechanisms or the like for refuse receptacles lifting in general B66",Scheme XML差分（推定）
2013.11,M,B65F 1/1457,B65F 1/1457,"for refuse receptacles
                                            located underground",for refuse receptacles located underground,Scheme XML差分（推定）
2013.11,M,B65F 1/1463,B65F 1/1463,"Receptacles adapted to store
                                        one or more piles of used stackable containers, e.g.
                                        beverage cups","Receptacles adapted to store one or more piles of used stackable containers, e.g. beverage cups",Scheme XML差分（推定）
2013.11,M,B65F 1/1468,B65F 1/1468,"Means for facilitating the
                                        transport of the receptacle, e.g. wheels, rolls
                                            hand-operated
                                            refuse vehicles
                                            B65F3/005","Means for facilitating the transport of the receptacle, e.g. wheels, rolls hand-operated refuse vehicles B65F3/005",Scheme XML差分（推定）
2013.11,M,B65F 1/1473,B65F 1/1473,"Receptacles having
                                            wheels",Receptacles having wheels,Scheme XML差分（推定）
2013.11,M,B65F 1/1478,B65F 1/1478,"relating to noise reduction in
                                        receptacles during collecting of refuse, e.g. of
                                        glass","relating to noise reduction in receptacles during collecting of refuse, e.g. of glass",Scheme XML差分（推定）
2013.11,M,B65F 1/1484,B65F 1/1484,"relating to the adaptation of
                                        receptacles to carry identification
                                    means",relating to the adaptation of receptacles to carry identification means,Scheme XML差分（推定）
2013.11,M,B65F 1/16,B65F 1/16,"Lids or covers 
                                B65F1/1421 takes
                                            precedence; pedal or hand-lever operated
                                            for
                                            containers in general
                                        B65D",Lids or covers  B65F1/1421 takes precedence; pedal or hand-lever operated for containers in general B65D,Scheme XML差分（推定）
2013.11,M,B65F 1/1607,B65F 1/1607,"with filling
                                            openings",with filling openings,Scheme XML差分（推定）
2013.11,M,B65F 1/1615,B65F 1/1615,"with means for locking,
                                            fastening or permanently closing
                                        thereof","with means for locking, fastening or permanently closing thereof",Scheme XML差分（推定）
2013.11,M,B65F 1/1623,B65F 1/1623,"with means for assisting
                                            the opening or closing thereof, e.g. springs
                                                spring-actuated
                                                swinging wings
                                                E05F1/10","with means for assisting the opening or closing thereof, e.g. springs spring-actuated swinging wings E05F1/10",Scheme XML差分（推定）
2013.11,M,B65F 1/163,B65F 1/163,"Pedal-operated
                                                lids",Pedal-operated lids,Scheme XML差分（推定）
2013.11,M,B65F 1/1638,B65F 1/1638,"Electromechanically
                                                operated lids",Electromechanically operated lids,Scheme XML差分（推定）
2013.11,M,B65F 1/1646,B65F 1/1646,"provided with means for
                                            mounting on receptacles, e.g.
                                        hinges","provided with means for mounting on receptacles, e.g. hinges",Scheme XML差分（推定）
2013.11,M,B65F 2001/00,B65F 2001/00,"Refuse receptacles; 
                        Accessories
                            therefor
                        containers not specially adapted for refuse,
                                features of refuse receptacles of general interest
                                B65D","Refuse receptacles;  Accessories therefor containers not specially adapted for refuse, features of refuse receptacles of general interest B65D",Scheme XML差分（推定）
2013.11,M,B65F 2001/0033,B65F 2001/0033,"specially adapted for segregated
                                    refuse collecting, e.g. receptacles with several compartments;
                                    Combination of receptacles B65F1/0093 takes
                                        precedence","specially adapted for segregated refuse collecting, e.g. receptacles with several compartments; Combination of receptacles B65F1/0093 takes precedence",Scheme XML差分（推定）
2013.11,M,B65F 2001/008,B65F 2001/008,"Means for automatically selecting the receptacle
                                    in which refuse should be placed",Means for automatically selecting the receptacle in which refuse should be placed,Scheme XML差分（推定）
2013.11,M,B65F 2001/064,B65F 2001/064,"having a plurality of flexible inserts, e.g. on a
                                    roll","having a plurality of flexible inserts, e.g. on a roll",Scheme XML差分（推定）
2013.11,M,B65F 2001/14,B65F 2001/14,"Other constructional features; 
                            Accessories
                            holders or carriers for hand articles
                                    A45F5/00; fastening devices
                                    E05C",Other constructional features;  Accessories holders or carriers for hand articles A45F5/00; fastening devices E05C,Scheme XML差分（推定）
2013.11,M,B65F 2001/1489,B65F 2001/1489,"Refuse receptacles adapted or modified for
                                    gathering compostable domestic refuse",Refuse receptacles adapted or modified for gathering compostable domestic refuse,Scheme XML差分（推定）
2013.11,M,B65F 2001/1494,B65F 2001/1494,"Refuse receptacles comprising means for
                                    preventing or extinguishing fire",Refuse receptacles comprising means for preventing or extinguishing fire,Scheme XML差分（推定）
2013.11,M,B65F 2001/1661,B65F 2001/1661,"relating to noise reduction, e.g. during
                                        opening or closing","relating to noise reduction, e.g. during opening or closing",Scheme XML差分（推定）
2013.11,M,B65F 2001/1669,B65F 2001/1669,"relating to means for fixing or latching the
                                        lid or cover in a certain angle",relating to means for fixing or latching the lid or cover in a certain angle,Scheme XML差分（推定）
2013.11,M,B65F 2001/1676,B65F 2001/1676,"relating to means for sealing the lid or
                                        cover, e.g. against escaping odors","relating to means for sealing the lid or cover, e.g. against escaping odors",Scheme XML差分（推定）
2013.11,M,B65F 2001/1692,B65F 2001/1692,"relating to safety means, e.g. for children
                                        trapped inside the refuse receptacle","relating to safety means, e.g. for children trapped inside the refuse receptacle",Scheme XML差分（推定）
2013.11,M,B65F 2003/00,B65F 2003/00,"Vehicles particularly adapted for collecting refuse 
                        vehicles in general
                                B60; driving vehicle equipment
                                or auxiliaries B60K; discharging
                                contents by tilting entire vehicles
                                B65G; wheeled apparatus for
                                emptying sewers or cesspools
                                E03F7/10",Vehicles particularly adapted for collecting refuse  vehicles in general B60; driving vehicle equipment or auxiliaries B60K; discharging contents by tilting entire vehicles B65G; wheeled apparatus for emptying sewers or cesspools E03F7/10,Scheme XML差分（推定）
2013.11,M,B65F 2003/001,B65F 2003/001,"for segregated refuse collecting,
                                    e.g. vehicles with several
                                compartments","for segregated refuse collecting, e.g. vehicles with several compartments",Scheme XML差分（推定）
2013.11,M,B65F 2003/006,B65F 2003/006,"Constructional features relating to the tank of the
                                refuse vehicle",Constructional features relating to the tank of the refuse vehicle,Scheme XML差分（推定）
2013.11,M,B65F 2003/02,B65F 2003/02,"with means for discharging refuse receptacles
                                thereinto 
                            conveyer construction
                                    B65G; Loaders separate from
                                    vehicles B66F; fluid power
                                    control systems in general
                                    F15B",with means for discharging refuse receptacles thereinto  conveyer construction B65G; Loaders separate from vehicles B66F; fluid power control systems in general F15B,Scheme XML差分（推定）
2013.11,M,B65F 2003/0216,B65F 2003/0216,"the discharging means comprising a device for
                                    determining the volume of the content of refuse receptacles",the discharging means comprising a device for determining the volume of the content of refuse receptacles,Scheme XML差分（推定）
2013.11,M,B65F 2003/022,B65F 2003/022,"the discharging means comprising a device for
                                    determining the weight of the content of refuse receptacles",the discharging means comprising a device for determining the weight of the content of refuse receptacles,Scheme XML差分（推定）
2013.11,M,B65F 2003/0223,B65F 2003/0223,"the discharging means comprising elements for
                                    holding the receptacle",the discharging means comprising elements for holding the receptacle,Scheme XML差分（推定）
2013.11,M,B65F 2003/0226,B65F 2003/0226,"having means for adapting to different sized
                                        receptacles",having means for adapting to different sized receptacles,Scheme XML差分（推定）
2013.11,M,B65F 2003/023,B65F 2003/023,"Gripper arms for embracing the
                                        receptacle",Gripper arms for embracing the receptacle,Scheme XML差分（推定）
2013.11,M,B65F 2003/0233,B65F 2003/0233,"for embracing two or more
                                            receptacles",for embracing two or more receptacles,Scheme XML差分（推定）
2013.11,M,B65F 2003/0243,B65F 2003/0243,"Means for locking the side, e.g. via spigots
                                        or trunnion pins","Means for locking the side, e.g. via spigots or trunnion pins",Scheme XML差分（推定）
2013.11,M,B65F 2003/0246,B65F 2003/0246,"Means for locking the front, e.g. via a
                                        handle","Means for locking the front, e.g. via a handle",Scheme XML差分（推定）
2013.11,M,B65F 2003/025,B65F 2003/025,"Constructional features relating to actuating
                                    means for lifting or tipping containers",Constructional features relating to actuating means for lifting or tipping containers,Scheme XML差分（推定）
2013.11,M,B65F 2003/0253,B65F 2003/0253,"Means for synchronising or coupling two or
                                        more discharging devices, e.g.for allowing the discharge of
                                        one large container or the simultaneous discharge of two or
                                        more containers","Means for synchronising or coupling two or more discharging devices, e.g.for allowing the discharge of one large container or the simultaneous discharge of two or more containers",Scheme XML差分（推定）
2013.11,M,B65F 2003/0256,B65F 2003/0256,"Means for vibrating or shaking the containers
                                        for facilitating emptying",Means for vibrating or shaking the containers for facilitating emptying,Scheme XML差分（推定）
2013.11,M,B65F 2003/0259,B65F 2003/0259,"Means for automatically varying the speed of
                                        operation",Means for automatically varying the speed of operation,Scheme XML差分（推定）
2013.11,M,B65F 2003/0263,B65F 2003/0263,"Constructional features relating to discharging
                                    means",Constructional features relating to discharging means,Scheme XML差分（推定）
2013.11,M,B65F 2003/0269,B65F 2003/0269,"capable of moving along the side of the
                                        vehicle",capable of moving along the side of the vehicle,Scheme XML差分（推定）
2013.11,M,B65F 2003/0276,B65F 2003/0276,"capable of moving towards or away from the
                                        vehicle",capable of moving towards or away from the vehicle,Scheme XML差分（推定）
2013.11,M,B65F 2003/0279,B65F 2003/0279,"the discharging means mounted at the front of
                                        the vehicle",the discharging means mounted at the front of the vehicle,Scheme XML差分（推定）
2013.11,M,B65F 2003/0283,B65F 2003/0283,"between the cab and the collection
                                            compartment",between the cab and the collection compartment,Scheme XML差分（推定）
2013.11,M,B65F 2003/0286,B65F 2003/0286,"Means mounted on the vehicle for opening the lid
                                    or cover of the receptacle",Means mounted on the vehicle for opening the lid or cover of the receptacle,Scheme XML差分（推定）
2013.11,M,B65F 2003/0289,B65F 2003/0289,"the opening means being mounted on the
                                        discharging means",the opening means being mounted on the discharging means,Scheme XML差分（推定）
2013.11,M,B65F 2003/0293,B65F 2003/0293,"Means mounted on the vehicle for supporting the
                                    refuse receptacle in the tipping position",Means mounted on the vehicle for supporting the refuse receptacle in the tipping position,Scheme XML差分（推定）
2013.11,M,B65F 2003/0296,B65F 2003/0296,"the supporting means mounted on the
                                        discharging means",the supporting means mounted on the discharging means,Scheme XML差分（推定）
2013.11,M,B65F 2003/14,B65F 2003/14,"with devices for charging, distributing or
                                compressing refuse in the interior of the tank of a refuse vehicle 
                            B65F3/02 takes
                                    precedence","with devices for charging, distributing or compressing refuse in the interior of the tank of a refuse vehicle  B65F3/02 takes precedence",Scheme XML差分（推定）
2013.11,M,B65F 2210/179,B65F 2210/179,"Suction means, e.g. for forcing a bag inside the
                                receptacle","Suction means, e.g. for forcing a bag inside the receptacle",Scheme XML差分（推定）
2013.11,M,B65F 2210/1795,B65F 2210/1795,"for sucking off dust particles during insertion
                                    of refuse in the receptacle",for sucking off dust particles during insertion of refuse in the receptacle,Scheme XML差分（推定）
2013.11,M,B65F 3/00,B65F 3/00,"Vehicles particularly adapted for collecting refuse 
                        vehicles in general
                                B60; driving vehicle equipment
                                or auxiliaries B60K; discharging
                                contents by tilting entire vehicles
                                B65G; wheeled apparatus for
                                emptying sewers or cesspools
                                E03F7/10",Vehicles particularly adapted for collecting refuse  vehicles in general B60; driving vehicle equipment or auxiliaries B60K; discharging contents by tilting entire vehicles B65G; wheeled apparatus for emptying sewers or cesspools E03F7/10,Scheme XML差分（推定）
2013.11,M,B65F 3/001,B65F 3/001,"for segregated refuse collecting,
                                    e.g. vehicles with several
                                compartments","for segregated refuse collecting, e.g. vehicles with several compartments",Scheme XML差分（推定）
2013.11,M,B65F 3/005,B65F 3/005,"Hand-operated refuse
                                    vehicles",Hand-operated refuse vehicles,Scheme XML差分（推定）
2013.11,M,B65F 3/01,B65F 3/01,"Arrangement and disposition of fluid
                                        actuators",Arrangement and disposition of fluid actuators,Scheme XML差分（推定）
2013.11,M,B65F 3/02,B65F 3/02,"with charging pistons, plates, or the like 
                                for discharging
                                        B65F3/28","with charging pistons, plates, or the like  for discharging B65F3/28",Scheme XML差分（推定）
2013.11,M,B65F 3/0203,B65F 3/0203,"with crane-like
                                        mechanisms",with crane-like mechanisms,Scheme XML差分（推定）
2013.11,M,B65F 3/0206,B65F 3/0206,"while the receptacles remain
                                        in place or are still attached to their supporting
                                        means",while the receptacles remain in place or are still attached to their supporting means,Scheme XML差分（推定）
2013.11,M,B65F 3/0209,B65F 3/0209,"using
                                        suction",using suction,Scheme XML差分（推定）
2013.11,M,B65F 3/0213,B65F 3/0213,"Means for facilitating the
                                        separation of discharging means from collecting
                                        vehicles",Means for facilitating the separation of discharging means from collecting vehicles,Scheme XML差分（推定）
2013.11,M,B65F 3/04,B65F 3/04,"Linkages, pivoted arms, or pivoted carriers for
                                    raising and subsequently tipping receptacles","Linkages, pivoted arms, or pivoted carriers for raising and subsequently tipping receptacles",Scheme XML差分（推定）
2013.11,M,B65F 3/041,B65F 3/041,"Pivoted arms or pivoted
                                            carriers",Pivoted arms or pivoted carriers,Scheme XML差分（推定）
2013.11,M,B65F 3/043,B65F 3/043,"with additional means
                                                for keeping the receptacle substantially vertical
                                                during raising",with additional means for keeping the receptacle substantially vertical during raising,Scheme XML差分（推定）
2013.11,M,B65F 3/045,B65F 3/045,"Four-bar
                                                  linkages",Four-bar linkages,Scheme XML差分（推定）
2013.11,M,B65F 3/046,B65F 3/046,"with additional means
                                                for assisting the tipping of the receptacle after or
                                                during raising",with additional means for assisting the tipping of the receptacle after or during raising,Scheme XML差分（推定）
2013.11,M,B65F 3/048,B65F 3/048,"Linkages
                                                B65F3/041 takes
                                                precedence",Linkages B65F3/041 takes precedence,Scheme XML差分（推定）
2013.11,M,B65F 3/06,B65F 3/06,"Arrangement and disposition of fluid
                                        actuators",Arrangement and disposition of fluid actuators,Scheme XML差分（推定）
2013.11,M,B65F 3/08,B65F 3/08,"Platform elevators or hoists with guides or
                                    runways for raising or tipping receptacles 
                                pivotable guides or
                                            runways
                                            B65F3/041",Platform elevators or hoists with guides or runways for raising or tipping receptacles  pivotable guides or runways B65F3/041,Scheme XML差分（推定）
2013.11,M,B65F 3/12,B65F 3/12,"Conjoint motion of lids, flaps, and shutters on
                                    vehicle and on receptacle
                            
                            
                                 Operation of closures on vehicle conjointly with
                                    tipping of receptacle","Conjoint motion of lids, flaps, and shutters on vehicle and on receptacle    Operation of closures on vehicle conjointly with tipping of receptacle",Scheme XML差分（推定）
2013.11,M,B65F 3/14,B65F 3/14,"with devices for charging, distributing or
                                compressing refuse in the interior of the tank of a refuse vehicle 
                            B65F3/02 takes
                                    precedence","with devices for charging, distributing or compressing refuse in the interior of the tank of a refuse vehicle  B65F3/02 takes precedence",Scheme XML差分（推定）
2013.11,M,B65F 3/143,B65F 3/143,"Means facilitating the
                                        separation of the charging, distributing or compressing
                                        devices from the tank of refuse
                                    vehicles","Means facilitating the separation of the charging, distributing or compressing devices from the tank of refuse vehicles",Scheme XML差分（推定）
2013.11,M,B65F 3/16,B65F 3/16,"with conveyer wheels 
                                with screw conveyers
                                        B65F3/22",with conveyer wheels  with screw conveyers B65F3/22,Scheme XML差分（推定）
2013.11,M,B65F 3/201,B65F 3/201,"the charging pistons,
                                            plates or the like moving
                                        rectilinearly","the charging pistons, plates or the like moving rectilinearly",Scheme XML差分（推定）
2013.11,M,B65F 3/202,B65F 3/202,"with radially shiftable
                                            charging plates or the like mounted on a rotary
                                            drum",with radially shiftable charging plates or the like mounted on a rotary drum,Scheme XML差分（推定）
2013.11,M,B65F 3/203,B65F 3/203,"with charging teeth,
                                            cutters or the like mounted on an axle or a drum
                                            B65F3/202,
                                            B65F3/205,
                                            B65F3/206 take
                                            precedence","with charging teeth, cutters or the like mounted on an axle or a drum B65F3/202, B65F3/205, B65F3/206 take precedence",Scheme XML差分（推定）
2013.11,M,B65F 3/205,B65F 3/205,"with two or more movable
                                            and co-operating plates or the like for charging refuse
                                            from the loading hopper to the interior of a refuse
                                            vehicle",with two or more movable and co-operating plates or the like for charging refuse from the loading hopper to the interior of a refuse vehicle,Scheme XML差分（推定）
2013.11,M,B65F 3/206,B65F 3/206,"with charging plates or
                                            the like rotating around a vertical
                                        axis",with charging plates or the like rotating around a vertical axis,Scheme XML差分（推定）
2013.11,M,B65F 3/207,B65F 3/207,"guided by tracks,
                                            channels, slots or the like provided on the
                                            vehicle","guided by tracks, channels, slots or the like provided on the vehicle",Scheme XML差分（推定）
2013.11,M,B65F 3/208,B65F 3/208,"the charging pistons,
                                            plates or the like oscillating about a horizontal
                                            axis","the charging pistons, plates or the like oscillating about a horizontal axis",Scheme XML差分（推定）
2013.11,M,B65F 3/225,B65F 3/225,"Tanks rotating about a
                                            transversal axis for compressing the garbage by
                                            gravity",Tanks rotating about a transversal axis for compressing the garbage by gravity,Scheme XML差分（推定）
2013.11,M,B65F 3/24,B65F 3/24,"with devices for unloading the tank of a refuse
                                vehicle",with devices for unloading the tank of a refuse vehicle,Scheme XML差分（推定）
2013.11,M,B65F 3/28,B65F 3/28,"by a lengthwise movement of a wall, e.g. a plate,
                                    a piston, or the like 
                                for charging
                                        B65F3/20","by a lengthwise movement of a wall, e.g. a plate, a piston, or the like  for charging B65F3/20",Scheme XML差分（推定）
2013.11,M,B65F 5/00,B65F 5/00,"Gathering or removal of refuse otherwise than by
                            receptacles or vehicles 
                        storage silos, charging and discharging
                                thereof B65G","Gathering or removal of refuse otherwise than by receptacles or vehicles  storage silos, charging and discharging thereof B65G",Scheme XML差分（推定）
