改正前バージョン,改正後バージョン,改正前記号,属性1,改正後記号,属性2
from-version,to-version,from-symbol,modification,to-symbol,modification2
20120101,20130101,A47C0001038000,d,A47C0001035500,n
20120101,20130101,A47C0025000000,d,A47C0023000000,t
20120101,20130101,A47C0025000000,d,A47C0023020000,t
20120101,20130101,A47C0025000000,d,A47C0023040000,t
20120101,20130101,A47C0025000000,d,A47C0023043000,t
20120101,20130101,A47C0025000000,d,A47C0023047000,t
20120101,20130101,A47C0025000000,d,A47C0023050000,t
20120101,20130101,A47C0025000000,d,A47C0023053000,t
20120101,20130101,A47C0025000000,d,A47C0023055000,t
20120101,20130101,A47C0025000000,d,A47C0023057000,t
20120101,20130101,A47C0025000000,d,A47C0023060000,t
20120101,20130101,A47C0025000000,d,A47C0023120000,t
20120101,20130101,A47C0025000000,d,A47C0023140000,t
20120101,20130101,A47C0025000000,d,A47C0023145000,t
20120101,20130101,A47C0025000000,d,A47C0023150000,t
20120101,20130101,A47C0025000000,d,A47C0023155000,t
20120101,20130101,A47C0025000000,d,A47C0023160000,t
20120101,20130101,A47C0025000000,d,A47C0023180000,t
20120101,20130101,A47C0025000000,d,A47C0023200000,t
20120101,20130101,A47C0025000000,d,A47C0023220000,t
20120101,20130101,A47C0025000000,d,A47C0023240000,t
20120101,20130101,A47C0025000000,d,A47C0023260000,t
20120101,20130101,A47C0025000000,d,A47C0023280000,t
20120101,20130101,A47C0025000000,d,A47C0023300000,t
20120101,20130101,A47C0025000000,d,A47C0023320000,t
20120101,20130101,A47C0025000000,d,A47C0023340000,t
20120101,20130101,A47C0025000000,d,A47C0027060000,t
20120101,20130101,A47C0025020000,d,A47C0023000000,t
20120101,20130101,A47C0025020000,d,A47C0023020000,t
20120101,20130101,A47C0025020000,d,A47C0023040000,t
20120101,20130101,A47C0025020000,d,A47C0023043000,t
20120101,20130101,A47C0025020000,d,A47C0023047000,t
20120101,20130101,A47C0025020000,d,A47C0023050000,t
20120101,20130101,A47C0025020000,d,A47C0023053000,t
20120101,20130101,A47C0025020000,d,A47C0023055000,t
20120101,20130101,A47C0025020000,d,A47C0023057000,t
20120101,20130101,A47C0025020000,d,A47C0023060000,t
20120101,20130101,A47C0025020000,d,A47C0023120000,t
20120101,20130101,A47C0025020000,d,A47C0023140000,t
