改正前バージョン,改正後バージョン,改正前記号,属性1,改正後記号,属性2
from-version,to-version,from-symbol,modification,to-symbol,modification2
20060101,20070101,A62D0003000000,c,A62D0003000000,c
20060101,20070101,A62D0003000000,c,A62D0003020000,n
20060101,20070101,A62D0003000000,c,A62D0003100000,n
20060101,20070101,A62D0003000000,c,A62D0003110000,n
20060101,20070101,A62D0003000000,c,A62D0003115000,n
20060101,20070101,A62D0003000000,c,A62D0003130000,n
20060101,20070101,A62D0003000000,c,A62D0003150000,n
20060101,20070101,A62D0003000000,c,A62D0003170000,n
20060101,20070101,A62D0003000000,c,A62D0003172000,n
20060101,20070101,A62D0003000000,c,A62D0003174000,n
20060101,20070101,A62D0003000000,c,A62D0003176000,n
20060101,20070101,A62D0003000000,c,A62D0003178000,n
20060101,20070101,A62D0003000000,c,A62D0003190000,n
20060101,20070101,A62D0003000000,c,A62D0003200000,n
20060101,20070101,A62D0003000000,c,A62D0003300000,n
20060101,20070101,A62D0003000000,c,A62D0003320000,n
20060101,20070101,A62D0003000000,c,A62D0003330000,n
20060101,20070101,A62D0003000000,c,A62D0003340000,n
20060101,20070101,A62D0003000000,c,A62D0003350000,n
20060101,20070101,A62D0003000000,c,A62D0003360000,n
20060101,20070101,A62D0003000000,c,A62D0003370000,n
20060101,20070101,A62D0003000000,c,A62D0003380000,n
20060101,20070101,A62D0003000000,c,A62D0003400000,n
20060101,20070101,H02M0001000000,c,H02M0001000000,c
20060101,20070101,H02M0001000000,c,H02M0001320000,n
20060101,20070101,H02M0001000000,c,H02M0001340000,n
20060101,20070101,H02M0001000000,c,H02M0001360000,n
20060101,20070101,H02M0001000000,c,H02M0001380000,n
20060101,20070101,H02M0001000000,c,H02M0001400000,n
20060101,20070101,H02M0001000000,c,H02M0001420000,n
20060101,20070101,H02M0001000000,c,H02M0001440000,n
20060101,20070101,H02M0007480000,c,H02M0007480000,c
20060101,20070101,H02M0007480000,c,H02M0007483000,n
20060101,20070101,H02M0007480000,c,H02M0007487000,n
20060101,20070101,H02M0007480000,c,H02M0007490000,n
20060101,20070101,H02M0007480000,c,H02M0007493000,n
20060101,20070101,H02M0007480000,c,H02M0007497000,n
20060101,20070101,H02M0007480000,c,H02M0007501000,n
20060101,20070101,H02M0007515000,c,H02M0007515000,c
20060101,20070101,H02M0007515000,c,H02M0007516000,n
20060101,20070101,H02M0007538000,c,H02M0007538000,c
20060101,20070101,H02M0007538000,c,H02M0007538100,n
20060101,20070101,H02M0007538300,c,H02M0007538300,c
20060101,20070101,H02M0007538300,c,H02M0007538380,n
20060101,20070101,H02M0007538300,c,H02M0007538460,n
20060101,20070101,H02M0007538300,c,H02M0007538540,n
20060101,20070101,H02M0007538300,c,H02M0007538620,n
20060101,20070101,H02M0007538700,c,H02M0007538700,c
20060101,20070101,H02M0007538700,c,H02M0007538800,n
