改正前バージョン,改正後バージョン,改正前記号,属性1,改正後記号,属性2
from-version,to-version,from-symbol,modification,to-symbol,modification2
20070101,20071001,B60K0006000000,c,B60K0006000000,n
20070101,20071001,B60K0006000000,c,B60K0006200000,n
20070101,20071001,B60K0006000000,c,B60K0006220000,n
20070101,20071001,B60K0006000000,c,B60K0006240000,n
20070101,20071001,B60K0006000000,c,B60K0006260000,n
20070101,20071001,B60K0006000000,c,B60K0006280000,n
20070101,20071001,B60K0006000000,c,B60K0006300000,n
20070101,20071001,B60K0006000000,c,B60K0006320000,n
20070101,20071001,B60K0006000000,c,B60K0006340000,n
20070101,20071001,B60K0006000000,c,B60K0006360000,n
20070101,20071001,B60K0006000000,c,B60K0006365000,n
20070101,20071001,B60K0006000000,c,B60K0006380000,n
20070101,20071001,B60K0006000000,c,B60K0006383000,n
20070101,20071001,B60K0006000000,c,B60K0006387000,n
20070101,20071001,B60K0006000000,c,B60K0006400000,n
20070101,20071001,B60K0006000000,c,B60K0006405000,n
20070101,20071001,B60K0006000000,c,B60K0006420000,n
20070101,20071001,B60K0006000000,c,B60K0006440000,n
20070101,20071001,B60K0006000000,c,B60K0006442000,n
20070101,20071001,B60K0006000000,c,B60K0006445000,n
20070101,20071001,B60K0006000000,c,B60K0006448000,n
20070101,20071001,B60K0006000000,c,B60K0006460000,n
20070101,20071001,B60K0006000000,c,B60K0006480000,n
20070101,20071001,B60K0006000000,c,B60K0006485000,n
20070101,20071001,B60K0006000000,c,B60K0006500000,n
20070101,20071001,B60K0006000000,c,B60K0006520000,n
20070101,20071001,B60K0006000000,c,B60K0006540000,n
20070101,20071001,B60K0006000000,c,B60K0006543000,n
20070101,20071001,B60K0006000000,c,B60K0006547000,n
20070101,20071001,B60K0006020000,d,B60K0006200000,n
20070101,20071001,B60K0006020000,d,B60K0006220000,n
20070101,20071001,B60K0006020000,d,B60K0006240000,n
20070101,20071001,B60K0006020000,d,B60K0006260000,n
20070101,20071001,B60K0006020000,d,B60K0006280000,n
20070101,20071001,B60K0006020000,d,B60K0006300000,n
20070101,20071001,B60K0006020000,d,B60K0006320000,n
20070101,20071001,B60K0006020000,d,B60K0006340000,n
20070101,20071001,B60K0006020000,d,B60K0006360000,n
20070101,20071001,B60K0006020000,d,B60K0006365000,n
20070101,20071001,B60K0006020000,d,B60K0006380000,n
20070101,20071001,B60K0006020000,d,B60K0006383000,n
20070101,20071001,B60K0006020000,d,B60K0006387000,n
20070101,20071001,B60K0006020000,d,B60K0006400000,n
20070101,20071001,B60K0006020000,d,B60K0006405000,n
20070101,20071001,B60K0006020000,d,B60K0006420000,n
20070101,20071001,B60K0006020000,d,B60K0006440000,n
20070101,20071001,B60K0006020000,d,B60K0006442000,n
20070101,20071001,B60K0006020000,d,B60K0006445000,n
20070101,20071001,B60K0006020000,d,B60K0006448000,n
20070101,20071001,B60K0006020000,d,B60K0006460000,n
20070101,20071001,B60K0006020000,d,B60K0006480000,n
20070101,20071001,B60K0006020000,d,B60K0006485000,n
20070101,20071001,B60K0006020000,d,B60K0006500000,n
20070101,20071001,B60K0006020000,d,B60K0006520000,n
20070101,20071001,B60K0006020000,d,B60K0006540000,n
20070101,20071001,B60K0006020000,d,B60K0006543000,n
20070101,20071001,B60K0006020000,d,B60K0006547000,n
20070101,20071001,B60K0006040000,d,B60K0006200000,n
20070101,20071001,B60K0006040000,d,B60K0006220000,n
20070101,20071001,B60K0006040000,d,B60K0006240000,n
20070101,20071001,B60K0006040000,d,B60K0006260000,n
20070101,20071001,B60K0006040000,d,B60K0006280000,n
20070101,20071001,B60K0006040000,d,B60K0006320000,n
20070101,20071001,B60K0006040000,d,B60K0006360000,n
20070101,20071001,B60K0006040000,d,B60K0006365000,n
20070101,20071001,B60K0006040000,d,B60K0006380000,n
20070101,20071001,B60K0006040000,d,B60K0006383000,n
20070101,20071001,B60K0006040000,d,B60K0006387000,n
20070101,20071001,B60K0006040000,d,B60K0006400000,n
20070101,20071001,B60K0006040000,d,B60K0006405000,n
20070101,20071001,B60K0006040000,d,B60K0006420000,n
20070101,20071001,B60K0006040000,d,B60K0006440000,n
20070101,20071001,B60K0006040000,d,B60K0006442000,n
20070101,20071001,B60K0006040000,d,B60K0006445000,n
20070101,20071001,B60K0006040000,d,B60K0006448000,n
20070101,20071001,B60K0006040000,d,B60K0006460000,n
20070101,20071001,B60K0006040000,d,B60K0006480000,n
20070101,20071001,B60K0006040000,d,B60K0006485000,n
20070101,20071001,B60K0006040000,d,B60K0006500000,n
20070101,20071001,B60K0006040000,d,B60K0006520000,n
20070101,20071001,B60K0006040000,d,B60K0006540000,n
20070101,20071001,B60K0006040000,d,B60K0006543000,n
20070101,20071001,B60K0006040000,d,B60K0006547000,n
20070101,20071001,B60K0006060000,d,B60K0006300000,n
