改正前バージョン,改正後バージョン,改正前記号,属性1,改正後記号,属性2
from-version,to-version,from-symbol,modification,to-symbol,modification2
20130101,20140101,A61M0023000000,d,A61B0017000000,t
20130101,20140101,A61M0023000000,d,A61B0017020000,t
20130101,20140101,A61M0023000000,d,A61B0017030000,t
20130101,20140101,A61M0023000000,d,A61B0017040000,t
20130101,20140101,A61M0023000000,d,A61B0017060000,t
20130101,20140101,A61M0023000000,d,A61B0017062000,t
20130101,20140101,A61M0023000000,d,A61B0017064000,t
20130101,20140101,A61M0023000000,d,A61B0017068000,t
20130101,20140101,A61M0023000000,d,A61B0017072000,t
20130101,20140101,A61M0023000000,d,A61B0017076000,t
20130101,20140101,A61M0023000000,d,A61B0017080000,t
20130101,20140101,A61M0023000000,d,A61B0017100000,t
20130101,20140101,A61M0023000000,d,A61B0017110000,t
20130101,20140101,A61M0023000000,d,A61B0017115000,t
20130101,20140101,A61M0023000000,d,A61B0017120000,t
20130101,20140101,A61M0023000000,d,A61B0017122000,t
20130101,20140101,A61M0023000000,d,A61B0017125000,t
20130101,20140101,A61M0023000000,d,A61B0017128000,t
20130101,20140101,A61M0023000000,d,A61B0017132000,t
20130101,20140101,A61M0023000000,d,A61B0017135000,t
20130101,20140101,A61M0023000000,d,A61B0017138000,t
20130101,20140101,A61M0023000000,d,A61B0017140000,t
20130101,20140101,A61M0023000000,d,A61B0017150000,t
20130101,20140101,A61M0023000000,d,A61B0017160000,t
20130101,20140101,A61M0023000000,d,A61B0017170000,t
20130101,20140101,A61M0023000000,d,A61B0017200000,t
20130101,20140101,A61M0023000000,d,A61B0017220000,t
20130101,20140101,A61M0023000000,d,A61B0017221000,t
20130101,20140101,A61M0023000000,d,A61B0017225000,t
20130101,20140101,A61M0023000000,d,A61B0017240000,t
20130101,20140101,A61M0023000000,d,A61B0017260000,t
20130101,20140101,A61M0023000000,d,A61B0017280000,t
20130101,20140101,A61M0023000000,d,A61B0017285000,t
20130101,20140101,A61M0023000000,d,A61B0017290000,t
20130101,20140101,A61M0023000000,d,A61B0017295000,t
20130101,20140101,A61M0023000000,d,A61B0017300000,t
20130101,20140101,A61M0023000000,d,A61B0017320000,t
20130101,20140101,A61M0023000000,d,A61B0017320100,t
20130101,20140101,A61M0023000000,d,A61B0017320300,t
20130101,20140101,A61M0023000000,d,A61B0017320500,t
20130101,20140101,A61M0023000000,d,A61B0017320700,t
20130101,20140101,A61M0023000000,d,A61B0017320900,t
20130101,20140101,A61M0023000000,d,A61B0017321100,t
20130101,20140101,A61M0023000000,d,A61B0017321300,t
20130101,20140101,A61M0023000000,d,A61B0017321500,t
20130101,20140101,A61M0023000000,d,A61B0017321700,t
20130101,20140101,A61M0023000000,d,A61B0017322000,t
20130101,20140101,A61M0023000000,d,A61B0017326000,t
20130101,20140101,A61M0023000000,d,A61B0017340000,t
20130101,20140101,A61M0023000000,d,A61B0017420000,t
20130101,20140101,A61M0023000000,d,A61B0017425000,t
20130101,20140101,A61M0023000000,d,A61B0017430000,t
20130101,20140101,A61M0023000000,d,A61B0017435000,t
20130101,20140101,A61M0023000000,d,A61B0017440000,t
20130101,20140101,A61M0023000000,d,A61B0017460000,t
20130101,20140101,A61M0023000000,d,A61B0017480000,t
20130101,20140101,A61M0023000000,d,A61B0017500000,t
20130101,20140101,A61M0023000000,d,A61B0017520000,t
20130101,20140101,A61M0023000000,d,A61B0017540000,t
20130101,20140101,A61M0023000000,d,A61B0017560000,t
20130101,20140101,A61M0023000000,d,A61B0017580000,t
20130101,20140101,A61M0023000000,d,A61B0017600000,t
20130101,20140101,A61M0023000000,d,A61B0017620000,t
20130101,20140101,A61M0023000000,d,A61B0017640000,t
20130101,20140101,A61M0023000000,d,A61B0017660000,t
20130101,20140101,A61M0023000000,d,A61B0017680000,t
20130101,20140101,A61M0023000000,d,A61B0017700000,t
20130101,20140101,A61M0023000000,d,A61B0017720000,t
20130101,20140101,A61M0023000000,d,A61B0017740000,t
20130101,20140101,A61M0023000000,d,A61B0017760000,t
