改正前バージョン,改正後バージョン,改正前記号,属性1,改正後記号,属性2
from-version,to-version,from-symbol,modification,to-symbol,modification2
20170101,20180101,F25C0001140000,c,F25C0001140000,c
20170101,20180101,F25C0001140000,c,F25C0001142000,n
20170101,20180101,F25C0001140000,c,F25C0001145000,n
20170101,20180101,F25C0001140000,c,F25C0001147000,n
20170101,20180101,F25C0001240000,c,F25C0001240000,c
20170101,20180101,F25C0001240000,c,F25C0001243000,n
20170101,20180101,F25C0001240000,c,F25C0001246000,n
20170101,20180101,F25C0001040000,c,F25C0001040000,c
20170101,20180101,F25C0001040000,c,F25C0001045000,n
20170101,20180101,A01H0005020000,c,A01H0005020000,c
20170101,20180101,A01H0005020000,c,A01H0006000000,n
20170101,20180101,A01H0005020000,c,A01H0006020000,n
20170101,20180101,A01H0005020000,c,A01H0006040000,n
20170101,20180101,A01H0005020000,c,A01H0006060000,n
20170101,20180101,A01H0005020000,c,A01H0006080000,n
20170101,20180101,A01H0005020000,c,A01H0006100000,n
20170101,20180101,A01H0005020000,c,A01H0006120000,n
20170101,20180101,A01H0005020000,c,A01H0006140000,n
20170101,20180101,A01H0005020000,c,A01H0006160000,n
20170101,20180101,A01H0005020000,c,A01H0006180000,n
20170101,20180101,A01H0005020000,c,A01H0006200000,n
20170101,20180101,A01H0005020000,c,A01H0006220000,n
20170101,20180101,A01H0005020000,c,A01H0006240000,n
20170101,20180101,A01H0005020000,c,A01H0006260000,n
20170101,20180101,A01H0005020000,c,A01H0006280000,n
20170101,20180101,A01H0005020000,c,A01H0006300000,n
20170101,20180101,A01H0005020000,c,A01H0006320000,n
20170101,20180101,A01H0005020000,c,A01H0006340000,n
20170101,20180101,A01H0005020000,c,A01H0006360000,n
20170101,20180101,A01H0005020000,c,A01H0006380000,n
20170101,20180101,A01H0005020000,c,A01H0006400000,n
20170101,20180101,A01H0005020000,c,A01H0006420000,n
20170101,20180101,A01H0005020000,c,A01H0006440000,n
20170101,20180101,A01H0005020000,c,A01H0006460000,n
20170101,20180101,A01H0005020000,c,A01H0006480000,n
20170101,20180101,A01H0005020000,c,A01H0006500000,n
20170101,20180101,A01H0005020000,c,A01H0006520000,n
20170101,20180101,A01H0005020000,c,A01H0006540000,n
20170101,20180101,A01H0005020000,c,A01H0006560000,n
20170101,20180101,A01H0005020000,c,A01H0006580000,n
20170101,20180101,A01H0005020000,c,A01H0006600000,n
20170101,20180101,A01H0005020000,c,A01H0006620000,n
20170101,20180101,A01H0005020000,c,A01H0006640000,n
20170101,20180101,A01H0005020000,c,A01H0006660000,n
20170101,20180101,A01H0005020000,c,A01H0006680000,n
20170101,20180101,A01H0005020000,c,A01H0006700000,n
20170101,20180101,A01H0005020000,c,A01H0006720000,n
20170101,20180101,A01H0005020000,c,A01H0006740000,n
20170101,20180101,A01H0005020000,c,A01H0006760000,n
20170101,20180101,A01H0005020000,c,A01H0006780000,n
20170101,20180101,A01H0005020000,c,A01H0006800000,n
20170101,20180101,A01H0005020000,c,A01H0006820000,n
20170101,20180101,A01H0005020000,c,A01H0006840000,n
20170101,20180101,A01H0005020000,c,A01H0006860000,n
20170101,20180101,A01H0005020000,c,A01H0006880000,n
20170101,20180101,A01H0005040000,c,A01H0005040000,c
20170101,20180101,A01H0005040000,c,A01H0006000000,n
20170101,20180101,A01H0005040000,c,A01H0006020000,n
20170101,20180101,A01H0005040000,c,A01H0006040000,n
20170101,20180101,A01H0005040000,c,A01H0006060000,n
20170101,20180101,A01H0005040000,c,A01H0006080000,n
20170101,20180101,A01H0005040000,c,A01H0006100000,n
20170101,20180101,A01H0005040000,c,A01H0006120000,n
20170101,20180101,A01H0005040000,c,A01H0006140000,n
20170101,20180101,A01H0005040000,c,A01H0006160000,n
20170101,20180101,A01H0005040000,c,A01H0006180000,n
20170101,20180101,A01H0005040000,c,A01H0006200000,n
20170101,20180101,A01H0005040000,c,A01H0006220000,n
20170101,20180101,A01H0005040000,c,A01H0006240000,n
20170101,20180101,A01H0005040000,c,A01H0006260000,n
20170101,20180101,A01H0005040000,c,A01H0006280000,n
20170101,20180101,A01H0005040000,c,A01H0006300000,n
20170101,20180101,A01H0005040000,c,A01H0006320000,n
20170101,20180101,A01H0005040000,c,A01H0006340000,n
20170101,20180101,A01H0005040000,c,A01H0006360000,n
20170101,20180101,A01H0005040000,c,A01H0006380000,n
20170101,20180101,A01H0005040000,c,A01H0006400000,n
20170101,20180101,A01H0005040000,c,A01H0006420000,n
20170101,20180101,A01H0005040000,c,A01H0006440000,n
20170101,20180101,A01H0005040000,c,A01H0006460000,n
20170101,20180101,A01H0005040000,c,A01H0006480000,n
20170101,20180101,A01H0005040000,c,A01H0006500000,n
20170101,20180101,A01H0005040000,c,A01H0006520000,n
20170101,20180101,A01H0005040000,c,A01H0006540000,n
20170101,20180101,A01H0005040000,c,A01H0006560000,n
20170101,20180101,A01H0005040000,c,A01H0006580000,n
20170101,20180101,A01H0005040000,c,A01H0006600000,n
20170101,20180101,A01H0005040000,c,A01H0006620000,n
20170101,20180101,A01H0005040000,c,A01H0006640000,n
20170101,20180101,A01H0005040000,c,A01H0006660000,n
20170101,20180101,A01H0005040000,c,A01H0006680000,n
20170101,20180101,A01H0005040000,c,A01H0006700000,n
20170101,20180101,A01H0005040000,c,A01H0006720000,n
20170101,20180101,A01H0005040000,c,A01H0006740000,n
20170101,20180101,A01H0005040000,c,A01H0006760000,n
20170101,20180101,A01H0005040000,c,A01H0006780000,n
20170101,20180101,A01H0005040000,c,A01H0006800000,n
20170101,20180101,A01H0005040000,c,A01H0006820000,n
20170101,20180101,A01H0005040000,c,A01H0006840000,n
20170101,20180101,A01H0005040000,c,A01H0006860000,n
20170101,20180101,A01H0005040000,c,A01H0006880000,n
20170101,20180101,A01H0005060000,c,A01H0005060000,c
20170101,20180101,A01H0005060000,c,A01H0006000000,n
20170101,20180101,A01H0005060000,c,A01H0006020000,n
20170101,20180101,A01H0005060000,c,A01H0006040000,n
20170101,20180101,A01H0005060000,c,A01H0006060000,n
20170101,20180101,A01H0005060000,c,A01H0006080000,n
20170101,20180101,A01H0005060000,c,A01H0006100000,n
20170101,20180101,A01H0005060000,c,A01H0006120000,n
20170101,20180101,A01H0005060000,c,A01H0006140000,n
20170101,20180101,A01H0005060000,c,A01H0006160000,n
20170101,20180101,A01H0005060000,c,A01H0006180000,n
20170101,20180101,A01H0005060000,c,A01H0006200000,n
20170101,20180101,A01H0005060000,c,A01H0006220000,n
20170101,20180101,A01H0005060000,c,A01H0006240000,n
20170101,20180101,A01H0005060000,c,A01H0006260000,n
20170101,20180101,A01H0005060000,c,A01H0006280000,n
20170101,20180101,A01H0005060000,c,A01H0006300000,n
20170101,20180101,A01H0005060000,c,A01H0006320000,n
20170101,20180101,A01H0005060000,c,A01H0006340000,n
20170101,20180101,A01H0005060000,c,A01H0006360000,n
20170101,20180101,A01H0005060000,c,A01H0006380000,n
20170101,20180101,A01H0005060000,c,A01H0006400000,n
20170101,20180101,A01H0005060000,c,A01H0006420000,n
20170101,20180101,A01H0005060000,c,A01H0006440000,n
20170101,20180101,A01H0005060000,c,A01H0006460000,n
20170101,20180101,A01H0005060000,c,A01H0006480000,n
20170101,20180101,A01H0005060000,c,A01H0006500000,n
20170101,20180101,A01H0005060000,c,A01H0006520000,n
20170101,20180101,A01H0005060000,c,A01H0006540000,n
20170101,20180101,A01H0005060000,c,A01H0006560000,n
20170101,20180101,A01H0005060000,c,A01H0006580000,n
20170101,20180101,A01H0005060000,c,A01H0006600000,n
20170101,20180101,A01H0005060000,c,A01H0006620000,n
20170101,20180101,A01H0005060000,c,A01H0006640000,n
20170101,20180101,A01H0005060000,c,A01H0006660000,n
20170101,20180101,A01H0005060000,c,A01H0006680000,n
20170101,20180101,A01H0005060000,c,A01H0006700000,n
20170101,20180101,A01H0005060000,c,A01H0006720000,n
20170101,20180101,A01H0005060000,c,A01H0006740000,n
20170101,20180101,A01H0005060000,c,A01H0006760000,n
20170101,20180101,A01H0005060000,c,A01H0006780000,n
20170101,20180101,A01H0005060000,c,A01H0006800000,n
20170101,20180101,A01H0005060000,c,A01H0006820000,n
20170101,20180101,A01H0005060000,c,A01H0006840000,n
20170101,20180101,A01H0005060000,c,A01H0006860000,n
20170101,20180101,A01H0005060000,c,A01H0006880000,n
20170101,20180101,A01H0005080000,c,A01H0005080000,c
20170101,20180101,A01H0005080000,c,A01H0006000000,n
20170101,20180101,A01H0005080000,c,A01H0006020000,n
20170101,20180101,A01H0005080000,c,A01H0006040000,n
20170101,20180101,A01H0005080000,c,A01H0006060000,n
20170101,20180101,A01H0005080000,c,A01H0006080000,n
20170101,20180101,A01H0005080000,c,A01H0006100000,n
20170101,20180101,A01H0005080000,c,A01H0006120000,n
20170101,20180101,A01H0005080000,c,A01H0006140000,n
20170101,20180101,A01H0005080000,c,A01H0006160000,n
20170101,20180101,A01H0005080000,c,A01H0006180000,n
20170101,20180101,A01H0005080000,c,A01H0006200000,n
20170101,20180101,A01H0005080000,c,A01H0006220000,n
20170101,20180101,A01H0005080000,c,A01H0006240000,n
20170101,20180101,A01H0005080000,c,A01H0006260000,n
20170101,20180101,A01H0005080000,c,A01H0006280000,n
20170101,20180101,A01H0005080000,c,A01H0006300000,n
20170101,20180101,A01H0005080000,c,A01H0006320000,n
20170101,20180101,A01H0005080000,c,A01H0006340000,n
20170101,20180101,A01H0005080000,c,A01H0006360000,n
20170101,20180101,A01H0005080000,c,A01H0006380000,n
20170101,20180101,A01H0005080000,c,A01H0006400000,n
20170101,20180101,A01H0005080000,c,A01H0006420000,n
20170101,20180101,A01H0005080000,c,A01H0006440000,n
20170101,20180101,A01H0005080000,c,A01H0006460000,n
20170101,20180101,A01H0005080000,c,A01H0006480000,n
20170101,20180101,A01H0005080000,c,A01H0006500000,n
20170101,20180101,A01H0005080000,c,A01H0006520000,n
20170101,20180101,A01H0005080000,c,A01H0006540000,n
20170101,20180101,A01H0005080000,c,A01H0006560000,n
20170101,20180101,A01H0005080000,c,A01H0006580000,n
20170101,20180101,A01H0005080000,c,A01H0006600000,n
20170101,20180101,A01H0005080000,c,A01H0006620000,n
20170101,20180101,A01H0005080000,c,A01H0006640000,n
20170101,20180101,A01H0005080000,c,A01H0006660000,n
20170101,20180101,A01H0005080000,c,A01H0006680000,n
20170101,20180101,A01H0005080000,c,A01H0006700000,n
20170101,20180101,A01H0005080000,c,A01H0006720000,n
20170101,20180101,A01H0005080000,c,A01H0006740000,n
20170101,20180101,A01H0005080000,c,A01H0006760000,n
20170101,20180101,A01H0005080000,c,A01H0006780000,n
20170101,20180101,A01H0005080000,c,A01H0006800000,n
20170101,20180101,A01H0005080000,c,A01H0006820000,n
20170101,20180101,A01H0005080000,c,A01H0006840000,n
20170101,20180101,A01H0005080000,c,A01H0006860000,n
20170101,20180101,A01H0005080000,c,A01H0006880000,n
20170101,20180101,A01H0005100000,c,A01H0005100000,c
20170101,20180101,A01H0005100000,c,A01H0006000000,n
20170101,20180101,A01H0005100000,c,A01H0006020000,n
20170101,20180101,A01H0005100000,c,A01H0006040000,n
20170101,20180101,A01H0005100000,c,A01H0006060000,n
20170101,20180101,A01H0005100000,c,A01H0006080000,n
20170101,20180101,A01H0005100000,c,A01H0006100000,n
20170101,20180101,A01H0005100000,c,A01H0006120000,n
20170101,20180101,A01H0005100000,c,A01H0006140000,n
20170101,20180101,A01H0005100000,c,A01H0006160000,n
20170101,20180101,A01H0005100000,c,A01H0006180000,n
20170101,20180101,A01H0005100000,c,A01H0006200000,n
20170101,20180101,A01H0005100000,c,A01H0006220000,n
20170101,20180101,A01H0005100000,c,A01H0006240000,n
20170101,20180101,A01H0005100000,c,A01H0006260000,n
20170101,20180101,A01H0005100000,c,A01H0006280000,n
20170101,20180101,A01H0005100000,c,A01H0006300000,n
20170101,20180101,A01H0005100000,c,A01H0006320000,n
20170101,20180101,A01H0005100000,c,A01H0006340000,n
20170101,20180101,A01H0005100000,c,A01H0006360000,n
20170101,20180101,A01H0005100000,c,A01H0006380000,n
20170101,20180101,A01H0005100000,c,A01H0006400000,n
20170101,20180101,A01H0005100000,c,A01H0006420000,n
20170101,20180101,A01H0005100000,c,A01H0006440000,n
20170101,20180101,A01H0005100000,c,A01H0006460000,n
20170101,20180101,A01H0005100000,c,A01H0006480000,n
20170101,20180101,A01H0005100000,c,A01H0006500000,n
20170101,20180101,A01H0005100000,c,A01H0006520000,n
20170101,20180101,A01H0005100000,c,A01H0006540000,n
20170101,20180101,A01H0005100000,c,A01H0006560000,n
20170101,20180101,A01H0005100000,c,A01H0006580000,n
20170101,20180101,A01H0005100000,c,A01H0006600000,n
20170101,20180101,A01H0005100000,c,A01H0006620000,n
20170101,20180101,A01H0005100000,c,A01H0006640000,n
20170101,20180101,A01H0005100000,c,A01H0006660000,n
20170101,20180101,A01H0005100000,c,A01H0006680000,n
20170101,20180101,A01H0005100000,c,A01H0006700000,n
20170101,20180101,A01H0005100000,c,A01H0006720000,n
20170101,20180101,A01H0005100000,c,A01H0006740000,n
20170101,20180101,A01H0005100000,c,A01H0006760000,n
20170101,20180101,A01H0005100000,c,A01H0006780000,n
20170101,20180101,A01H0005100000,c,A01H0006800000,n
20170101,20180101,A01H0005100000,c,A01H0006820000,n
20170101,20180101,A01H0005100000,c,A01H0006840000,n
20170101,20180101,A01H0005100000,c,A01H0006860000,n
20170101,20180101,A01H0005100000,c,A01H0006880000,n
20170101,20180101,A01H0005120000,c,A01H0005120000,c
20170101,20180101,A01H0005120000,c,A01H0006000000,n
20170101,20180101,A01H0005120000,c,A01H0006020000,n
20170101,20180101,A01H0005120000,c,A01H0006040000,n
20170101,20180101,A01H0005120000,c,A01H0006060000,n
20170101,20180101,A01H0005120000,c,A01H0006080000,n
20170101,20180101,A01H0005120000,c,A01H0006100000,n
20170101,20180101,A01H0005120000,c,A01H0006120000,n
20170101,20180101,A01H0005120000,c,A01H0006140000,n
20170101,20180101,A01H0005120000,c,A01H0006160000,n
20170101,20180101,A01H0005120000,c,A01H0006180000,n
20170101,20180101,A01H0005120000,c,A01H0006200000,n
20170101,20180101,A01H0005120000,c,A01H0006220000,n
20170101,20180101,A01H0005120000,c,A01H0006240000,n
20170101,20180101,A01H0005120000,c,A01H0006260000,n
20170101,20180101,A01H0005120000,c,A01H0006280000,n
20170101,20180101,A01H0005120000,c,A01H0006300000,n
20170101,20180101,A01H0005120000,c,A01H0006320000,n
20170101,20180101,A01H0005120000,c,A01H0006340000,n
20170101,20180101,A01H0005120000,c,A01H0006360000,n
20170101,20180101,A01H0005120000,c,A01H0006380000,n
20170101,20180101,A01H0005120000,c,A01H0006400000,n
20170101,20180101,A01H0005120000,c,A01H0006420000,n
20170101,20180101,A01H0005120000,c,A01H0006440000,n
20170101,20180101,A01H0005120000,c,A01H0006460000,n
20170101,20180101,A01H0005120000,c,A01H0006480000,n
20170101,20180101,A01H0005120000,c,A01H0006500000,n
20170101,20180101,A01H0005120000,c,A01H0006520000,n
20170101,20180101,A01H0005120000,c,A01H0006540000,n
20170101,20180101,A01H0005120000,c,A01H0006560000,n
20170101,20180101,A01H0005120000,c,A01H0006580000,n
20170101,20180101,A01H0005120000,c,A01H0006600000,n
20170101,20180101,A01H0005120000,c,A01H0006620000,n
20170101,20180101,A01H0005120000,c,A01H0006640000,n
20170101,20180101,A01H0005120000,c,A01H0006660000,n
20170101,20180101,A01H0005120000,c,A01H0006680000,n
20170101,20180101,A01H0005120000,c,A01H0006700000,n
20170101,20180101,A01H0005120000,c,A01H0006720000,n
20170101,20180101,A01H0005120000,c,A01H0006740000,n
20170101,20180101,A01H0005120000,c,A01H0006760000,n
20170101,20180101,A01H0005120000,c,A01H0006780000,n
20170101,20180101,A01H0005120000,c,A01H0006800000,n
20170101,20180101,A01H0005120000,c,A01H0006820000,n
20170101,20180101,A01H0005120000,c,A01H0006840000,n
20170101,20180101,A01H0005120000,c,A01H0006860000,n
20170101,20180101,A01H0005120000,c,A01H0006880000,n
20170101,20180101,A01H0005000000,c,A01H0005000000,c
20170101,20180101,A01H0005000000,c,A01H0006000000,n
20170101,20180101,A01H0005000000,c,A01H0006020000,n
20170101,20180101,A01H0005000000,c,A01H0006040000,n
20170101,20180101,A01H0005000000,c,A01H0006060000,n
20170101,20180101,A01H0005000000,c,A01H0006080000,n
20170101,20180101,A01H0005000000,c,A01H0006100000,n
20170101,20180101,A01H0005000000,c,A01H0006120000,n
20170101,20180101,A01H0005000000,c,A01H0006140000,n
20170101,20180101,A01H0005000000,c,A01H0006160000,n
20170101,20180101,A01H0005000000,c,A01H0006180000,n
20170101,20180101,A01H0005000000,c,A01H0006200000,n
20170101,20180101,A01H0005000000,c,A01H0006220000,n
20170101,20180101,A01H0005000000,c,A01H0006240000,n
20170101,20180101,A01H0005000000,c,A01H0006260000,n
20170101,20180101,A01H0005000000,c,A01H0006280000,n
20170101,20180101,A01H0005000000,c,A01H0006300000,n
20170101,20180101,A01H0005000000,c,A01H0006320000,n
20170101,20180101,A01H0005000000,c,A01H0006340000,n
20170101,20180101,A01H0005000000,c,A01H0006360000,n
20170101,20180101,A01H0005000000,c,A01H0006380000,n
20170101,20180101,A01H0005000000,c,A01H0006400000,n
20170101,20180101,A01H0005000000,c,A01H0006420000,n
20170101,20180101,A01H0005000000,c,A01H0006440000,n
20170101,20180101,A01H0005000000,c,A01H0006460000,n
20170101,20180101,A01H0005000000,c,A01H0006480000,n
20170101,20180101,A01H0005000000,c,A01H0006500000,n
20170101,20180101,A01H0005000000,c,A01H0006520000,n
20170101,20180101,A01H0005000000,c,A01H0006540000,n
20170101,20180101,A01H0005000000,c,A01H0006560000,n
20170101,20180101,A01H0005000000,c,A01H0006580000,n
20170101,20180101,A01H0005000000,c,A01H0006600000,n
20170101,20180101,A01H0005000000,c,A01H0006620000,n
20170101,20180101,A01H0005000000,c,A01H0006640000,n
20170101,20180101,A01H0005000000,c,A01H0006660000,n
20170101,20180101,A01H0005000000,c,A01H0006680000,n
20170101,20180101,A01H0005000000,c,A01H0006700000,n
20170101,20180101,A01H0005000000,c,A01H0006720000,n
20170101,20180101,A01H0005000000,c,A01H0006740000,n
20170101,20180101,A01H0005000000,c,A01H0006760000,n
20170101,20180101,A01H0005000000,c,A01H0006780000,n
20170101,20180101,A01H0005000000,c,A01H0006800000,n
20170101,20180101,A01H0005000000,c,A01H0006820000,n
20170101,20180101,A01H0005000000,c,A01H0006840000,n
20170101,20180101,A01H0005000000,c,A01H0006860000,n
20170101,20180101,A01H0005000000,c,A01H0006880000,n
20170101,20180101,A01G0001080000,d,A01G0009280000,n
20170101,20180101,F21V0001160000,c,F21V0001160000,c
20170101,20180101,F21V0001160000,c,F21V0001170000,n
20170101,20180101,F21V0005000000,c,F21V0005000000,c
20170101,20180101,F21V0005000000,c,F21V0005100000,n
20170101,20180101,G01N0023206000,d,G01N0023205000,t
20170101,20180101,B05B0015040000,d,B05B0012160000,n
20170101,20180101,B05B0015040000,d,B05B0012180000,n
20170101,20180101,B05B0015040000,d,B05B0012200000,n
20170101,20180101,B05B0015040000,d,B05B0012220000,n
20170101,20180101,B05B0015040000,d,B05B0012240000,n
20170101,20180101,B05B0015040000,d,B05B0012260000,n
20170101,20180101,B05B0015040000,d,B05B0012280000,n
20170101,20180101,B05B0015040000,d,B05B0012300000,n
20170101,20180101,B05B0015040000,d,B05B0012320000,n
20170101,20180101,B05B0015040000,d,B05B0012340000,n
20170101,20180101,B05B0015040000,d,B05B0012360000,n
20170101,20180101,B05B0015040000,d,B05B0014000000,n
20170101,20180101,B05B0015040000,d,B05B0014100000,n
20170101,20180101,B05B0015040000,d,B05B0014200000,n
20170101,20180101,B05B0015040000,d,B05B0014300000,n
20170101,20180101,B05B0015040000,d,B05B0014400000,n
20170101,20180101,B05B0015040000,d,B05B0014410000,n
20170101,20180101,B05B0015040000,d,B05B0014420000,n
20170101,20180101,B05B0015040000,d,B05B0014430000,n
20170101,20180101,B05B0015040000,d,B05B0014435000,n
20170101,20180101,B05B0015040000,d,B05B0014440000,n
20170101,20180101,B05B0015040000,d,B05B0014450000,n
20170101,20180101,B05B0015040000,d,B05B0014460000,n
20170101,20180101,B05B0015040000,d,B05B0014462000,n
20170101,20180101,B05B0015040000,d,B05B0014465000,n
20170101,20180101,B05B0015040000,d,B05B0014468000,n
20170101,20180101,B05B0015040000,d,B05B0014480000,n
20170101,20180101,B05B0015040000,d,B05B0014490000,n
20170101,20180101,B05B0015080000,d,B05B0015680000,n
20170101,20180101,B05B0015120000,d,B05B0016000000,n
20170101,20180101,B05B0015120000,d,B05B0016200000,n
20170101,20180101,B05B0015120000,d,B05B0016250000,n
20170101,20180101,B05B0015120000,d,B05B0016400000,n
20170101,20180101,B05B0015120000,d,B05B0016600000,n
20170101,20180101,B05B0015120000,d,B05B0016800000,n
20170101,20180101,B05B0015060000,d,B05B0015600000,n
20170101,20180101,B05B0015060000,d,B05B0015620000,n
20170101,20180101,B05B0015060000,d,B05B0015622000,n
20170101,20180101,B05B0015060000,d,B05B0015625000,n
20170101,20180101,B05B0015060000,d,B05B0015628000,n
20170101,20180101,B05B0015060000,d,B05B0015630000,n
20170101,20180101,B05B0015060000,d,B05B0015650000,n
20170101,20180101,B05B0015060000,d,B05B0015652000,n
